"ICRISAT_ac","Table_name","Mission_co","Collectors","Alternate_","Local_name","Species_nu","Cultivar_n","Biological","Donor_coop","Donor_coun","Date_recei","Date_of_co","Source_cou","Province","Location","Latitude","Longitude","Elevation","Genus","Species","Sauthor","Subsp","UID","IS_UNIQUE","TEST_TRAIN"
17935,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 468","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","11/02/1977","IND","Rajasthan","Govindgarh",26.450001,74.379997,435,"Sorghum","bicolor","(L.) Moench","bicolor",9990,TRUE,"TRAIN"
6113,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar sachendi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Sachendi",26.450001,80.18,0,"Sorghum","bicolor","(L.) Moench","bicolor",9992,TRUE,"TRAIN"
6189,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar purwa",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Purwa",26.459999,80.779999,0,"Sorghum","bicolor","(L.) Moench","bicolor",9993,TRUE,"TRAIN"
1020,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IC 4360; PI 246695","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Kanpur",26.469999,80.349998,131,"Sorghum","bicolor","(L.) Moench","bicolor",9995,TRUE,"TRAIN"
4347,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Lalana jigni",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Madhya Pradesh","Morena",26.48,78.010002,0,"Sorghum","bicolor","(L.) Moench","bicolor",10008,TRUE,"TRAIN"
17932,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 446","","",3562,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","10/29/1977","IND","Rajasthan","Ledia",26.5,76.25,485,"Sorghum","bicolor","(L.) Moench","bicolor",10011,TRUE,"TRAIN"
6266,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Gangai narsinghpur",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","West Bengal","Jalpaiguri",26.51,88.730003,0,"Sorghum","bicolor","(L.) Moench","bicolor",10016,TRUE,"TRAIN"
4354,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Surmukhi pathel gujar ganvi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Madhya Pradesh","Morena",26.51,78.010002,0,"Sorghum","bicolor","(L.) Moench","bicolor",10017,TRUE,"TRAIN"
17941,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 503","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","11/03/1977","IND","Rajasthan","Golenimra",26.549999,76.669998,345,"Sorghum","bicolor","(L.) Moench","bicolor",10020,TRUE,"TRAIN"
4016,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jalwara",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Rajasthan","Jaipur",26.549999,75.519997,431,"Sorghum","bicolor","(L.) Moench","bicolor",10021,TRUE,"TRAIN"
4340,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Lalaya umvi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Madhya Pradesh","Bhind",26.559999,78.779999,0,"Sorghum","bicolor","(L.) Moench","bicolor",10056,TRUE,"TRAIN"
17944,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 516","","",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","11/03/1977","IND","Rajasthan","Hokra",26.629999,76.870003,350,"Sorghum","bicolor","(L.) Moench","bicolor",10063,TRUE,"TRAIN"
17943,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 513","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","11/03/1977","IND","Rajasthan","Mandla",26.67,76.919998,365,"Sorghum","bicolor","(L.) Moench","bicolor",10065,TRUE,"TRAIN"
17927,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 422","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","10/29/1977","IND","Rajasthan","Hindaun",26.73,77.019997,400,"Sorghum","bicolor","(L.) Moench","bicolor",10066,TRUE,"TRAIN"
17918,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 166","","",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","10/07/1977","IND","Rajasthan","Phalodi",26.73,73.910004,280,"Sorghum","bicolor","(L.) Moench","bicolor",10068,TRUE,"TRAIN"
6158,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar mr adda",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Basti",26.799999,82.720001,0,"Sorghum","bicolor","(L.) Moench","bicolor",10070,TRUE,"TRAIN"
24375,"ICRISATSOSORGHUM","ICRISAT-MISN-057","SAR 2064","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1979","10/04/1979","IND","Uttar Pradesh","Navshahara",26.83,79.830002,190,"Sorghum","bicolor","(L.) Moench","bicolor",10076,TRUE,"TRAIN"
18761,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Panari 2",3569,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0738","IND","02/16/1976","","IND","Uttar Pradesh","Lucknow",26.85,80.919998,123,"Sorghum","bicolor","(L.) Moench","bicolor",10080,TRUE,"TRAIN"
17920,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 195","","",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","10/09/1977","IND","Rajasthan","Jaisalmer",26.91,70.910004,220,"Sorghum","bicolor","(L.) Moench","bicolor",10097,TRUE,"TRAIN"
17919,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 181","","",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","10/08/1977","IND","Rajasthan","Pokaran",26.92,71.900002,229,"Sorghum","bicolor","(L.) Moench","bicolor",10098,TRUE,"TRAIN"
6112,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar kannauj",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Kannauj",27.030001,79.540001,0,"Sorghum","bicolor","(L.) Moench","bicolor",10101,TRUE,"TRAIN"
6111,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar jalalabad",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Jalalabad",27.059999,79.459999,0,"Sorghum","bicolor","(L.) Moench","bicolor",10102,TRUE,"TRAIN"
6191,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowari sandila",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Sandila; Hardoi",27.07,80.510002,0,"Sorghum","bicolor","(L.) Moench","bicolor",10104,TRUE,"TRAIN"
6109,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Hazara jowar",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Gursahaiganj",27.120001,79.720001,0,"Sorghum","bicolor","(L.) Moench","bicolor",10105,TRUE,"TRAIN"
21977,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Agra local",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0436","IND","06/14/1980","","IND","Uttar Pradesh","Agra",27.18,78.010002,210,"Sorghum","bicolor","(L.) Moench","bicolor",10106,TRUE,"TRAIN"
4050,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","White dhandauli",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Rajasthan","Bharatpur",27.209999,77.489998,216,"Sorghum","bicolor","(L.) Moench","bicolor",10110,TRUE,"TRAIN"
6099,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar white",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Manipuri",27.23,79.019997,0,"Sorghum","bicolor","(L.) Moench","bicolor",10120,TRUE,"TRAIN"
6106,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Farrukhabad",27.4,79.559998,0,"Sorghum","bicolor","(L.) Moench","bicolor",10127,TRUE,"TRAIN"
24383,"ICRISATSOSORGHUM","ICRISAT-MISN-057","SAR 2095-1","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1979","10/04/1979","IND","Uttar Pradesh","Mahaban",27.440001,77.739998,240,"Sorghum","bicolor","(L.) Moench","bicolor",10131,TRUE,"TRAIN"
24384,"ICRISATSOSORGHUM","ICRISAT-MISN-057","SAR 2099","","",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1979","10/05/1979","IND","Uttar Pradesh","Mathura",27.49,77.68,190,"Sorghum","bicolor","(L.) Moench","bicolor",10132,TRUE,"TRAIN"
17925,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 267","","",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","10/15/1977","IND","Rajasthan","Dudwara",27.5,73.5,315,"Sorghum","bicolor","(L.) Moench","bicolor",10133,TRUE,"TRAIN"
27001,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 131","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/18/1977","10/30/1977","IND","Rajasthan","",27.530001,76.550003,280,"Sorghum","bicolor","(L.) Moench","bicolor",10134,TRUE,"TRAIN"
27002,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 132 (SO)","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/18/1977","10/30/1977","IND","Rajasthan","Alwar",27.57,76.599998,280,"Sorghum","bicolor","(L.) Moench","bicolor",10135,TRUE,"TRAIN"
6165,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Ladhra kalipara",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Bahraich",27.58,81.599998,0,"Sorghum","bicolor","(L.) Moench","bicolor",10149,TRUE,"TRAIN"
27003,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 139 (SO)","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/18/1977","10/30/1977","IND","Rajasthan","Bilapur",27.67,76.080002,230,"Sorghum","bicolor","(L.) Moench","bicolor",10154,TRUE,"TRAIN"
6141,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Junahri hurnan",3572,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Mirjapur; Shahjahanpur",27.68,79.550003,0,"Sorghum","bicolor","(L.) Moench","bicolor",10155,TRUE,"TRAIN"
17914,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 114","","",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/11/1977","10/01/1977","IND","Rajasthan","Jokhrana",27.75,76.25,320,"Sorghum","bicolor","(L.) Moench","bicolor",10160,TRUE,"TRAIN"
24385,"ICRISATSOSORGHUM","ICRISAT-MISN-057","SAR 2110","","",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1979","10/05/1979","IND","Uttar Pradesh","Nagola",27.83,78.07,200,"Sorghum","bicolor","(L.) Moench","bicolor",10161,TRUE,"TRAIN"
24386,"ICRISATSOSORGHUM","ICRISAT-MISN-057","SAR 2131","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1979","10/05/1979","IND","Uttar Pradesh","Nagola",27.889999,78.07,250,"Sorghum","bicolor","(L.) Moench","bicolor",10162,TRUE,"TRAIN"
6192,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Lahdra sandagaon lakhimpur",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Lakhimpur",27.950001,80.769997,0,"Sorghum","bicolor","(L.) Moench","bicolor",10165,TRUE,"TRAIN"
36460,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","PS 31561","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0749","IND","09/10/1984","","IND","New Delhi","",28.35,77.129997,0,"Sorghum","bicolor","(L.) Moench","bicolor",10166,TRUE,"TRAIN"
24392,"ICRISATSOSORGHUM","ICRISAT-MISN-057","SAR 2153","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1979","10/05/1979","IND","Uttar Pradesh","Bulandshahar",28.4,77.849998,240,"Sorghum","bicolor","(L.) Moench","bicolor",10172,TRUE,"TRAIN"
6299,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar ghesora",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Haryana","Gurgaon",28.469999,77.029999,220,"Sorghum","bicolor","(L.) Moench","bicolor",10176,TRUE,"TRAIN"
6321,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Imbeta",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Haryana","Badhwana",28.48,76.18,0,"Sorghum","bicolor","(L.) Moench","bicolor",10186,TRUE,"TRAIN"
24401,"ICRISATSOSORGHUM","ICRISAT-MISN-057","SAR 2173","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1979","10/06/1979","IND","Uttar Pradesh","Kharkauda",28.49,77.440002,240,"Sorghum","bicolor","(L.) Moench","bicolor",10194,TRUE,"TRAIN"
6195,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Lahdra daola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Haryana","Daola; Rohtak",28.559999,76.610001,0,"Sorghum","bicolor","(L.) Moench","bicolor",10202,TRUE,"TRAIN"
24396,"ICRISATSOSORGHUM","ICRISAT-MISN-057","SAR 2159","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1979","10/06/1979","IND","Uttar Pradesh","Gulaothi",28.58,77.790001,240,"Sorghum","bicolor","(L.) Moench","bicolor",10203,TRUE,"TRAIN"
6203,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Chari or jowar pilibhit",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Pilibhit",28.629999,79.800003,172,"Sorghum","bicolor","(L.) Moench","bicolor",10206,TRUE,"TRAIN"
1023,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IC 1592; PI 246698","Delhi local",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","New Delhi","Delhi",28.66,77.209999,0,"Sorghum","bicolor","(L.) Moench","bicolor",10214,TRUE,"TRAIN"
24393,"ICRISATSOSORGHUM","ICRISAT-MISN-057","SAR 2154","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1979","10/05/1979","IND","Uttar Pradesh","Hapur",28.73,77.779999,240,"Sorghum","bicolor","(L.) Moench","bicolor",10219,TRUE,"TRAIN"
4003,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Garhi",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Haryana","Rohtak",28.9,76.559998,220,"Sorghum","bicolor","(L.) Moench","bicolor",10226,TRUE,"TRAIN"
14444,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Pantnagar",29.030001,79.309998,0,"Sorghum","bicolor","(L.) Moench","bicolor",10250,TRUE,"TRAIN"
6169,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Ladra kutaina",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Kutana",29.1,77.160004,0,"Sorghum","bicolor","(L.) Moench","bicolor",10251,TRUE,"TRAIN"
6227,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar yellow",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Uttar Pradesh","Bawanpura",29.219999,78.080002,0,"Sorghum","bicolor","(L.) Moench","bicolor",10252,TRUE,"TRAIN"
24407,"ICRISATSOSORGHUM","ICRISAT-MISN-057","SAR 2201","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1979","10/07/1979","IND","Uttar Pradesh","Brijghat",29.25,79.510002,250,"Sorghum","bicolor","(L.) Moench","bicolor",10254,TRUE,"TRAIN"
6294,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","White grain baksianarvalli",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Haryana","Hisar",29.5,75.449997,215,"Sorghum","bicolor","(L.) Moench","bicolor",10261,TRUE,"TRAIN"
1015,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","PI 246690","",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Haryana","Sirsa",29.530001,75.019997,210,"Sorghum","bicolor","(L.) Moench","bicolor",10266,TRUE,"TRAIN"
22027,"ICRISATSOSORGHUM","ICRISAT-MISN-074","JM 4386","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","12/05/1980","10/31/1980","IND","Uttar Pradesh","Almora",29.6,79.639999,1500,"Sorghum","bicolor","(L.) Moench","bicolor",10273,TRUE,"TRAIN"
36450,"ICRISATSOSORGHUM","ICRISAT-MISN-067","RPSP 773","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/10/1984","04/16/1980","IND","Uttar Pradesh","Artula; Almora",29.6,79.650002,1850,"Sorghum","bicolor","(L.) Moench","bicolor",10276,TRUE,"TRAIN"
36449,"ICRISATSOSORGHUM","ICRISAT-MISN-067","RPSP 765","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/10/1984","04/16/1980","IND","Haryana","Nag near Someshwar; Almora",29.780001,79.599998,1500,"Sorghum","bicolor","(L.) Moench","bicolor",10279,TRUE,"TRAIN"
36448,"ICRISATSOSORGHUM","ICRISAT-MISN-067","RPSP 714","","",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/10/1984","04/15/1980","IND","Haryana","Binasu 15 Km Lansdowne",29.84,78.68,1000,"Sorghum","bicolor","(L.) Moench","bicolor",10294,TRUE,"TRAIN"
6282,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar bapanpur",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Punjab","Sangrur",30.23,75.830002,230,"Sorghum","bicolor","(L.) Moench","bicolor",10295,TRUE,"TRAIN"
22026,"ICRISATSOSORGHUM","ICRISAT-MISN-074","JM 4378","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","12/05/1980","10/31/1980","IND","Uttar Pradesh","Karnaprayag",30.27,79.25,0,"Sorghum","bicolor","(L.) Moench","bicolor",10304,TRUE,"TRAIN"
6035,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Majpal khurd",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Punjab","Patiala",30.32,76.400002,230,"Sorghum","bicolor","(L.) Moench","bicolor",10305,TRUE,"TRAIN"
6045,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Nasirpur",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Haryana","Ambala",30.360001,76.800003,0,"Sorghum","bicolor","(L.) Moench","bicolor",10315,TRUE,"TRAIN"
6276,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar",3560,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Punjab","Chandigarh",30.74,76.779999,0,"Sorghum","bicolor","(L.) Moench","bicolor",10335,TRUE,"TRAIN"
6024,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Ghungaralli",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Punjab","Ludhiana",30.9,75.849998,250,"Sorghum","bicolor","(L.) Moench","bicolor",10336,TRUE,"TRAIN"
6278,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jowar",3560,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Punjab","Ferozepur",30.92,74.599998,240,"Sorghum","bicolor","(L.) Moench","bicolor",10347,TRUE,"TRAIN"
26924,"ICRISATSOSORGHUM","ICRISAT-MISN-087","PR 5721","","",3573,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/10/1982","01/21/1982","IND","Kerala","Tottiyam",10.58,78.190002,100,"Sorghum","bicolor","(L.) Moench","bicolor",10351,TRUE,"TRAIN"
24334,"ICRISATSOSORGHUM","ICRISAT-MISN-084","VRR 492","","Ratamwada",3573,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1981","10/22/1981","IND","Maharashtra","Vitholi; Manora; Akola",20.709999,77.989998,310,"Sorghum","bicolor","(L.) Moench","bicolor",10412,TRUE,"TRAIN"
12584,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","MN 1258; PI 153852","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","KEN","Coast","Voi; Taita Taveta",-3.35,38.560001,600,"Sorghum","bicolor","(L.) Moench","bicolor",10435,TRUE,"TRAIN"
8862,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","E 527","Kawere",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","KEN","Nyanza","Kanyungu",-2.96,38.400002,0,"Sorghum","bicolor","(L.) Moench","bicolor",10440,TRUE,"TRAIN"
21347,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","49319","",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0959","ITA","10/31/1979","","KEN","Rift Valley","Laset; Kajiado",-2.95,37.560001,0,"Sorghum","bicolor","(L.) Moench","bicolor",10443,TRUE,"TRAIN"
8861,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","E 526","Andiwo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","KEN","Rift Valley","Onyokie; Narok",-1.96,35.830002,0,"Sorghum","bicolor","(L.) Moench","bicolor",10444,TRUE,"TRAIN"
8832,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","E 497","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","KEN","Eastern","Kima",-1.95,37.25,0,"Sorghum","bicolor","(L.) Moench","bicolor",10446,TRUE,"TRAIN"
21309,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","49234","Katengu",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0959","ITA","10/31/1979","","KEN","","Kandae",-1.52,38.110001,0,"Sorghum","bicolor","(L.) Moench","bicolor",10448,TRUE,"TRAIN"
19468,"ICRISATSOSORGHUM","ICRISAT-MISN-018","JM 2401","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/23/1977","07/20/1976","KEN","Eastern","Muangini; Machakos",-1.51,37.259998,1200,"Sorghum","bicolor","(L.) Moench","bicolor",10449,TRUE,"TRAIN"
21320,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","49267","Katumani",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0959","ITA","10/31/1979","","KEN","Eastern","Kyanguli",-1.4,37.18,0,"Sorghum","bicolor","(L.) Moench","bicolor",10450,TRUE,"TRAIN"
21314,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","49259","Mubemba",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0959","ITA","10/31/1979","","KEN","Eastern","Mbembani",-1.37,37.16,0,"Sorghum","bicolor","(L.) Moench","bicolor",10452,TRUE,"TRAIN"
21155,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","No. 49037","Nyamukunguaikeye",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0959","ITA","10/31/1979","","KEN","Nyanza","Chinato; Migori",-1.28,34.610001,0,"Sorghum","bicolor","(L.) Moench","bicolor",10453,TRUE,"TRAIN"
21323,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","No. 49274","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0959","ITA","10/31/1979","","KEN","Eastern","Mbiuni Market; Machakos",-1.23,37.400002,0,"Sorghum","bicolor","(L.) Moench","bicolor",10456,TRUE,"TRAIN"
3106,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","S. nervosum; PI 213900","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","KEN","Nairobi","Nairobi 15E",-1.17,36.48,0,"Sorghum","bicolor","(L.) Moench","bicolor",10459,TRUE,"TRAIN"
21315,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","No. 49260","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0959","ITA","10/31/1979","","KEN","Eastern","Kivau",-1.15,37.25,0,"Sorghum","bicolor","(L.) Moench","bicolor",10462,TRUE,"TRAIN"
21158,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","49040","Magarairichemba",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0959","ITA","10/31/1979","","KEN","Nyanza","Nyabikorgori",-1.15,34.369999,0,"Sorghum","bicolor","(L.) Moench","bicolor",10463,TRUE,"TRAIN"
21149,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","No. 49027","Ochuti makwar",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0959","ITA","10/31/1979","","KEN","Nyanza","Magongo Giribe; Migori",-1.13,34.299999,0,"Sorghum","bicolor","(L.) Moench","bicolor",10465,TRUE,"TRAIN"
