var	mon	model	scen	ensemble	un	period
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	202101-202112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	202201-202212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	202301-202312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	202401-202412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	202501-202512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	202601-202612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	202701-202712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	202801-202812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	202901-202912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	203001-203012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	203101-203112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	203201-203212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	203301-203312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	203401-203412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	203501-203512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	203601-203612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	203701-203712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	203801-203812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	203901-203912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	204001-204012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	204101-204112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	204201-204212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	204301-204312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	204401-204412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	204501-204512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	204601-204612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	204701-204712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	204801-204812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	204901-204912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	205001-205012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	205101-205112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	205201-205212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	205301-205312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	205401-205412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	205501-205512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	205601-205612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	205701-205712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	205801-205812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	205901-205912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	206001-206012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	206101-206112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	206201-206212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	206301-206312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	206401-206412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	206501-206512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	206601-206612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	206701-206712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	206801-206812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	206901-206912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	207001-207012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	207101-207112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	207201-207212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	207301-207312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	207401-207412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	207501-207512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	207601-207612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	207701-207712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	207801-207812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	207901-207912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	208001-208012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	208101-208112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	208201-208212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	208301-208312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	208401-208412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	208501-208512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	208601-208612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	208701-208712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	208801-208812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	208901-208912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	209001-209012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	209101-209112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	209201-209212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	209301-209312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	209401-209412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	209501-209512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	209601-209612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	209701-209712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	209801-209812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	209901-209912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r2i1p1f1	gr	210001-210012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	201501-201512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	201601-201612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	201701-201712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	201801-201812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	201901-201912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	202001-202012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	202101-202112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	202201-202212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	202301-202312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	202401-202412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	202501-202512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	202601-202612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	202701-202712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	202801-202812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	202901-202912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	203001-203012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	203101-203112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	203201-203212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	203301-203312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	203401-203412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	203501-203512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	203601-203612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	203701-203712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	203801-203812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	203901-203912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	204001-204012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	204101-204112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	204201-204212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	204301-204312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	204401-204412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	204501-204512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	204601-204612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	204701-204712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	204801-204812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	204901-204912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	205001-205012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	205101-205112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	205201-205212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	205301-205312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	205401-205412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	205501-205512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	205601-205612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	205701-205712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	205801-205812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	205901-205912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	206001-206012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	206101-206112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	206201-206212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	206301-206312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	206401-206412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	206501-206512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	206601-206612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	206701-206712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	206801-206812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	206901-206912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	207001-207012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	207101-207112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	207201-207212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	207301-207312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	207401-207412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	207501-207512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	207601-207612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	207701-207712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	207801-207812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	207901-207912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	208001-208012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	208101-208112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	208201-208212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	208301-208312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	208401-208412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	208501-208512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	208601-208612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	208701-208712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	208801-208812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	208901-208912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	209001-209012.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	209101-209112.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	209201-209212.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	209301-209312.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	209401-209412.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	209501-209512.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	209601-209612.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	209701-209712.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	209801-209812.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	209901-209912.nc
pr	Amon	EC-Earth3-Veg	ssp370	r4i1p1f1	gr	210001-210012.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	205801-205812.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	205901-205912.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	206001-206012.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	206101-206112.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	206201-206212.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	206301-206312.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	206401-206412.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	206501-206512.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	206601-206612.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	206701-206712.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	206801-206812.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	206901-206912.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	207001-207012.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	207101-207112.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	207201-207212.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	207301-207312.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	207401-207412.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	207501-207512.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	207601-207612.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	207701-207712.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	207801-207812.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	207901-207912.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	208001-208012.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	208101-208112.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	208201-208212.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	208301-208312.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	208401-208412.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	208501-208512.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	208601-208612.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	208701-208712.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	208801-208812.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	208901-208912.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	209001-209012.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	209101-209112.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	209201-209212.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	209301-209312.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	209401-209412.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	209501-209512.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	209601-209612.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	209701-209712.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	209801-209812.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	209901-209912.nc
tasmin	Amon	AWI-CM-1-1-MR	ssp370	r1i1p1f1	gn	210001-210012.nc
pr	Amon	BCC-ESM1	historical	r1i1p1f1	gn	185001-201412.nc
pr	Amon	BCC-ESM1	ssp370	r1i1p1f1	gn	201501-205512.nc
rsds	Amon	BCC-ESM1	historical	r1i1p1f1	gn	185001-201412.nc
rsds	Amon	BCC-ESM1	ssp370	r1i1p1f1	gn	201501-205512.nc
tasmax	Amon	BCC-ESM1	historical	r1i1p1f1	gn	185001-201412.nc
tasmax	Amon	BCC-ESM1	ssp370	r1i1p1f1	gn	201501-205512.nc
tasmin	Amon	BCC-ESM1	historical	r1i1p1f1	gn	185001-201412.nc
tasmin	Amon	BCC-ESM1	ssp370	r1i1p1f1	gn	201501-205512.nc
pr	Amon	CAMS-CSM1-0	ssp126	r1i1p1f1	gn	201501-209912.nc
pr	Amon	CAMS-CSM1-0	ssp245	r1i1p1f1	gn	201501-209912.nc
rsds	Amon	CAMS-CSM1-0	ssp126	r1i1p1f1	gn	201501-209912.nc
rsds	Amon	CAMS-CSM1-0	ssp245	r1i1p1f1	gn	201501-209912.nc
pr	Amon	CESM2	historical	r1i1p1f1	gn	185001-201412.nc
pr	Amon	CESM2	ssp126	r1i1p1f1	gn	201501-206412.nc
pr	Amon	CESM2	ssp126	r1i1p1f1	gn	206501-210012.nc
pr	Amon	CESM2	ssp245	r1i1p1f1	gn	201501-206412.nc
pr	Amon	CESM2	ssp245	r1i1p1f1	gn	206501-210012.nc
pr	Amon	CESM2	ssp370	r1i1p1f1	gn	201501-206412.nc
pr	Amon	CESM2	ssp370	r1i1p1f1	gn	206501-210012.nc
pr	Amon	CESM2	ssp585	r1i1p1f1	gn	201501-206412.nc
pr	Amon	CESM2	ssp585	r1i1p1f1	gn	206501-210012.nc
rsds	Amon	CESM2	historical	r1i1p1f1	gn	185001-201412.nc
rsds	Amon	CESM2	ssp126	r1i1p1f1	gn	201501-206412.nc
rsds	Amon	CESM2	ssp126	r1i1p1f1	gn	206501-210012.nc
rsds	Amon	CESM2	ssp245	r1i1p1f1	gn	201501-206412.nc
rsds	Amon	CESM2	ssp245	r1i1p1f1	gn	206501-210012.nc
rsds	Amon	CESM2	ssp370	r1i1p1f1	gn	201501-206412.nc
rsds	Amon	CESM2	ssp370	r1i1p1f1	gn	206501-210012.nc
rsds	Amon	CESM2	ssp585	r1i1p1f1	gn	201501-206412.nc
rsds	Amon	CESM2	ssp585	r1i1p1f1	gn	206501-210012.nc
tasmax	Amon	CESM2	ssp126	r1i1p1f1	gn	201501-206412.nc
tasmax	Amon	CESM2	ssp126	r1i1p1f1	gn	206501-210012.nc
tasmax	Amon	CESM2	ssp370	r1i1p1f1	gn	201501-206412.nc
tasmax	Amon	CESM2	ssp585	r1i1p1f1	gn	201501-206412.nc
tasmax	Amon	CESM2	ssp585	r1i1p1f1	gn	206501-210012.nc
tasmin	Amon	CESM2	ssp126	r1i1p1f1	gn	201501-206412.nc
tasmin	Amon	CESM2	ssp245	r1i1p1f1	gn	201501-206412.nc
tasmin	Amon	CESM2	ssp245	r1i1p1f1	gn	206501-210012.nc
tasmin	Amon	CESM2	ssp370	r1i1p1f1	gn	206501-210012.nc
tasmin	Amon	CESM2	ssp585	r1i1p1f1	gn	201501-206412.nc
pr	Amon	CESM2-FV2	historical	r1i1p1f1	gn	185001-189912.nc
pr	Amon	CESM2-FV2	historical	r1i1p1f1	gn	190001-194912.nc
pr	Amon	CESM2-FV2	historical	r1i1p1f1	gn	195001-199912.nc
pr	Amon	CESM2-FV2	historical	r1i1p1f1	gn	200001-201412.nc
pr	Amon	CESM2-WACCM	historical	r1i1p1f1	gn	185001-201412.nc
pr	Amon	CESM2-WACCM	ssp126	r1i1p1f1	gn	201501-206412.nc
pr	Amon	CESM2-WACCM	ssp126	r1i1p1f1	gn	206501-210012.nc
pr	Amon	CESM2-WACCM	ssp245	r1i1p1f1	gn	201501-206412.nc
pr	Amon	CESM2-WACCM	ssp245	r1i1p1f1	gn	206501-210012.nc
pr	Amon	CESM2-WACCM	ssp370	r1i1p1f1	gn	201501-206412.nc
pr	Amon	CESM2-WACCM	ssp370	r1i1p1f1	gn	206501-210012.nc
pr	Amon	CESM2-WACCM	ssp585	r1i1p1f1	gn	201501-210012.nc
rsds	Amon	CESM2-WACCM	historical	r1i1p1f1	gn	185001-201412.nc
rsds	Amon	CESM2-WACCM	ssp126	r1i1p1f1	gn	201501-206412.nc
rsds	Amon	CESM2-WACCM	ssp126	r1i1p1f1	gn	206501-210012.nc
rsds	Amon	CESM2-WACCM	ssp245	r1i1p1f1	gn	201501-206412.nc
rsds	Amon	CESM2-WACCM	ssp245	r1i1p1f1	gn	206501-210012.nc
rsds	Amon	CESM2-WACCM	ssp370	r1i1p1f1	gn	201501-206412.nc
rsds	Amon	CESM2-WACCM	ssp370	r1i1p1f1	gn	206501-210012.nc
rsds	Amon	CESM2-WACCM	ssp585	r1i1p1f1	gn	201501-210012.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	185001-185912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	186001-186912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	187001-187912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	188001-188912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	189001-189912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	190001-190912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	191001-191912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	192001-192912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	193001-193912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	194001-194912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	195001-195912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	196001-196912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	197001-197912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	198001-198912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	199001-199912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	200001-200912.nc
pr	Amon	FGOALS-g3	historical	r2i1p1f1	gn	201001-201612.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	185001-185912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	186001-186912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	187001-187912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	188001-188912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	189001-189912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	190001-190912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	191001-191912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	192001-192912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	193001-193912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	194001-194912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	195001-195912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	196001-196912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	197001-197912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	198001-198912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	199001-199912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	200001-200912.nc
pr	Amon	FGOALS-g3	historical	r3i1p1f1	gn	201001-201612.nc
pr	Amon	CESM2-WACCM-FV2	historical	r1i1p1f1	gn	185001-189912.nc
pr	Amon	CESM2-WACCM-FV2	historical	r1i1p1f1	gn	190001-194912.nc
pr	Amon	CESM2-WACCM-FV2	historical	r1i1p1f1	gn	195001-199912.nc
pr	Amon	CESM2-WACCM-FV2	historical	r1i1p1f1	gn	200001-201412.nc
pr	Amon	E3SM-1-0	historical	r1i1p1f1	gr	185001-187412.nc
pr	Amon	E3SM-1-0	historical	r1i1p1f1	gr	187501-189912.nc
pr	Amon	E3SM-1-0	historical	r1i1p1f1	gr	190001-192412.nc
pr	Amon	E3SM-1-0	historical	r1i1p1f1	gr	192501-194912.nc
pr	Amon	E3SM-1-0	historical	r1i1p1f1	gr	195001-197412.nc
pr	Amon	E3SM-1-0	historical	r1i1p1f1	gr	197501-199912.nc
pr	Amon	GFDL-ESM4	historical	r1i1p1f1	gr1	185001-194912.nc
pr	Amon	GFDL-ESM4	historical	r1i1p1f1	gr1	195001-201412.nc
pr	Amon	GFDL-ESM4	ssp126	r1i1p1f1	gr1	201501-210012.nc
