var	mon	model	scen	ensemble	un	period
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	207401-207412.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	207501-207512.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	207601-207612.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	207701-207712.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	207801-207812.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	207901-207912.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	208001-208012.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	208101-208112.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	208201-208212.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	208301-208312.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	208401-208412.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	208501-208512.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	208601-208612.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	208701-208712.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	208801-208812.nc
rsds	Amon	MRI-ESM2-0	historical	r1i1p1f1	gn	185001-201412.nc
rsds	Amon	MRI-ESM2-0	ssp126	r1i1p1f1	gn	201501-210012.nc
rsds	Amon	MRI-ESM2-0	ssp245	r1i1p1f1	gn	201501-210012.nc
rsds	Amon	MRI-ESM2-0	ssp370	r1i1p1f1	gn	201501-210012.nc
rsds	Amon	MRI-ESM2-0	ssp460	r1i1p1f1	gn	201501-210012.nc
rsds	Amon	MRI-ESM2-0	ssp585	r1i1p1f1	gn	201501-210012.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	208901-208912.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	209001-209012.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	209101-209112.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	209201-209212.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	209301-209312.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	209401-209412.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	209501-209512.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	209601-209612.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	209701-209712.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	209801-209812.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	209901-209912.nc
rsds	Amon	EC-Earth3-Veg	ssp126	r1i1p1f1	gr	210001-210012.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	201501-201512.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	201601-201612.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	201701-201712.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	201801-201812.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	201901-201912.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	202001-202012.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	202101-202112.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	202201-202212.nc
rsds	Amon	UKESM1-0-LL	historical	r17i1p1f2	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r17i1p1f2	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r18i1p1f2	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r18i1p1f2	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r19i1p1f2	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r19i1p1f2	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r1i1p1f2	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r1i1p1f2	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r2i1p1f2	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r2i1p1f2	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r3i1p1f2	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r3i1p1f2	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r4i1p1f2	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r4i1p1f2	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r5i1p1f3	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r5i1p1f3	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r6i1p1f3	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r6i1p1f3	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r7i1p1f3	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r7i1p1f3	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r8i1p1f2	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r8i1p1f2	gn	195001-201412.nc
rsds	Amon	UKESM1-0-LL	historical	r9i1p1f2	gn	185001-194912.nc
rsds	Amon	UKESM1-0-LL	historical	r9i1p1f2	gn	195001-201412.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	202301-202312.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	202401-202412.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	202501-202512.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	202601-202612.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	202701-202712.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	202801-202812.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	202901-202912.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	203001-203012.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	203101-203112.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	203201-203212.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	203301-203312.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	203401-203412.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	203501-203512.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	203601-203612.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	203701-203712.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	203801-203812.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	203901-203912.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	204001-204012.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	204101-204112.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	204201-204212.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	204301-204312.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	204401-204412.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	204501-204512.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	204601-204612.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	204701-204712.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	204801-204812.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	204901-204912.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	205001-205012.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	205101-205112.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	205201-205212.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	205301-205312.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	205401-205412.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	205501-205512.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	205601-205612.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	205701-205712.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	205801-205812.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	205901-205912.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	206001-206012.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	206101-206112.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	206201-206212.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	206301-206312.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	206401-206412.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	206501-206512.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	206601-206612.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	206701-206712.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	206801-206812.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	206901-206912.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	207001-207012.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	207101-207112.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	207201-207212.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	207301-207312.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	207401-207412.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	207501-207512.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	207601-207612.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	207701-207712.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	207801-207812.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	207901-207912.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	208001-208012.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	208101-208112.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	208201-208212.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	208301-208312.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	208401-208412.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	208501-208512.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	208601-208612.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	208701-208712.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	208801-208812.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	208901-208912.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	209001-209012.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	209101-209112.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	209201-209212.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	209301-209312.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	209401-209412.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	209501-209512.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	209601-209612.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	209701-209712.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	209801-209812.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	209901-209912.nc
rsds	Amon	EC-Earth3-Veg	ssp245	r1i1p1f1	gr	210001-210012.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	201501-201512.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	201601-201612.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	201701-201712.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	201801-201812.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	201901-201912.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	202001-202012.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	202101-202112.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	202201-202212.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	202301-202312.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	202401-202412.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	202501-202512.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	202601-202612.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	202701-202712.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	202801-202812.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	202901-202912.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	203001-203012.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	203101-203112.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	203201-203212.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	203301-203312.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	203401-203412.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	203501-203512.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	203601-203612.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	203701-203712.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	203801-203812.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	203901-203912.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	204001-204012.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	204101-204112.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	204201-204212.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	204301-204312.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	204401-204412.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	204501-204512.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	204601-204612.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	204701-204712.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	204801-204812.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	204901-204912.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	205001-205012.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	205101-205112.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	205201-205212.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	205301-205312.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	205401-205412.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	205501-205512.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	205601-205612.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	205701-205712.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	205801-205812.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	205901-205912.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	206001-206012.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	206101-206112.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	206201-206212.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	206301-206312.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	206401-206412.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	206501-206512.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	206601-206612.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	206701-206712.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	206801-206812.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	206901-206912.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	207001-207012.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	207101-207112.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	207201-207212.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	207301-207312.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	207401-207412.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	207501-207512.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	207601-207612.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	207701-207712.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	207801-207812.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	207901-207912.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	208001-208012.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	208101-208112.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	208201-208212.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	208301-208312.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	208401-208412.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	208501-208512.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	208601-208612.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	208701-208712.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	208801-208812.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	208901-208912.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	209001-209012.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	209101-209112.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	209201-209212.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	209301-209312.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	209401-209412.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	209501-209512.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	209601-209612.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	209701-209712.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	209801-209812.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	209901-209912.nc
rsds	Amon	EC-Earth3-Veg	ssp370	r1i1p1f1	gr	210001-210012.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	201501-201512.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	201601-201612.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	201701-201712.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	201801-201812.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	201901-201912.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	202001-202012.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	202101-202112.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	202201-202212.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	202301-202312.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	202401-202412.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	202501-202512.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	202601-202612.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	202701-202712.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	202801-202812.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	202901-202912.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	203001-203012.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	203101-203112.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	203201-203212.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	203301-203312.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	203401-203412.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	203501-203512.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	203601-203612.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	203701-203712.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	203801-203812.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	203901-203912.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	204001-204012.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	204101-204112.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	204201-204212.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	204301-204312.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	204401-204412.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	204501-204512.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	204601-204612.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	204701-204712.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	204801-204812.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	204901-204912.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	205001-205012.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	205101-205112.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	205201-205212.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	205301-205312.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	205401-205412.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	205501-205512.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	205601-205612.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	205701-205712.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	205801-205812.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	205901-205912.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	206001-206012.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	206101-206112.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	206201-206212.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	206301-206312.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	206401-206412.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	206501-206512.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	206601-206612.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	206701-206712.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	206801-206812.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	206901-206912.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	207001-207012.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	207101-207112.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	207201-207212.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	207301-207312.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	207401-207412.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	207501-207512.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	207601-207612.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	207701-207712.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	207801-207812.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	207901-207912.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	208001-208012.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	208101-208112.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	208201-208212.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	208301-208312.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	208401-208412.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	208501-208512.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	208601-208612.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	208701-208712.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	208801-208812.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	208901-208912.nc
rsds	Amon	EC-Earth3-Veg	ssp585	r1i1p1f1	gr	209001-209012.nc
