idrow,idcell,x,y,P1,P2,P3,P4,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19
1541,1541,-102.9999988,18.3333345,227.1538391,124.5384598,67.53845978,1363.307739,127.384613,183.3076935,236.6923065,217.2307739,241.3076935,206.7692261,1195.846191,280.5384521,2.692307711,105.2307663,775.0769043,10,486.6923218,38.92307663
1542,1542,-102.3333321,18.3333345,239.375,140.4375,70.3125,1317,134.0625,198.6875,247.8125,231.0625,253.625,220.125,979.4375,235.75,2.6875,106.25,635.3125,10.0625,341.125,33.75
1543,1543,-101.6666653,18.3333345,264,145.5625,69.8125,1327,159.625,207.3125,267.8125,260.4375,280.625,245.1875,855.5,215.375,1.9375,108.25,550.3125,8.3125,211.8125,34.0625
1544,1544,-100.9999985,18.3333345,266.8125,146.125,66.4375,1605,160.1875,218.75,264.375,271.625,290,247.75,1043.5,248.5625,1.625,112.8125,695.625,7.75,226.6875,24.125
1545,1545,-100.3333317,18.3333345,250.875,142.0625,64.3125,1810.9375,145.9375,219.25,246.4375,259.75,277.375,230.6875,1165.25,272,1.5,112.5625,767.5,10.6875,243.125,29.375
1546,1546,-99.66666494,18.3333345,231,144.0625,66.0625,1674.25,127.0625,216.0625,232,221.6875,254.125,210.5625,1096.1875,233.8125,3.3125,105.1875,675.5,17.75,154.125,28.9375
1547,1547,-98.99999817,18.3333345,244.3125,168.6875,67.25,1973.4375,119.5,248.5625,252.625,220.25,269.75,217.6875,840.25,185.3125,1.6875,105.5,516.875,12.3125,231.25,18.5
1548,1548,-98.33333139,18.3333345,230.5,170.9375,69.375,1994.875,104.125,245,242,206.9375,254,202.4375,787.875,178.375,2.9375,99.375,443.5625,13.4375,266.375,21.875
1549,1549,-97.66666461,18.3333345,181.5,162,69.625,1841.6875,61.5625,231.0625,196.0625,156.9375,202.625,155.25,550.5,132.375,3.5,93.375,286.375,15.125,222.1875,18.8125
1550,1550,-96.99999783,18.3333345,195.0625,132.875,65.5625,1873.0625,94.1875,200.6875,204.875,179.75,216.375,168.125,1870.75,383.8125,28.4375,86.5,1029.4375,99.25,456,136.25
1551,1551,-96.33333106,18.3333345,258.1875,102.3125,56.9375,2320,170,178.0625,273.8125,240.875,283.1875,224.5625,1960.375,415,28.875,92,1133.125,94.625,453.875,110.5
1552,1552,-95.66666428,18.3333345,260.6875,94.9375,56.6875,2208,179.25,166.25,273.6875,255.3125,284.75,229.3125,1614.25,317.875,24.625,78.3125,830.375,85.8125,339,153.0625
1553,1553,-94.9999975,18.3333345,237.8333282,93,56.41666794,2129.5,159.0833282,163.1666718,250.4166718,241.4166718,261.5,207.9166718,2105.583252,381.9166565,39.5,70.25,1007,135,444.25,259.5
1554,1554,-94.33333072,18.3333345,256.5,92,59,2069.25,181.25,154.5,268.5,252.25,278,226.25,2419.25,454,40,64.25,1148.25,158.25,553.25,389
1555,1555,-93.66666394,18.3333345,261.125,100.375,61.75,2088.75,181.375,161.125,271,268,281.875,230.25,2035.75,380.5,45.5,60.375,940.5,169.375,431.625,383.625
1556,1556,-92.99999717,18.3333345,265,106.3000031,65,1958.900024,183,162.5,271,274.7999878,283.8999939,236.3999939,1866.099976,321,41.20000076,56,823.7000122,157.8000031,404.5,357.6000061
1557,1557,-92.33333039,18.3333345,264.5625,98.125,62.875,1858.9375,186.25,155.125,273.125,261.9375,282.4375,237.5,1661.5,286.875,39.1875,55.5625,724.125,143.125,345.9375,268.3125
1558,1558,-91.66666361,18.3333345,265.4166565,104.75,62.33333206,1955.583374,181.8333282,166.5833282,277.1666565,262.0833435,285.25,237.3333282,1641.333374,280.8333435,34.75,62.58333206,750.833313,117.3333359,344.5,200.25
1559,1559,-90.99999683,18.3333345,262.375,120.1875,64.0625,2059.0625,168.375,186.125,275.5625,260.25,284.8125,232.6875,1466.8125,253.8125,26.3125,71.1875,719.625,87.3125,334.1875,131.9375
1560,1560,-90.33333006,18.3333345,258.375,120.6875,62.5,2141.125,160,191.4375,268.5625,257.125,281.5625,227.25,1256.6875,239.125,24.9375,67.1875,594.9375,84.0625,300.0625,121.3125
1561,1561,-89.66666328,18.3333345,249.75,113.75,61.4375,2172.9375,153.6875,183.875,260.5625,246.8125,272,218.25,1171.1875,207.5,27.25,58.8125,492.125,95.75,313.5,137.125
1562,1562,-88.9999965,18.3333345,251.4375,106.0625,63.25,1885.4375,165.25,166.3125,266.375,247.375,269.6875,224.5625,1281.875,208.1875,33.0625,57.875,527.6875,109.25,393.5625,167.625
1563,1563,-88.33332972,18.3333345,254.3000031,93.19999695,66.40000153,1562,181,139.1999969,266.3999939,248.8999939,269.7999878,232.3999939,1379.199951,223.6999969,28.60000038,57.29999924,558.7000122,105.9000015,492.7999878,216
1564,1564,-87.66666294,18.3333345,263.75,84,68.75,1414.25,198,121.5,270.75,257,277.75,243.5,1326,226,25.5,54.5,562.25,105.5,408.25,227.5
1578,1578,-78.33332806,18.3333345,259.25,70.5,70.75,905.75,208.25,99.25,267.25,246.25,268.5,245.75,1793,247.25,52.75,45.75,662.5,188.25,593.25,196.25
1579,1579,-77.66666128,18.3333345,238.0833282,70.83333588,69.33333588,950.666687,186.75,101.5833359,245.4166718,227.75,248.5833282,224.8333282,1823.333374,269.9166565,64.83333588,42.83333206,688.25,217.9166718,527.5,233.5833282
1580,1580,-76.9999945,18.3333345,232.4285736,74.2857132,67.2857132,1069.142822,177.2857208,109.2857132,237.7142792,219,244.5714264,217.7142792,1900,317.2857056,67.14286041,44,733,255.5714264,459.2857056,258
1581,1581,-76.33332772,18.3333345,235.5,71,67,1055,183,105,240,223,248.5,221,2599,453,84,46.5,1024.5,310.5,676.5,322.5
1584,1584,-74.33332739,18.3333345,241.3333282,90.33333588,69.5,1111.166626,172.6666718,129.1666718,246.1666718,228.1666718,254,225.1666718,1992.333374,311.5,72.83333588,44.66666794,718.666687,252.3333282,487.6666565,284.6666565
1585,1585,-73.66666061,18.3333345,250.3000031,98.69999695,69.80000305,1203.800049,173,140.3999939,261.1000061,233.8000031,263.7999878,233.3000031,1928.599976,309.3999939,71.40000153,45.90000153,722.7999878,241.5,537.7999878,243
1586,1586,-72.99999383,18.3333345,243.3333282,105,71.83333588,1164.166626,163.8333282,145.1666718,254.6666718,226.8333282,256.5,226.8333282,1484.333374,219.8333282,35.66666794,51,571.666687,120.3333359,504.1666565,120.3333359
1587,1587,-72.33332706,18.3333345,223.6999969,116.9000015,74.30000305,1198.800049,140.6999969,156.6000061,233,206.6999969,237.5,206.6999969,1542.400024,249.5,28.20000076,57.09999847,617.7999878,109.5,504.8999939,109.5
1588,1588,-71.66666028,18.3333345,218.6000061,123.2666702,76.06666565,1164.06665,132.6666718,161.0666656,229.1333313,201.8000031,231.6666718,201.5333405,1288.400024,210.6000061,27,58.33333206,532.4000244,99.40000153,418.7999878,99.59999847
1589,1589,-70.9999935,18.3333345,237.6999969,115.6999969,74.30000305,1136.800049,154.6000061,154.1999969,247.3999939,222.5,250.3000031,220.6999969,956.2999878,154.8999939,19,60.79999924,399.6000061,69.59999847,328.6000061,73.19999695
1590,1590,-70.33332672,18.3333345,236.9090881,112.6363602,76.8181839,1094.181763,160.3636322,145.4545441,246,222.3636322,249,220.6363678,1388,197.2727203,44.72727203,49.09090805,514.3636475,145.6363678,469.8181763,153.5454559
1591,1591,-69.66665994,18.3333345,258.5,103,74.5,1166.666626,185.5,137.5,270.3333435,243,271.3333435,241.8333282,1401.833374,191.1666718,45,46,534.333313,150.8333282,521.666687,162.6666718
1592,1592,-68.99999317,18.3333345,261.444458,99.55555725,72.22222137,1254.777832,190.3333282,136.777771,272,244.6666718,275.3333435,243.8888855,1259.555542,171.1111145,47.44444275,40.55555725,446.444458,150.1111145,397,172.6666718
1593,1593,-68.33332639,18.3333345,263.3333435,82.66666412,71,1205.666626,204.6666718,115.3333359,269.6666565,247.3333282,277,246.6666718,1220,152,57.66666794,29,393.6666565,189.6666718,327.3333435,223.6666718
1595,1595,-66.99999283,18.3333345,240.3333282,108.7777786,75.66666412,1181.333374,164.5555573,142.8888855,248,224.4444427,253.1111145,223.6666718,1950.888916,255.222229,70.44444275,37.44444275,709.222229,240.4444427,577.222229,244.5555573
1596,1596,-66.33332606,18.3333345,242.5454559,98.63636017,73.09091187,1262.090942,171.2727203,134,253.1818237,226.6363678,256.3636475,224.8181763,1737.45459,214,69.09091187,32.72727203,597.6363525,245.2727203,512,250.1818237
1597,1597,-65.66665928,18.3333345,250.1999969,87.59999847,71,1213.599976,185,122.1999969,259.7999878,234.6000061,263.3999939,233,1954.800049,234.6000061,73.59999847,34.59999847,675,262.3999939,608.7999878,265.2000122
1601,1601,-62.99999217,18.3333345,272,59,66,1112,226,89,279,261,284,257,992,122,44,32,353,154,295,163
1632,1632,-102.3333321,17.6666679,272,120,75,1200,181,160,284,258,285,256,988,243,2,103,618,21,539,34
1633,1633,-101.6666653,17.6666679,265.777771,129.777771,77,850.444458,177.777771,167.8888855,271,259.6666565,275.8888855,253.8888855,1136,310.1111145,1.444444418,110.8888855,722.666687,8.111110687,427.444458,30.44444466
1634,1634,-100.9999985,17.6666679,231.625,125.9375,73.75,923.375,149.8125,170.3125,231.1875,233.25,244.25,220,1354.75,321.625,3.375,107.5625,864.9375,13.5,308.0625,38.5
1635,1635,-100.3333317,17.6666679,220.75,124.8125,68.4375,1265.6875,135.375,181.3125,217.9375,226.8125,238.625,205.875,1348.1875,306.375,4.5625,106.5,847.375,19.5,287.625,44.8125
1636,1636,-99.66666494,17.6666679,225.6875,134.5,68.625,1365.4375,129.1875,195.0625,225.5625,220.5625,244.3125,208.25,1071.125,234.75,3.625,102.625,658.625,20.5,215.25,34.875
1637,1637,-98.99999817,17.6666679,220.3125,151.8125,67.8125,1595.625,107.6875,222.875,225.3125,202.6875,241.125,198.9375,1016.25,214.3125,3,102.3125,614.1875,17.6875,293.5625,23.5625
1638,1638,-98.33333139,17.6666679,206.3125,165.25,69.3125,1742,83.5625,236.875,214,182.875,227.6875,181.9375,908.4375,194.375,3.1875,100.5,531.125,16.875,291.3125,19.1875
1639,1639,-97.66666461,17.6666679,165.4375,170.5,70.75,1634.5625,40.25,239.375,175.75,142.8125,184.6875,142.1875,754,168.0625,5.125,92,401.5625,22.125,280.1875,26.8125
1640,1640,-96.99999783,17.6666679,169.6875,146.6875,67.875,1628.0625,61.3125,214.5,176.75,156.75,189.625,146.75,1053.6875,213.375,11.5625,87.9375,571.375,42.25,274.6875,75.0625
1641,1641,-96.33333106,17.6666679,212.4375,112.25,62.125,1941.75,123.4375,179.0625,222.875,208.4375,235.1875,185.125,2839.1875,553.75,52.625,78.5625,1475.9375,173.6875,610.6875,240.9375
1642,1642,-95.66666428,17.6666679,252.125,109.3125,58.75,2274.75,163.625,184.75,266.6875,248.625,278.5,220.1875,2115.3125,455.0625,36.375,84.25,1170.6875,117.625,458.8125,157.6875
1643,1643,-94.9999975,17.6666679,254.0625,103.75,56.625,2265.75,168.0625,181.5625,267.5,249.5,279.8125,222.1875,1996.375,387.1875,31.6875,79.6875,1076.75,117.9375,372.5625,192.625
1644,1644,-94.33333072,17.6666679,257.25,98.8125,58.3125,2138.3125,176.3125,167.8125,267.9375,258.375,279.8125,226.5625,2703.3125,437.0625,52.875,59,1195.9375,200.5,517.5,435.0625
1645,1645,-93.66666394,17.6666679,257,105.1875,60.9375,2144.25,173.6875,171.5,267.375,262.4375,279.125,226.0625,2704.625,433.4375,62.9375,55.8125,1198.6875,235.9375,518.625,470.5625
1646,1646,-92.99999717,17.6666679,259.9375,111.9375,64.375,2008.625,175.25,172.5625,270.25,270.875,280,231,2921.5,446.9375,90.3125,48.8125,1217.625,311.375,605.9375,552
1647,1647,-92.33333039,17.6666679,264.9375,106.8125,63,1921.875,181.5625,168.4375,273.5625,262.8125,284.6875,237.5625,2543.75,417.75,77.4375,50.6875,1087.0625,272.625,564.625,428.5
1648,1648,-91.66666361,17.6666679,266,108.875,61.9375,2004.25,179.5625,174.1875,274.9375,263.5625,287.0625,237.5,2081.8125,359.375,54.9375,55.5625,901.5,188.375,452.9375,311.375
1649,1649,-90.99999683,17.6666679,263.375,110.875,63.0625,1982.375,176.75,174.25,272.875,261.3125,285,234.1875,1657.8125,291.875,38.1875,59.8125,724.75,139.4375,384,209.875
1650,1650,-90.33333006,17.6666679,257.4375,101,60.375,1914.8125,172.25,165.75,265,256.125,278.4375,228.875,1419.875,257.25,32.125,59.4375,618.6875,109.875,359.5625,164.6875
1651,1651,-89.66666328,17.6666679,252.375,95.4375,58.6875,1970.375,167.625,161.375,265.1875,249.5625,272.5625,223.4375,1263.625,203.5,30.1875,53,489.25,108.5625,351.875,163.0625
1652,1652,-88.9999965,17.6666679,252.5,94.1875,62.875,1714.9375,174.125,148.625,265.4375,248.25,269.3125,228.1875,1501.5,237.8125,38.75,53.875,592.75,131.8125,417.5,253.125
1653,1653,-88.33332972,17.6666679,253,85.1111145,64.22222137,1552.333374,182.8888855,131.777771,262.777771,248.1111145,268.444458,231.3333282,1854.333374,281.3333435,43.33333206,52,714.111084,154.6666718,590.666687,342.555542
1654,1654,-87.66666294,17.6666679,257,74,63,1534,193,116,260,251,272,235,1608,243,34,46,609,148,440,336
1669,1669,-77.66666128,17.6666679,230.3333282,73.33333588,69.66666412,932.666687,177.3333282,104,239.6666718,217.6666718,241,217.3333282,1769.666626,310.6666565,49.33333206,52.33333206,733,177,546.333313,183
1670,1670,-76.9999945,17.6666679,261.7999878,74.19999695,68.80000305,1002.799988,206.6000061,107,269.6000061,248,273.3999939,248,1068,226,28.60000038,62.40000153,488,100.4000015,315.7999878,100.4000015
1671,1671,-76.33332772,17.6666679,245,69,67,1040,193.5,102.5,249.5,232,257,230,2132.5,396,62,52.5,896.5,229,604.5,232.5
1678,1678,-71.66666028,17.6666679,252.75,103.5,74.25,1113.75,180,138.25,264,239.25,266.75,237.25,1019.5,164.75,28.25,56.75,434.5,95.25,363.75,97
1679,1679,-70.9999935,17.6666679,247,102,77,956,177,132,257,235,259,233,1293,191,37,57,537,117,445,119
1685,1685,-66.99999283,17.6666679,260.5,108.5,76,1154.5,184,141.5,270.5,244.5,272.5,244.5,938.5,144.5,27,51,398.5,95.5,248.5,95.5
1686,1686,-66.33332606,17.6666679,266.5,101.5,75.5,1067,194,133.5,277.5,251.5,278,251.5,1073.5,171.5,25,55.5,460,89,388,89
1724,1724,-100.9999985,17.0000013,272.3333435,117.3333359,80.33333588,617,198.3333282,144.6666718,274.3333435,269.3333435,279.6666565,263.6666565,1108.333374,316.3333435,2,113.3333359,721,9,359.6666565,22
1725,1725,-100.3333317,17.0000013,265.6666565,119.4444427,76.55555725,825.333313,187,155.3333282,267.555542,264.1111145,276.1111145,254.8888855,1332.666626,344.777771,2.777777672,110.6666641,853.888916,14.66666698,352.6666565,30.55555534
1726,1726,-99.66666494,17.0000013,261.6000061,132.7333374,76.19999695,881.8666382,174,173.2666626,262.5333252,261.3999939,273.2666626,250.2666626,1394.400024,343.3999939,2.200000048,112.4000015,902.5333252,12,339.8666687,25.73333359
1727,1727,-98.99999817,17.0000013,242.5,144,75.25,928.3125,145.75,190.5625,242.4375,239.1875,255,230.4375,1661.375,394.4375,3.625,109.6875,1051.1875,19,394.875,35.4375
1728,1728,-98.33333139,17.0000013,218.9375,156.8125,73.1875,1190.1875,107.875,213.1875,222.0625,210.4375,233.9375,202.5,1688.125,390.875,5.6875,105.9375,1063.3125,28.0625,408.4375,47
1729,1729,-97.66666461,17.0000013,181.6875,168.125,72.8125,1366.25,61.125,229.6875,188.875,163.875,198.25,162.25,1234.1875,265.6875,9,95.3125,714.4375,36.75,386.6875,43.6875
1730,1730,-96.99999783,17.0000013,176.0625,156.9375,71.0625,1400.3125,63.875,219.4375,182.9375,159.9375,193.1875,156.25,874.3125,192.75,4.875,92.5,495.1875,23.875,295.3125,32.375
1731,1731,-96.33333106,17.0000013,162.375,128.625,70,1316.8125,71.3125,182.875,167.875,150.8125,178.9375,144.375,1179.75,236.625,16.875,85.9375,630.125,59.5625,262.375,87.9375
1732,1732,-95.66666428,17.0000013,224.25,121.0625,65.625,1737.3125,132.6875,183.3125,233.5625,220.9375,244.75,199.9375,2007.0625,423.875,30.625,87.75,1143.1875,108.1875,424.8125,147.625
1733,1733,-94.9999975,17.0000013,244,104.875,61.5,1845.6875,161.9375,169.25,254.0625,243.375,265.5625,218.125,2197.1875,436.8125,37.6875,80.1875,1184.5,137.3125,411,224.625
1734,1734,-94.33333072,17.0000013,227.4375,107.25,64.375,1703.6875,144.4375,165.5625,237.4375,232.5,245.8125,203.3125,2427.375,393.375,50,65.375,1102.5,189.625,462.5625,347
1735,1735,-93.66666394,17.0000013,239.625,114.4375,65.75,1808.75,152.5625,173,250.125,236.9375,258.875,214.125,1790.9375,301,38.9375,66.9375,814.9375,142.5,374.0625,247.5
1736,1736,-92.99999717,17.0000013,214.8125,123.875,68.5625,1607.1875,122.625,179.25,224.1875,206.3125,231.75,191.3125,1755.6875,294.4375,40.125,68.5,793.5,142.875,444.6875,199.8125
1737,1737,-92.33333039,17.0000013,208.3125,123.0625,71.25,1430.5,121.375,171.8125,216.875,201.0625,222.25,187.3125,2136.0625,370.4375,55,60.8125,936.875,189.875,543.3125,250.5
1738,1738,-91.66666361,17.0000013,236.3125,118.4375,68.1875,1668.875,150.0625,172.8125,246.1875,233.5,253.125,211.75,2372.6875,409.4375,57.8125,60.3125,1046.0625,202.75,549.3125,280.375
1739,1739,-90.99999683,17.0000013,256.5625,106.6875,64,1790.6875,175,165,264.3125,255.125,276.4375,230.125,2065.0625,378.125,42.6875,61.5625,912.25,166.3125,481.625,251.0625
1740,1740,-90.33333006,17.0000013,256.875,90.875,61.6875,1775.9375,183.25,146,263.3125,254.25,276.625,230.875,1714.8125,288,37.375,56.6875,718.625,136.8125,438.8125,218.875
1741,1741,-89.66666328,17.0000013,250,83,58.9375,1855.9375,176.9375,139.8125,263.125,245.1875,269.5,223.75,1449.5625,214.625,37.375,49.75,543.75,137.1875,420.5625,197.625
1742,1742,-88.9999965,17.0000013,242.875,84.5625,61.25,1669.75,169.6875,137,249.8125,237.9375,260,219.5625,1785.375,248.5625,47.375,46.625,662.9375,169.3125,417.4375,328.25
1743,1743,-88.33332972,17.0000013,249.125,78.125,63.125,1521.125,182.625,123,259.75,244.375,264.125,227.625,2379.25,348,60.25,50.25,934.5,208.875,659.25,395.625
1782,1782,-62.33332539,17.0000013,264,69,67,1110,212,102,274,253,275,248,1519,173,75,28,515,248,424,280
1783,1783,-61.66665861,17.0000013,266,60,65,1108,216,91,276,255,277,250,1077,143,40,34,384,143,292,159
1817,1817,-98.99999817,16.3333347,288,141.6666718,79,679.333313,197.6666718,178.3333282,288.6666565,285.6666565,296,279,1204.333374,300,2.333333254,110.3333359,755.333313,10.66666698,292,19.33333397
1818,1818,-98.33333139,16.3333347,275.2727356,148.4545441,77.63636017,848,177.6363678,190,278.1818237,273.4545593,285,263.5454407,1513.818237,358.5454407,1.090909123,111.272728,938.0908813,7.636363506,378.2727356,18.27272797
1819,1819,-97.66666461,16.3333347,242.8125,157.125,74.125,1285.1875,131.9375,210.875,248.9375,230.125,257.5625,224.75,1633.5625,386.625,4.1875,106.0625,987.75,17.4375,443,31.8125
1820,1820,-96.99999783,16.3333347,197.6875,152.4375,71.6875,1297.5625,86.8125,211.5,203.8125,180.125,212.4375,178.625,1098.25,241.375,3.8125,98,630.5,16.5625,346.0625,26.125
1821,1821,-96.33333106,16.3333347,185.4375,132.3125,71.9375,1188.5,91,184.1875,191.8125,170.0625,199.875,169.0625,914.8125,202.9375,4.1875,97.0625,520.0625,18.3125,232.625,21.625
1822,1822,-95.66666428,16.3333347,233.9375,124.3125,70.4375,1344.875,141.9375,175.6875,241.3125,217.375,249.3125,214.9375,850.5,192.3125,3.25,105.25,511.5625,13.9375,252.5,17.125
1823,1823,-94.9999975,16.3333347,267.9166565,101.8333359,64.75,1540.583374,189.8333282,156.0833282,277.1666565,255.4166718,284.9166565,246,924.083313,239.4166718,3,110.5,556.333313,11.08333302,271,13.16666698
1824,1824,-94.33333072,16.3333347,252.9285736,116.6428604,69.57142639,1229.714233,166.3571472,166.7142792,259,238.7142792,266.5714417,236,1350.571411,309.8571472,4.857142925,101.0714264,773.1428833,19.0714283,353.5714417,26.9285717
1825,1825,-93.66666394,16.3333347,237.9375,127.4375,69.375,1413.0625,142.6875,182.5,246.625,219,253.5625,218.1875,1189.75,255.3125,4,101.875,699.625,15.0625,290.625,27.4375
1826,1826,-92.99999717,16.3333347,235.375,142.875,68.9375,1515.25,129.25,206.1875,243.4375,214.8125,253.1875,213.875,1296.3125,271,3,101.125,760.125,12.125,390.5,22.75
1827,1827,-92.33333039,16.3333347,188.125,137.3125,72.8125,1208,92.3125,187.5625,195.625,173.5,201.1875,170.5,1214.4375,237.6875,15.25,81.0625,584.125,51.9375,407.3125,60.8125
1828,1828,-91.66666361,16.3333347,215.0625,128.3125,72.4375,1279.0625,126.5625,176.25,222.875,213.9375,228.5,196.25,2359.5625,392.8125,43.8125,68.625,1109.5,157.75,560.4375,234.0625
1829,1829,-90.99999683,16.3333347,249.4375,110.6875,67.625,1534.9375,168.4375,162.5625,257.3125,248.8125,266.5625,226.75,2639.5,453.75,50.3125,66.1875,1207.75,179.875,593.125,291.4375
1830,1830,-90.33333006,16.3333347,251.625,92.125,62.0625,1705.3125,177.375,146.8125,257.875,249.5,270.6875,226.375,2084.625,309.125,49.375,52.4375,836.125,170.375,489.875,294.125
1831,1831,-89.66666328,16.3333347,241.375,79.5625,61.4375,1640.625,174.6875,128.3125,252.875,237.5625,258.8125,218,2012.0625,285.5,54.75,48,765.125,180.9375,522.1875,301.25
1832,1832,-88.9999965,16.3333347,239.7333374,74.46666718,62.79999924,1457.800049,177.7333374,117.6666641,250.9333344,236.6666718,254.3999939,218.8666687,2613.666748,454.0666809,64.26667023,57.66666794,1169.599976,213.3333282,716.5333252,386.8666687
1833,1833,-88.33332972,16.3333347,260,71.75,62.25,1504.5,198.5,114.25,271.5,255.5,274.25,238,2464.5,357.75,58.75,52.75,1000,199.75,726.75,388.5
1835,1835,-86.99999617,16.3333347,263,85,69,1338,199,122,253,267,275,243,2550,431,72,58,1224,269,312,853
1873,1873,-61.66665861,16.3333347,242,77.25,70.25,1143.75,182.25,109.25,252,226.25,253.25,225,2145,265.25,84.75,33.25,744.75,305.75,665,306.25
1909,1909,-97.66666461,15.6666681,280.6666565,146,78.66666412,1041.666626,183,185,287.6666565,270.6666565,291.6666565,266,1306,316,0,111.3333359,762,13,420.3333435,14
1910,1910,-96.99999783,15.6666681,255.1666718,146.1666718,79,932.666687,157.3333282,184,261.6666565,243.5,264.1666565,241.6666718,1112.666626,249.8333282,2.5,103,664.833313,14.16666698,387.3333435,24.83333397
1911,1911,-96.33333106,15.6666681,250.75,138.625,79.875,866.75,158.25,173.25,258.125,241.375,260,239.375,1130.375,247.125,3.25,101.25,645.625,17.875,469.125,40.75
1912,1912,-95.66666428,15.6666681,269,130,78,1013,180.5,165.5,278,258,278.5,255,511.5,128,0.5,112,323.5,5.5,175.5,5.5
1915,1915,-93.66666394,15.6666681,255.3999939,131.3999939,73,1067.800049,163.3999939,178.8000031,257.3999939,242,268.7999878,241.1999969,1810.800049,401.3999939,4,99.19999695,1021,15.39999962,359.3999939,31.20000076
1916,1916,-92.99999717,15.6666681,231.7333374,140,73.33333588,1130.533325,132.6666718,189.6666718,235.1333313,218.2666626,245.1999969,216,2167.133301,433.6666565,6.733333111,93.8666687,1198,27.73333359,514.333313,50.40000153
1917,1917,-92.33333039,15.6666681,208.375,138.375,71.75,1214.375,109,191.75,214.375,195,221.9375,190.75,1445.25,296.875,7.3125,89.9375,750.1875,29.4375,443.9375,48.8125
