 BLOCK-NO 25 DAILY RF OF  1966
  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.7  5.4  1.1  0.8  0.0  0.0  0.0
  0.0  0.4  0.0  0.0  0.0 16.0 86.7  5.7  9.6 33.2  0.5  1.8  0.0  0.0  0.0  0.0
  0.0  0.0  0.0  0.2  5.7  2.0  0.0  0.0  0.0  0.0  0.0  0.2 14.7 20.3  0.0 11.7
 34.2 48.7 19.4  3.1  2.3  1.6  0.0  3.4  1.9  2.0  0.5  1.2  0.0  0.2  0.0  1.6
  0.1  0.0  0.0  0.2  0.1  0.0  0.0  0.0  0.1  0.0  2.5  1.7  0.0  0.3  0.0  0.0
  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.1  0.0  0.0  0.0  0.0  0.0  0.1  0.0  0.0
  0.0 13.8 42.3  2.2  0.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0
  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 BLOCK-NO 25 DAILY RF OF  1967
  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
  0.2  2.6 52.5 51.8 33.9 18.3  7.1  1.0  1.5 20.4  0.1  1.1  2.9  6.8 10.8 50.8
155.8119.0 13.7  2.5  1.2  0.6  0.0  0.0  0.1  0.0  0.0  0.0  0.0  0.5  0.0  2.5
 41.2 39.5  2.7  0.0  0.3 11.4 27.9 51.9  5.2  5.1 26.4 49.3 52.2 60.3  0.3  0.0
  0.7  0.0  7.7  2.0  4.4  1.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.3  0.3  0.0
  0.2  0.0  0.0 12.2  0.2  0.0  0.0  1.7  0.2  0.9  0.6  0.0  0.0  0.0  0.0  0.0
  0.1  0.0  0.0  0.0  0.0  0.0  1.5  2.6  0.1  0.5  0.0  1.2  0.0  0.0  0.0  0.0
  0.0  0.0  0.0  0.0  1.4  1.1  5.4  0.5  0.4  0.0
 BLOCK-NO 25 DAILY RF OF  1968
  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
  0.2  1.5  3.1  2.9  0.1  0.0  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  4.5  0.0
  0.2 64.8 33.0  0.0  0.3  6.6  1.8  0.2  0.3  0.1  0.0  0.0  0.0  0.0  0.2  0.0
  0.0  0.0  0.0  0.1  1.2  0.8  0.0  0.7  0.0  0.0  0.4  4.9  9.6  1.8  1.9  0.2
  0.0  0.0 21.1 45.8 72.8 10.0  0.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.2
  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.3
  2.5  5.9  1.4  0.0  0.0  0.0  0.0  6.1  0.0  0.0  0.0  3.8  0.0  0.0  0.0  0.0
  0.0  7.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 BLOCK-NO 25 DAILY RF OF  1969
  0.0  0.0  0.0  0.0  0.0 28.2 25.6  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.2
  0.5  1.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
  0.0  0.0  1.0  0.0  0.0  0.0  0.8  0.0  0.5  0.0  0.0  0.0  5.0 92.6 42.3  1.5
