model	ens	var	time	date	levels	nlevels	ndate	nyear	nmon	ndateNC	nyearNC	nmonNC	splitYear	extractDatesNC	checkNdates	checkNYears	checkNmon	file
bcc-csm1-1	r1i1p1	hur	day	20060101-21001230	1,2	8	34674	94	1139	34674	95	1140	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1_rcp60_r1i1p1_20060101-21001230.nc
bcc-csm1-1	r1i1p1	pr	day	20060101-21001230	1	1	34674	94	1139	34674	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_bcc-csm1-1_rcp60_r1i1p1_20060101-21001230.nc
bcc-csm1-1	r1i1p1	rsds	day	20060101-21001230	1	1	34674	94	1139	34674	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_bcc-csm1-1_rcp60_r1i1p1_20060101-21001230.nc
bcc-csm1-1	r1i1p1	sfcWind	day	20060101-21001230	1	1	34674	94	1139	34674	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_bcc-csm1-1_rcp60_r1i1p1_20060101-21001230.nc
bcc-csm1-1	r1i1p1	tas	day	20060101-21001230	1	1	34674	94	1139	34674	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_bcc-csm1-1_rcp60_r1i1p1_20060101-21001230.nc
bcc-csm1-1	r1i1p1	tasmax	day	20060101-21001230	1	1	34674	94	1139	34674	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_bcc-csm1-1_rcp60_r1i1p1_20060101-21001230.nc
bcc-csm1-1	r1i1p1	tasmin	day	20060101-21001230	1	1	34674	94	1139	34674	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_bcc-csm1-1_rcp60_r1i1p1_20060101-21001230.nc
bcc-csm1-1-m	r1i1p1	hur	day	20060101-21001230	1,2	8	34674	94	1139	34674	95	1140	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20060101-21001230.nc
bcc-csm1-1-m	r1i1p1	hur	day	20060101-20081231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20060101-20081231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20090101-20111231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20090101-20111231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20120101-20141231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20120101-20141231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20150101-20171231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20150101-20171231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20180101-20201231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20180101-20201231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20210101-20231231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20210101-20231231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20240101-20261231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20240101-20261231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20270101-20291231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20270101-20291231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20300101-20321231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20300101-20321231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20330101-20351231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20330101-20351231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20360101-20381231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20360101-20381231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20390101-20411231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20390101-20411231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20420101-20441231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20420101-20441231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20450101-20471231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20450101-20471231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20480101-20501231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20480101-20501231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20510101-20531231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20510101-20531231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20540101-20561231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20540101-20561231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20570101-20591231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20570101-20591231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20600101-20621231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20600101-20621231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20630101-20651231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20630101-20651231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20660101-20681231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20660101-20681231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20690101-20711231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20690101-20711231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20720101-20741231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20720101-20741231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20750101-20771231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20750101-20771231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20780101-20801231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20780101-20801231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20810101-20831231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20810101-20831231.nc
bcc-csm1-1-m	r1i1p1	hur	day	20840101-20861231	1,2	8	1095	3	36	1095	3	36	splitYear	extractDatesNC	OK	OK	OK	hur_day_bcc-csm1-1-m_rcp60_r1i1p1_20840101-20861231.nc
