model	ens	var	time	date	levels	nlevels	ndate	nyear	nmon	ndateNC	nyearNC	nmonNC	splitYear	extractDatesNC	checkNdates	checkNYears	checkNmon	file
BNU-ESM	r1i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_BNU-ESM_rcp45_r1i1p1_20060101-21001231.nc
BNU-ESM	r1i1p1	rsds	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_BNU-ESM_rcp45_r1i1p1_20060101-21001231.nc
BNU-ESM	r1i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_BNU-ESM_rcp45_r1i1p1_20060101-21001231.nc
BNU-ESM	r1i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_BNU-ESM_rcp45_r1i1p1_20060101-21001231.nc
BNU-ESM	r1i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_BNU-ESM_rcp45_r1i1p1_20060101-21001231.nc
BNU-ESM	r1i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_BNU-ESM_rcp45_r1i1p1_20060101-21001231.nc
CanCM4	r10i1p1	pr	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanCM4_rcp45_r10i1p1_20060101-20351231.nc
CanCM4	r10i1p1	tasmax	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanCM4_rcp45_r10i1p1_20060101-20351231.nc
CanCM4	r10i1p1	tasmin	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanCM4_rcp45_r10i1p1_20060101-20351231.nc
CanCM4	r1i1p1	pr	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanCM4_rcp45_r1i1p1_20060101-20351231.nc
CanCM4	r1i1p1	tasmax	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanCM4_rcp45_r1i1p1_20060101-20351231.nc
CanCM4	r1i1p1	tasmin	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanCM4_rcp45_r1i1p1_20060101-20351231.nc
CanCM4	r2i1p1	pr	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanCM4_rcp45_r2i1p1_20060101-20351231.nc
CanCM4	r2i1p1	tasmax	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanCM4_rcp45_r2i1p1_20060101-20351231.nc
CanCM4	r2i1p1	tasmin	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanCM4_rcp45_r2i1p1_20060101-20351231.nc
CanCM4	r3i1p1	pr	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanCM4_rcp45_r3i1p1_20060101-20351231.nc
CanCM4	r3i1p1	tasmax	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanCM4_rcp45_r3i1p1_20060101-20351231.nc
CanCM4	r3i1p1	tasmin	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanCM4_rcp45_r3i1p1_20060101-20351231.nc
CanCM4	r4i1p1	pr	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanCM4_rcp45_r4i1p1_20060101-20351231.nc
CanCM4	r4i1p1	tasmax	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanCM4_rcp45_r4i1p1_20060101-20351231.nc
CanCM4	r4i1p1	tasmin	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanCM4_rcp45_r4i1p1_20060101-20351231.nc
CanCM4	r5i1p1	pr	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanCM4_rcp45_r5i1p1_20060101-20351231.nc
CanCM4	r5i1p1	tasmax	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanCM4_rcp45_r5i1p1_20060101-20351231.nc
CanCM4	r5i1p1	tasmin	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanCM4_rcp45_r5i1p1_20060101-20351231.nc
CanCM4	r6i1p1	pr	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanCM4_rcp45_r6i1p1_20060101-20351231.nc
CanCM4	r6i1p1	tasmax	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanCM4_rcp45_r6i1p1_20060101-20351231.nc
CanCM4	r6i1p1	tasmin	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanCM4_rcp45_r6i1p1_20060101-20351231.nc
CanCM4	r7i1p1	pr	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanCM4_rcp45_r7i1p1_20060101-20351231.nc
CanCM4	r7i1p1	tasmax	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanCM4_rcp45_r7i1p1_20060101-20351231.nc
CanCM4	r7i1p1	tasmin	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanCM4_rcp45_r7i1p1_20060101-20351231.nc
CanCM4	r8i1p1	pr	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanCM4_rcp45_r8i1p1_20060101-20351231.nc
CanCM4	r8i1p1	tasmax	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanCM4_rcp45_r8i1p1_20060101-20351231.nc
CanCM4	r8i1p1	tasmin	day	20060101-20351231	1	1	10950	30	360	10914	31	359	splitYear	extractDatesNC	error	OK	error	tasmin_day_CanCM4_rcp45_r8i1p1_20060101-20351231.nc
CanCM4	r9i1p1	pr	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanCM4_rcp45_r9i1p1_20060101-20351231.nc
CanCM4	r9i1p1	tasmax	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanCM4_rcp45_r9i1p1_20060101-20351231.nc
CanCM4	r9i1p1	tasmin	day	20060101-20351231	1	1	10950	30	360	10950	30	360	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanCM4_rcp45_r9i1p1_20060101-20351231.nc
CanESM2	r1i1p1	hur	day	20060101-21001231	1,2	8	34675	95	1140	31059	95	1028	splitYear	extractDatesNC	error	OK	error	hur_day_CanESM2_rcp45_r1i1p1_20060101-21001231.nc
CanESM2	r1i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanESM2_rcp45_r1i1p1_20060101-21001231.nc
CanESM2	r1i1p1	rsds	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_CanESM2_rcp45_r1i1p1_20060101-21001231.nc
CanESM2	r1i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_CanESM2_rcp45_r1i1p1_20060101-21001231.nc
CanESM2	r1i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_CanESM2_rcp45_r1i1p1_20060101-21001231.nc
CanESM2	r1i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanESM2_rcp45_r1i1p1_20060101-21001231.nc
CanESM2	r1i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanESM2_rcp45_r1i1p1_20060101-21001231.nc
CanESM2	r2i1p1	hur	day	20060101-21001231	1,2	8	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	hur_day_CanESM2_rcp45_r2i1p1_20060101-21001231.nc
CanESM2	r2i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanESM2_rcp45_r2i1p1_20060101-21001231.nc
CanESM2	r2i1p1	rsds	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_CanESM2_rcp45_r2i1p1_20060101-21001231.nc
CanESM2	r2i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_CanESM2_rcp45_r2i1p1_20060101-21001231.nc
CanESM2	r2i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_CanESM2_rcp45_r2i1p1_20060101-21001231.nc
CanESM2	r2i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34675	97	1142	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanESM2_rcp45_r2i1p1_20060101-21001231.nc
CanESM2	r2i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanESM2_rcp45_r2i1p1_20060101-21001231.nc
CanESM2	r3i1p1	hur	day	20060101-21001231	1,2	8	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	hur_day_CanESM2_rcp45_r3i1p1_20060101-21001231.nc
CanESM2	r3i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanESM2_rcp45_r3i1p1_20060101-21001231.nc
CanESM2	r3i1p1	rsds	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_CanESM2_rcp45_r3i1p1_20060101-21001231.nc
CanESM2	r3i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_CanESM2_rcp45_r3i1p1_20060101-21001231.nc
CanESM2	r3i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_CanESM2_rcp45_r3i1p1_20060101-21001231.nc
CanESM2	r3i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanESM2_rcp45_r3i1p1_20060101-21001231.nc
CanESM2	r3i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanESM2_rcp45_r3i1p1_20060101-21001231.nc
CanESM2	r4i1p1	hur	day	20060101-21001231	1,2	8	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	hur_day_CanESM2_rcp45_r4i1p1_20060101-21001231.nc
CanESM2	r4i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanESM2_rcp45_r4i1p1_20060101-21001231.nc
CanESM2	r4i1p1	rsds	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_CanESM2_rcp45_r4i1p1_20060101-21001231.nc
CanESM2	r4i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_CanESM2_rcp45_r4i1p1_20060101-21001231.nc
CanESM2	r4i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_CanESM2_rcp45_r4i1p1_20060101-21001231.nc
CanESM2	r4i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanESM2_rcp45_r4i1p1_20060101-21001231.nc
CanESM2	r4i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanESM2_rcp45_r4i1p1_20060101-21001231.nc
CanESM2	r5i1p1	hur	day	20060101-21001231	1,2	8	34675	95	1140	34675	97	1142	splitYear	extractDatesNC	OK	OK	OK	hur_day_CanESM2_rcp45_r5i1p1_20060101-21001231.nc
CanESM2	r5i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_CanESM2_rcp45_r5i1p1_20060101-21001231.nc
CanESM2	r5i1p1	rsds	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_CanESM2_rcp45_r5i1p1_20060101-21001231.nc
CanESM2	r5i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34675	97	1142	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_CanESM2_rcp45_r5i1p1_20060101-21001231.nc
CanESM2	r5i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_CanESM2_rcp45_r5i1p1_20060101-21001231.nc
CanESM2	r5i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CanESM2_rcp45_r5i1p1_20060101-21001231.nc
CanESM2	r5i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CanESM2_rcp45_r5i1p1_20060101-21001231.nc
CESM1-CAM5	r1i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_CESM1-CAM5_rcp45_r1i1p1_20060101-21001231.nc
CESM1-CAM5	r1i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_CESM1-CAM5_rcp45_r1i1p1_20060101-21001231.nc
CESM1-CAM5	r1i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CESM1-CAM5_rcp45_r1i1p1_20060101-21001231.nc
CESM1-CAM5	r1i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CESM1-CAM5_rcp45_r1i1p1_20060101-21001231.nc
CNRM-CM5	r1i1p1	hur	day	20060101-21001231	1,2	8	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	hur_day_CNRM-CM5_rcp45_r1i1p1_20060101-21001231.nc
CNRM-CM5	r1i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_CNRM-CM5_rcp45_r1i1p1_20060101-21001231.nc
CNRM-CM5	r1i1p1	rsds	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_CNRM-CM5_rcp45_r1i1p1_20060101-21001231.nc
CNRM-CM5	r1i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_CNRM-CM5_rcp45_r1i1p1_20060101-21001231.nc
CNRM-CM5	r1i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_CNRM-CM5_rcp45_r1i1p1_20060101-21001231.nc
CNRM-CM5	r1i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CNRM-CM5_rcp45_r1i1p1_20060101-21001231.nc
CNRM-CM5	r1i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34697	97	1142	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CNRM-CM5_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-3	r1i1p1	hur	day	20060101-21001231	1,2	8	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	hur_day_ACCESS1-3_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-3	r1i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_ACCESS1-3_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-3	r1i1p1	rsds	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_ACCESS1-3_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-3	r1i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_ACCESS1-3_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-3	r1i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_ACCESS1-3_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-3	r1i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_ACCESS1-3_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-3	r1i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_ACCESS1-3_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-0	r1i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_ACCESS1-0_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-0	r1i1p1	rsds	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_ACCESS1-0_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-0	r1i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_ACCESS1-0_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-0	r1i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_ACCESS1-0_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-0	r1i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	29110	81	958	splitYear	extractDatesNC	error	error	error	tasmax_day_ACCESS1-0_rcp45_r1i1p1_20060101-21001231.nc
ACCESS1-0	r1i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34698	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_ACCESS1-0_rcp45_r1i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r10i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_CSIRO-Mk3-6-0_rcp45_r10i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r10i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_CSIRO-Mk3-6-0_rcp45_r10i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r10i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_CSIRO-Mk3-6-0_rcp45_r10i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r10i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CSIRO-Mk3-6-0_rcp45_r10i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r10i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CSIRO-Mk3-6-0_rcp45_r10i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r1i1p1	hur	day	20060101-21001231	1,2	8	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	hur_day_CSIRO-Mk3-6-0_rcp45_r1i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r1i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_CSIRO-Mk3-6-0_rcp45_r1i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r1i1p1	rsds	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	rsds_day_CSIRO-Mk3-6-0_rcp45_r1i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r1i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_CSIRO-Mk3-6-0_rcp45_r1i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r1i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_CSIRO-Mk3-6-0_rcp45_r1i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r1i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CSIRO-Mk3-6-0_rcp45_r1i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r1i1p1	tasmin	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CSIRO-Mk3-6-0_rcp45_r1i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r2i1p1	pr	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	pr_day_CSIRO-Mk3-6-0_rcp45_r2i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r2i1p1	sfcWind	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_CSIRO-Mk3-6-0_rcp45_r2i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r2i1p1	tas	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tas_day_CSIRO-Mk3-6-0_rcp45_r2i1p1_20060101-21001231.nc
CSIRO-Mk3-6-0	r2i1p1	tasmax	day	20060101-21001231	1	1	34675	95	1140	34675	95	1140	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CSIRO-Mk3-6-0_rcp45_r2i1p1_20060101-21001231.nc
