model	ens	var	time	date	levels	nlevels	ndate	nyear	nmon	ndateNC	nyearNC	nmonNC	splitYear	extractDatesNC	checkNdates	checkNYears	checkNmon	file
HadCM3	r5i1p1	pr	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	pr_day_HadCM3_historical_r5i1p1_19591201-20051230.nc
HadCM3	r5i1p1	tas	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tas_day_HadCM3_historical_r5i1p1_19591201-20051230.nc
HadCM3	r5i1p1	tasmax	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadCM3_historical_r5i1p1_19591201-20051230.nc
HadCM3	r5i1p1	tasmin	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadCM3_historical_r5i1p1_19591201-20051230.nc
HadCM3	r6i1p1	pr	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	pr_day_HadCM3_historical_r6i1p1_19591201-20051230.nc
HadCM3	r6i1p1	tas	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tas_day_HadCM3_historical_r6i1p1_19591201-20051230.nc
HadCM3	r6i1p1	tasmax	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadCM3_historical_r6i1p1_19591201-20051230.nc
HadCM3	r6i1p1	tasmin	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadCM3_historical_r6i1p1_19591201-20051230.nc
HadCM3	r7i1p1	pr	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	pr_day_HadCM3_historical_r7i1p1_19591201-20051230.nc
HadCM3	r7i1p1	tas	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tas_day_HadCM3_historical_r7i1p1_19591201-20051230.nc
HadCM3	r7i1p1	tasmax	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadCM3_historical_r7i1p1_19591201-20051230.nc
HadCM3	r7i1p1	tasmin	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadCM3_historical_r7i1p1_19591201-20051230.nc
HadCM3	r8i1p1	pr	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	pr_day_HadCM3_historical_r8i1p1_19591201-20051230.nc
HadCM3	r8i1p1	tas	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tas_day_HadCM3_historical_r8i1p1_19591201-20051230.nc
HadCM3	r8i1p1	tasmax	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadCM3_historical_r8i1p1_19591201-20051230.nc
HadCM3	r8i1p1	tasmin	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadCM3_historical_r8i1p1_19591201-20051230.nc
HadCM3	r9i1p1	pr	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	pr_day_HadCM3_historical_r9i1p1_19591201-20051230.nc
HadCM3	r9i1p1	tas	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tas_day_HadCM3_historical_r9i1p1_19591201-20051230.nc
HadCM3	r9i1p1	tasmax	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadCM3_historical_r9i1p1_19591201-20051230.nc
HadCM3	r9i1p1	tasmin	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadCM3_historical_r9i1p1_19591201-20051230.nc
HadGEM2-CC	r1i1p1	hur	day	19591201-20051130	1,2	8	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	hur_day_HadGEM2-CC_historical_r1i1p1_19591201-20051130.nc
HadGEM2-CC	r1i1p1	pr	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	pr_day_HadGEM2-CC_historical_r1i1p1_19591201-20051130.nc
HadGEM2-CC	r1i1p1	rsds	day	19641201-20051130	1	1	14964	41	492	14760	42	492	splitYear	extractDatesNC	error	OK	OK	rsds_day_HadGEM2-CC_historical_r1i1p1_19641201-20051130.nc
HadGEM2-CC	r1i1p1	tas	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	tas_day_HadGEM2-CC_historical_r1i1p1_19591201-20051130.nc
HadGEM2-CC	r1i1p1	tasmax	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadGEM2-CC_historical_r1i1p1_19591201-20051130.nc
HadGEM2-CC	r1i1p1	tasmin	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadGEM2-CC_historical_r1i1p1_19591201-20051130.nc
HadGEM2-ES	r1i1p1	pr	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	pr_day_HadGEM2-ES_historical_r1i1p1_19591201-20051130.nc
HadGEM2-ES	r1i1p1	rsds	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	rsds_day_HadGEM2-ES_historical_r1i1p1_19591201-20051130.nc
HadGEM2-ES	r1i1p1	tas	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	tas_day_HadGEM2-ES_historical_r1i1p1_19591201-20051130.nc
HadGEM2-ES	r1i1p1	tasmax	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadGEM2-ES_historical_r1i1p1_19591201-20051130.nc
HadGEM2-ES	r1i1p1	tasmin	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadGEM2-ES_historical_r1i1p1_19591201-20051130.nc
HadGEM2-ES	r2i1p1	pr	day	19600101-20051230	1	1	16789	45	551.000000000001	16560	46	552	splitYear	extractDatesNC	error	OK	OK	pr_day_HadGEM2-ES_historical_r2i1p1_19600101-20051230.nc
HadGEM2-ES	r2i1p1	tas	day	19600101-20051230	1	1	16789	45	551.000000000001	16560	46	552	splitYear	extractDatesNC	error	OK	OK	tas_day_HadGEM2-ES_historical_r2i1p1_19600101-20051230.nc
HadGEM2-ES	r2i1p1	tasmax	day	19600101-20051230	1	1	16789	45	551.000000000001	16560	46	552	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadGEM2-ES_historical_r2i1p1_19600101-20051230.nc
HadGEM2-ES	r2i1p1	tasmin	day	19600101-20051230	1	1	16789	45	551.000000000001	16560	46	552	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadGEM2-ES_historical_r2i1p1_19600101-20051230.nc
HadGEM2-ES	r3i1p1	pr	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	pr_day_HadGEM2-ES_historical_r3i1p1_19591201-20051230.nc
HadGEM2-ES	r3i1p1	tas	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tas_day_HadGEM2-ES_historical_r3i1p1_19591201-20051230.nc
HadGEM2-ES	r3i1p1	tasmax	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadGEM2-ES_historical_r3i1p1_19591201-20051230.nc
HadGEM2-ES	r3i1p1	tasmin	day	19591201-20051230	1	1	16820	46	552	16590	47	553	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadGEM2-ES_historical_r3i1p1_19591201-20051230.nc
HadGEM2-ES	r4i1p1	pr	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	pr_day_HadGEM2-ES_historical_r4i1p1_19591201-20051130.nc
HadGEM2-ES	r4i1p1	tas	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	tas_day_HadGEM2-ES_historical_r4i1p1_19591201-20051130.nc
HadGEM2-ES	r4i1p1	tasmax	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadGEM2-ES_historical_r4i1p1_19591201-20051130.nc
HadGEM2-ES	r4i1p1	tasmin	day	19591201-20051130	1	1	16790	46	552	16560	47	552	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadGEM2-ES_historical_r4i1p1_19591201-20051130.nc
MPI-ESM-LR	r1i1p1	hur	day	19600101-20051231	1,2	8	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	hur_day_MPI-ESM-LR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-LR	r1i1p1	pr	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	pr_day_MPI-ESM-LR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-LR	r1i1p1	rsds	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	rsds_day_MPI-ESM-LR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-LR	r1i1p1	sfcWind	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_MPI-ESM-LR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-LR	r1i1p1	tas	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tas_day_MPI-ESM-LR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-LR	r1i1p1	tasmax	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_MPI-ESM-LR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-LR	r1i1p1	tasmin	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_MPI-ESM-LR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-LR	r2i1p1	hur	day	19600101-20051231	1,2	8	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	hur_day_MPI-ESM-LR_historical_r2i1p1_19600101-20051231.nc
MPI-ESM-LR	r2i1p1	pr	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	pr_day_MPI-ESM-LR_historical_r2i1p1_19600101-20051231.nc
MPI-ESM-LR	r2i1p1	rsds	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	rsds_day_MPI-ESM-LR_historical_r2i1p1_19600101-20051231.nc
MPI-ESM-LR	r2i1p1	sfcWind	day	19600101-20051231	1	1	16790	46	552	16802	48	553	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_MPI-ESM-LR_historical_r2i1p1_19600101-20051231.nc
MPI-ESM-LR	r2i1p1	tas	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tas_day_MPI-ESM-LR_historical_r2i1p1_19600101-20051231.nc
MPI-ESM-LR	r2i1p1	tasmax	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_MPI-ESM-LR_historical_r2i1p1_19600101-20051231.nc
MPI-ESM-LR	r2i1p1	tasmin	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_MPI-ESM-LR_historical_r2i1p1_19600101-20051231.nc
MPI-ESM-LR	r3i1p1	hur	day	19600101-20051231	1,2	8	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	hur_day_MPI-ESM-LR_historical_r3i1p1_19600101-20051231.nc
MPI-ESM-LR	r3i1p1	pr	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	pr_day_MPI-ESM-LR_historical_r3i1p1_19600101-20051231.nc
MPI-ESM-LR	r3i1p1	rsds	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	rsds_day_MPI-ESM-LR_historical_r3i1p1_19600101-20051231.nc
MPI-ESM-LR	r3i1p1	sfcWind	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_MPI-ESM-LR_historical_r3i1p1_19600101-20051231.nc
MPI-ESM-LR	r3i1p1	tas	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tas_day_MPI-ESM-LR_historical_r3i1p1_19600101-20051231.nc
MPI-ESM-LR	r3i1p1	tasmax	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_MPI-ESM-LR_historical_r3i1p1_19600101-20051231.nc
MPI-ESM-LR	r3i1p1	tasmin	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_MPI-ESM-LR_historical_r3i1p1_19600101-20051231.nc
MPI-ESM-MR	r1i1p1	hur	day	19600101-20051231	1,2	8	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	hur_day_MPI-ESM-MR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-MR	r1i1p1	pr	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	pr_day_MPI-ESM-MR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-MR	r1i1p1	rsds	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	rsds_day_MPI-ESM-MR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-MR	r1i1p1	sfcWind	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_MPI-ESM-MR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-MR	r1i1p1	tas	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tas_day_MPI-ESM-MR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-MR	r1i1p1	tasmax	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_MPI-ESM-MR_historical_r1i1p1_19600101-20051231.nc
MPI-ESM-MR	r1i1p1	tasmin	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_MPI-ESM-MR_historical_r1i1p1_19600101-20051231.nc
MRI-CGCM3	r1i1p1	hur	day	19600101-20051231	1,2	8	16790	46	552	16802	48	554	splitYear	extractDatesNC	OK	OK	OK	hur_day_MRI-CGCM3_historical_r1i1p1_19600101-20051231.nc
MRI-CGCM3	r1i1p1	pr	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	pr_day_MRI-CGCM3_historical_r1i1p1_19600101-20051231.nc
MRI-CGCM3	r1i1p1	rsds	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	rsds_day_MRI-CGCM3_historical_r1i1p1_19600101-20051231.nc
MRI-CGCM3	r1i1p1	sfcWind	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	sfcWind_day_MRI-CGCM3_historical_r1i1p1_19600101-20051231.nc
MRI-CGCM3	r1i1p1	tas	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tas_day_MRI-CGCM3_historical_r1i1p1_19600101-20051231.nc
MRI-CGCM3	r1i1p1	tasmax	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_MRI-CGCM3_historical_r1i1p1_19600101-20051231.nc
MRI-CGCM3	r1i1p1	tasmin	day	19600101-20051231	1	1	16790	46	552	16802	46	552	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_MRI-CGCM3_historical_r1i1p1_19600101-20051231.nc
CCSM4	r1i1p1	pr	day	19550101-20051231	1	1	18615	51	612	18615	51	612	splitYear	extractDatesNC	OK	OK	OK	pr_day_CCSM4_historical_r1i1p1_19550101-20051231.nc
CCSM4	r1i1p1	tas	day	19550101-20051231	1	1	18615	51	612	18615	51	612	splitYear	extractDatesNC	OK	OK	OK	tas_day_CCSM4_historical_r1i1p1_19550101-20051231.nc
CCSM4	r1i1p1	tasmax	day	19550101-20051231	1	1	18615	51	612	18615	51	612	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CCSM4_historical_r1i1p1_19550101-20051231.nc
CCSM4	r1i1p1	tasmin	day	19550101-20051231	1	1	18615	51	612	18615	51	612	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CCSM4_historical_r1i1p1_19550101-20051231.nc
CCSM4	r2i1p1	pr	day	19550101-20051231	1	1	18615	51	612	18615	51	612	splitYear	extractDatesNC	OK	OK	OK	pr_day_CCSM4_historical_r2i1p1_19550101-20051231.nc
CCSM4	r2i1p1	tas	day	19550101-20051231	1	1	18615	51	612	18615	51	612	splitYear	extractDatesNC	OK	OK	OK	tas_day_CCSM4_historical_r2i1p1_19550101-20051231.nc
CCSM4	r2i1p1	tasmax	day	19550101-20051231	1	1	18615	51	612	18615	51	612	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_CCSM4_historical_r2i1p1_19550101-20051231.nc
CCSM4	r2i1p1	tasmin	day	19550101-20051231	1	1	18615	51	612	18615	51	612	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_CCSM4_historical_r2i1p1_19550101-20051231.nc
NorESM1-M	r1i1p1	hur	day	19600101-20051231	1,2	8	16790	46	552	16790	46	552	splitYear	extractDatesNC	OK	OK	OK	hur_day_NorESM1-M_historical_r1i1p1_19600101-20051231.nc
NorESM1-M	r1i1p1	pr	day	19500101-20051231	1	1	20440	56	672	20440	56	672	splitYear	extractDatesNC	OK	OK	OK	pr_day_NorESM1-M_historical_r1i1p1_19500101-20051231.nc
NorESM1-M	r1i1p1	rsds	day	19500101-20051231	1	1	20440	56	672	20440	56	672	splitYear	extractDatesNC	OK	OK	OK	rsds_day_NorESM1-M_historical_r1i1p1_19500101-20051231.nc
NorESM1-M	r1i1p1	tas	day	19500101-20051231	1	1	20440	56	672	20440	56	672	splitYear	extractDatesNC	OK	OK	OK	tas_day_NorESM1-M_historical_r1i1p1_19500101-20051231.nc
NorESM1-M	r1i1p1	tasmax	day	19500101-20051231	1	1	20440	56	672	20440	56	672	splitYear	extractDatesNC	OK	OK	OK	tasmax_day_NorESM1-M_historical_r1i1p1_19500101-20051231.nc
NorESM1-M	r1i1p1	tasmin	day	19500101-20051231	1	1	20440	56	672	20440	56	672	splitYear	extractDatesNC	OK	OK	OK	tasmin_day_NorESM1-M_historical_r1i1p1_19500101-20051231.nc
HadGEM2-AO	r1i1p1	hur	day	19500101-20051230	1,2	8	20439	55	671.000000000001	20160	56	672	splitYear	extractDatesNC	error	OK	OK	hur_day_HadGEM2-AO_historical_r1i1p1_19500101-20051230.nc
HadGEM2-AO	r1i1p1	pr	day	18600101-20051230	1	1	53289	145	1751	52560	146	1752	splitYear	extractDatesNC	error	OK	OK	pr_day_HadGEM2-AO_historical_r1i1p1_18600101-20051230.nc
HadGEM2-AO	r1i1p1	rsds	day	19500101-20051230	1	1	20439	55	671.000000000001	20160	56	672	splitYear	extractDatesNC	error	OK	OK	rsds_day_HadGEM2-AO_historical_r1i1p1_19500101-20051230.nc
HadGEM2-AO	r1i1p1	sfcWind	day	19500101-20051230	1	1	20439	55	671.000000000001	20160	56	672	splitYear	extractDatesNC	error	OK	OK	sfcWind_day_HadGEM2-AO_historical_r1i1p1_19500101-20051230.nc
HadGEM2-AO	r1i1p1	tas	day	18600101-20051230	1	1	53289	145	1751	52560	146	1752	splitYear	extractDatesNC	error	OK	OK	tas_day_HadGEM2-AO_historical_r1i1p1_18600101-20051230.nc
HadGEM2-AO	r1i1p1	tasmax	day	18600101-20051230	1	1	53289	145	1751	52560	146	1752	splitYear	extractDatesNC	error	OK	OK	tasmax_day_HadGEM2-AO_historical_r1i1p1_18600101-20051230.nc
HadGEM2-AO	r1i1p1	tasmin	day	18600101-20051230	1	1	53289	145	1751	52560	146	1752	splitYear	extractDatesNC	error	OK	OK	tasmin_day_HadGEM2-AO_historical_r1i1p1_18600101-20051230.nc
