Region	RCP	Timestep	RCM	Ensemble	Variable	Period
ARC-44	historical	mon	SMHI-RCA4-SN	r1i1p1	tasmax	1951-2005
ARC-44	historical	mon	SMHI-RCA4-SN	r1i1p1	tasmin	1951-2005
ARC-44	historical	mon	SMHI-RCA4-SN	r1i1p1	tas	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r12i1p1	pr	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r12i1p1	rsds	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r12i1p1	sfcWind	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r12i1p1	tasmax	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r12i1p1	tasmin	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r12i1p1	tas	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r1i1p1	pr	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r1i1p1	rsds	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r1i1p1	sfcWind	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r1i1p1	tasmax	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r1i1p1	tasmin	1951-2005
ARC-44	historical	mon	SMHI-RCA4	r1i1p1	tas	1951-2005
ARC-44	rcp26	day	SMHI-RCA4	r12i1p1	pr	2006-2100
ARC-44	rcp26	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
ARC-44	rcp26	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
ARC-44	rcp26	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
ARC-44	rcp26	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
ARC-44	rcp26	day	SMHI-RCA4	r12i1p1	tas	2006-2100
ARC-44	rcp26	mon	SMHI-RCA4	r12i1p1	pr	2006-2100
ARC-44	rcp26	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
ARC-44	rcp26	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
ARC-44	rcp26	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
ARC-44	rcp26	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
ARC-44	rcp26	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r12i1p1	pr	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r12i1p1	tas	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r1i1p1	pr	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r1i1p1	rsds	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r1i1p1	tasmax	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
ARC-44	rcp45	day	SMHI-RCA4	r1i1p1	tas	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r12i1p1	pr	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r1i1p1	pr	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r1i1p1	rsds	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r1i1p1	tasmax	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
ARC-44	rcp45	mon	SMHI-RCA4	r1i1p1	tas	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r12i1p1	pr	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r12i1p1	rsds	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r12i1p1	sfcWind	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r12i1p1	tasmax	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r12i1p1	tasmin	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r12i1p1	tas	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r1i1p1	pr	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r1i1p1	rsds	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r1i1p1	sfcWind	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r1i1p1	tasmax	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r1i1p1	tasmin	2006-2100
ARC-44	rcp85	day	SMHI-RCA4-SN	r1i1p1	tas	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r12i1p1	pr	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r12i1p1	tas	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r1i1p1	pr	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r1i1p1	rsds	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r1i1p1	tasmax	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
ARC-44	rcp85	day	SMHI-RCA4	r1i1p1	tas	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r12i1p1	pr	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r12i1p1	rsds	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r12i1p1	sfcWind	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r12i1p1	tasmax	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r12i1p1	tasmin	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r12i1p1	tas	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r1i1p1	pr	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r1i1p1	rsds	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r1i1p1	sfcWind	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r1i1p1	tasmax	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r1i1p1	tasmin	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4-SN	r1i1p1	tas	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r12i1p1	pr	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r1i1p1	pr	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r1i1p1	rsds	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r1i1p1	tasmax	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
ARC-44	rcp85	mon	SMHI-RCA4	r1i1p1	tas	2006-2100
AUS-44	evaluation	3hr	MOHC-HadRM3P	r1i1p1	pr	1990-2011
AUS-44	evaluation	3hr	MOHC-HadRM3P	r1i1p1	rsds	1990-2011
AUS-44	evaluation	3hr	MOHC-HadRM3P	r1i1p1	sfcWind	1990-2011
AUS-44	evaluation	3hr	MOHC-HadRM3P	r1i1p1	tas	1990-2011
AUS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	pr	1990-2011
AUS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	rsds	1990-2011
AUS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	sfcWind	1990-2011
AUS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	tasmax	1990-2011
AUS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	tasmin	1990-2011
AUS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	tas	1990-2011
AUS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	pr	1990-2011
AUS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	rsds	1990-2011
AUS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	sfcWind	1990-2011
AUS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	tasmax	1990-2011
AUS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	tasmin	1990-2011
AUS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	tas	1990-2011
AUS-44	evaluation	sem	MOHC-HadRM3P	r1i1p1	rsds	1990-2011
AUS-44	evaluation	sem	MOHC-HadRM3P	r1i1p1	sfcWind	1990-2011
AUS-44	evaluation	sem	MOHC-HadRM3P	r1i1p1	tas	1990-2011
EAS-44	evaluation	3hr	MOHC-HadRM3P	r1i1p1	pr	1990-2011
EAS-44	evaluation	3hr	MOHC-HadRM3P	r1i1p1	rsds	1990-2011
EAS-44	evaluation	3hr	MOHC-HadRM3P	r1i1p1	sfcWind	1990-2011
EAS-44	evaluation	3hr	MOHC-HadRM3P	r1i1p1	tas	1990-2011
EAS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	pr	1990-2011
EAS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	rsds	1990-2011
EAS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	sfcWind	1990-2011
EAS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	tasmax	1990-2011
EAS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	tasmin	1990-2011
EAS-44	evaluation	day	MOHC-HadRM3P	r1i1p1	tas	1990-2011
EAS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	pr	1990-2011
EAS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	rsds	1990-2011
EAS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	sfcWind	1990-2011
EAS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	tasmax	1990-2011
EAS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	tasmin	1990-2011
EAS-44	evaluation	mon	MOHC-HadRM3P	r1i1p1	tas	1990-2011
EAS-44	evaluation	sem	MOHC-HadRM3P	r1i1p1	pr	1990-2011
EAS-44	evaluation	sem	MOHC-HadRM3P	r1i1p1	rsds	1990-2011
EAS-44	evaluation	sem	MOHC-HadRM3P	r1i1p1	sfcWind	1990-2011
EAS-44	evaluation	sem	MOHC-HadRM3P	r1i1p1	tas	1990-2011
EUR-11i	rcp45	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-11i	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-11	rcp45	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-11	rcp45	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-11	rcp85	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-11	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-44i	rcp45	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-44i	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-44	historical	day	SMHI-RCA4	r1i1p1	pr	1951-2005
EUR-44	historical	day	SMHI-RCA4	r1i1p1	rsds	1951-2005
EUR-44	historical	day	SMHI-RCA4	r1i1p1	sfcWind	1951-2005
EUR-44	historical	day	SMHI-RCA4	r1i1p1	tasmax	1951-2005
EUR-44	historical	day	SMHI-RCA4	r1i1p1	tasmin	1951-2005
EUR-44	historical	day	SMHI-RCA4	r1i1p1	tas	1951-2005
EUR-44	historical	mon	SMHI-RCA4	r1i1p1	pr	1951-2005
EUR-44	historical	mon	SMHI-RCA4	r1i1p1	rsds	1951-2005
EUR-44	historical	mon	SMHI-RCA4	r1i1p1	sfcWind	1951-2005
EUR-44	historical	mon	SMHI-RCA4	r1i1p1	tasmax	1951-2005
EUR-44	historical	mon	SMHI-RCA4	r1i1p1	tasmin	1951-2005
EUR-44	historical	mon	SMHI-RCA4	r1i1p1	tas	1951-2005
EUR-44	rcp45	day	SMHI-RCA4	r1i1p1	pr	2006-2100
EUR-44	rcp45	day	SMHI-RCA4	r1i1p1	rsds	2006-2100
EUR-44	rcp45	day	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
EUR-44	rcp45	day	SMHI-RCA4	r1i1p1	tasmax	2006-2100
EUR-44	rcp45	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-44	rcp45	day	SMHI-RCA4	r1i1p1	tas	2006-2100
EUR-44	rcp45	mon	SMHI-RCA4	r1i1p1	tasmax	2006-2100
EUR-44	rcp45	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-44	rcp45	mon	SMHI-RCA4	r1i1p1	tas	2006-2100
EUR-44	rcp85	day	SMHI-RCA4	r1i1p1	pr	2006-2100
EUR-44	rcp85	day	SMHI-RCA4	r1i1p1	rsds	2006-2100
EUR-44	rcp85	day	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
EUR-44	rcp85	day	SMHI-RCA4	r1i1p1	tasmax	2006-2100
EUR-44	rcp85	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-44	rcp85	day	SMHI-RCA4	r1i1p1	tas	2006-2100
EUR-44	rcp85	mon	SMHI-RCA4	r1i1p1	tasmax	2006-2100
EUR-44	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
EUR-44	rcp85	mon	SMHI-RCA4	r1i1p1	tas	2006-2100
MNA-22i	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
MNA-22	evaluation	day	SMHI-RCA4	r1i1p1	pr	1980-2010
MNA-22	evaluation	day	SMHI-RCA4	r1i1p1	rsds	1980-2010
MNA-22	evaluation	day	SMHI-RCA4	r1i1p1	sfcWind	1980-2010
MNA-22	evaluation	day	SMHI-RCA4	r1i1p1	tasmax	1980-2010
MNA-22	evaluation	day	SMHI-RCA4	r1i1p1	tasmin	1980-2010
MNA-22	evaluation	day	SMHI-RCA4	r1i1p1	tas	1980-2010
MNA-22	evaluation	mon	SMHI-RCA4	r1i1p1	pr	1980-2010
MNA-22	evaluation	mon	SMHI-RCA4	r1i1p1	rsds	1980-2010
MNA-22	evaluation	mon	SMHI-RCA4	r1i1p1	sfcWind	1980-2010
MNA-22	evaluation	mon	SMHI-RCA4	r1i1p1	tasmax	1980-2010
MNA-22	evaluation	mon	SMHI-RCA4	r1i1p1	tasmin	1980-2010
MNA-22	evaluation	mon	SMHI-RCA4	r1i1p1	tas	1980-2010
MNA-22	historical	day	SMHI-RCA4	r12i1p1	pr	1951-2005
MNA-22	historical	day	SMHI-RCA4	r12i1p1	rsds	1951-2005
MNA-22	historical	day	SMHI-RCA4	r12i1p1	sfcWind	1951-2005
MNA-22	historical	day	SMHI-RCA4	r12i1p1	tasmax	1951-2005
MNA-22	historical	day	SMHI-RCA4	r12i1p1	tasmin	1951-2005
MNA-22	historical	day	SMHI-RCA4	r12i1p1	tas	1951-2005
MNA-22	historical	day	SMHI-RCA4	r1i1p1	pr	1951-2005
MNA-22	historical	day	SMHI-RCA4	r1i1p1	rsds	1951-2005
MNA-22	historical	day	SMHI-RCA4	r1i1p1	sfcWind	1951-2005
MNA-22	historical	day	SMHI-RCA4	r1i1p1	tasmax	1951-2005
MNA-22	historical	day	SMHI-RCA4	r1i1p1	tasmin	1951-2005
MNA-22	historical	day	SMHI-RCA4	r1i1p1	tas	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r12i1p1	pr	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r12i1p1	rsds	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r12i1p1	sfcWind	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r12i1p1	tasmax	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r12i1p1	tasmin	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r12i1p1	tas	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r1i1p1	pr	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r1i1p1	rsds	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r1i1p1	sfcWind	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r1i1p1	tasmax	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r1i1p1	tasmin	1951-2005
MNA-22	historical	mon	SMHI-RCA4	r1i1p1	tas	1951-2005
MNA-22	rcp85	day	SMHI-RCA4	r12i1p1	pr	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r12i1p1	tas	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r1i1p1	pr	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r1i1p1	rsds	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r1i1p1	tasmax	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
MNA-22	rcp85	day	SMHI-RCA4	r1i1p1	tas	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r12i1p1	pr	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r1i1p1	pr	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r1i1p1	rsds	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r1i1p1	tasmax	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
MNA-22	rcp85	mon	SMHI-RCA4	r1i1p1	tas	2006-2100
MNA-44i	rcp45	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
MNA-44i	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
MNA-44	evaluation	day	SMHI-RCA4	r1i1p1	pr	1980-2010
MNA-44	evaluation	day	SMHI-RCA4	r1i1p1	rsds	1980-2010
MNA-44	evaluation	day	SMHI-RCA4	r1i1p1	sfcWind	1980-2010
MNA-44	evaluation	mon	SMHI-RCA4	r1i1p1	pr	1980-2010
MNA-44	evaluation	mon	SMHI-RCA4	r1i1p1	sfcWind	1980-2010
MNA-44	evaluation	sem	SMHI-RCA4	r1i1p1	pr	1980-2010
MNA-44	historical	day	SMHI-RCA4	r12i1p1	pr	1951-2005
MNA-44	historical	day	SMHI-RCA4	r12i1p1	sfcWind	1956-2005
MNA-44	historical	day	SMHI-RCA4	r1i1p1	pr	1951-2005
MNA-44	historical	day	SMHI-RCA4	r1i1p1	sfcWind	1956-2005
MNA-44	historical	day	SMHI-RCA4	r1i1p1	tasmax	1986-2005
MNA-44	historical	mon	SMHI-RCA4	r12i1p1	pr	1951-2005
MNA-44	historical	mon	SMHI-RCA4	r12i1p1	sfcWind	1951-2005
MNA-44	historical	mon	SMHI-RCA4	r1i1p1	pr	1951-2005
MNA-44	historical	mon	SMHI-RCA4	r1i1p1	sfcWind	1951-2005
MNA-44	historical	sem	SMHI-RCA4	r12i1p1	pr	1951-2005
MNA-44	historical	sem	SMHI-RCA4	r1i1p1	pr	1951-2005
MNA-44	rcp26	day	SMHI-RCA4	r12i1p1	pr	2006-2100
MNA-44	rcp26	day	SMHI-RCA4	r12i1p1	rsds	2006-2050
MNA-44	rcp26	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
MNA-44	rcp26	mon	SMHI-RCA4	r12i1p1	pr	2006-2100
MNA-44	rcp26	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
MNA-44	rcp26	sem	SMHI-RCA4	r12i1p1	pr	2005-2100
MNA-44	rcp45	day	SMHI-RCA4	r12i1p1	pr	2006-2100
MNA-44	rcp45	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
MNA-44	rcp45	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
MNA-44	rcp45	day	SMHI-RCA4	r1i1p1	pr	2006-2100
MNA-44	rcp45	day	SMHI-RCA4	r1i1p1	rsds	2006-2100
MNA-44	rcp45	day	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
MNA-44	rcp45	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
MNA-44	rcp45	mon	SMHI-RCA4	r12i1p1	pr	2006-2100
MNA-44	rcp45	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
MNA-44	rcp45	mon	SMHI-RCA4	r1i1p1	pr	2006-2100
MNA-44	rcp45	mon	SMHI-RCA4	r1i1p1	rsds	2006-2100
MNA-44	rcp45	mon	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
MNA-44	rcp45	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
MNA-44	rcp45	sem	SMHI-RCA4	r12i1p1	pr	2005-2100
MNA-44	rcp45	sem	SMHI-RCA4	r1i1p1	pr	2005-2100
MNA-44	rcp85	day	SMHI-RCA4	r12i1p1	pr	2006-2100
MNA-44	rcp85	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
MNA-44	rcp85	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
MNA-44	rcp85	day	SMHI-RCA4	r1i1p1	pr	2006-2100
MNA-44	rcp85	day	SMHI-RCA4	r1i1p1	rsds	2006-2100
MNA-44	rcp85	day	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
MNA-44	rcp85	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
MNA-44	rcp85	mon	SMHI-RCA4	r12i1p1	pr	2006-2100
MNA-44	rcp85	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
MNA-44	rcp85	mon	SMHI-RCA4	r1i1p1	pr	2006-2100
MNA-44	rcp85	mon	SMHI-RCA4	r1i1p1	rsds	2006-2100
MNA-44	rcp85	mon	SMHI-RCA4	r1i1p1	sfcWind	2006-2100
MNA-44	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
MNA-44	rcp85	sem	SMHI-RCA4	r12i1p1	pr	2005-2100
MNA-44	rcp85	sem	SMHI-RCA4	r1i1p1	pr	2005-2100
NAM-44	evaluation	day	DMI-HIRHAM5	r1i1p1	pr	1989-2011
NAM-44	evaluation	day	DMI-HIRHAM5	r1i1p1	rsds	1989-2011
NAM-44	evaluation	day	DMI-HIRHAM5	r1i1p1	sfcWind	1989-2011
NAM-44	evaluation	day	DMI-HIRHAM5	r1i1p1	tasmax	1989-2011
NAM-44	evaluation	day	DMI-HIRHAM5	r1i1p1	tasmin	1989-2011
NAM-44	evaluation	day	DMI-HIRHAM5	r1i1p1	tas	1989-2011
NAM-44	evaluation	day	SMHI-RCA4	r1i1p1	rsds	1980-2012
NAM-44	evaluation	day	SMHI-RCA4	r1i1p1	tasmax	1980-2012
NAM-44	evaluation	day	SMHI-RCA4	r1i1p1	tasmin	1980-2012
NAM-44	evaluation	day	SMHI-RCA4	r1i1p1	tas	1980-2012
NAM-44	evaluation	mon	DMI-HIRHAM5	r1i1p1	pr	1989-2011
NAM-44	evaluation	mon	DMI-HIRHAM5	r1i1p1	rsds	1989-2011
NAM-44	evaluation	mon	DMI-HIRHAM5	r1i1p1	sfcWind	1989-2011
NAM-44	evaluation	mon	DMI-HIRHAM5	r1i1p1	tasmax	1989-2011
NAM-44	evaluation	mon	DMI-HIRHAM5	r1i1p1	tasmin	1989-2011
NAM-44	evaluation	mon	DMI-HIRHAM5	r1i1p1	tas	1989-2011
NAM-44	evaluation	mon	SMHI-RCA4	r1i1p1	rsds	1980-2012
NAM-44	evaluation	mon	SMHI-RCA4	r1i1p1	tasmax	1980-2012
NAM-44	evaluation	mon	SMHI-RCA4	r1i1p1	tasmin	1980-2012
NAM-44	evaluation	mon	SMHI-RCA4	r1i1p1	tas	1980-2012
NAM-44	evaluation	sem	DMI-HIRHAM5	r1i1p1	tasmax	1989-2011
NAM-44	evaluation	sem	DMI-HIRHAM5	r1i1p1	tas	1989-2011
NAM-44	evaluation	sem	SMHI-RCA4	r1i1p1	tasmax	1980-2012
NAM-44	evaluation	sem	SMHI-RCA4	r1i1p1	tas	1980-2012
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	clivi	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	clt	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	clwvi	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	evspsbl	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	hfls	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	hfss	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	hus850	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	huss	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	mrfso	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	mrros	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	mrro	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	mrso	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	prc	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	prsn	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	prw	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	pr	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	psl	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	ps	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	rlds	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	rlus	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	rlut	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	rsds	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	rsdt	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	rsus	1950-2005
