TYPE,VAR,SCALE,P,SEED
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
s,tmax,years,NA,997
