"CELL30M","SoilProfile","repre","acum"
9634,"HC_GEN0011",0.2,0.627777777777778
9634,"WI_ANCR015",0.183333333333333,0.811111111111111
9843,"WI_PZTH051",0.427777777777778,0.427777777777778
9843,"WI_NTCO001",0.198611111111111,0.626388888888889
9843,"WI_CMID011",0.175,0.801388888888889
9993,"WI_CMDE037",0.427777777777778,0.427777777777778
9993,"HC_GEN0011",0.183333333333333,0.611111111111111
9993,"WI_ACCO047",0.183333333333333,0.794444444444444
10348,"WI_ANCO022",0.427777777777778,0.427777777777778
10348,"WI_LVPA005",0.2,0.627777777777778
10348,"WI_ANCR015",0.183333333333333,0.811111111111111
10534,"WI_CMPA007",0.427777777777778,0.427777777777778
10534,"WI_PHAR021",0.233333333333333,0.661111111111111
10534,"WI_PDRO011",0.183333333333333,0.844444444444444
10754,"WI_FRRW008",0.427777777777778,0.427777777777778
10754,"HC_GEN0007",0.283333333333333,0.711111111111111
10913,"WI_VRMA023",0.427777777777778,0.427777777777778
10913,"WI_CMPT019",0.272222222222222,0.7
10914,"WI_CMPT019",0.427777777777778,0.427777777777778
10914,"WI_NTMX005",0.213888888888889,0.641666666666667
10914,"WI_CMCR004",0.175,0.816666666666667
11245,"WI_ANCO022",0.427777777777778,0.427777777777778
11245,"WI_ANCR015",0.183333333333333,0.611111111111111
11245,"HC_GEN0011",0.155555555555556,0.766666666666667
11249,"HC_GEN0010",0.427777777777778,0.427777777777778
11249,"HC_GEN0011",0.411111111111111,0.838888888888889
11251,"WI_ACBI011",0.427777777777778,0.427777777777778
11251,"WI_FRRW010",0.280555555555556,0.708333333333333
11424,"WI_ANCO022",0.427777777777778,0.427777777777778
11424,"WI_ANCO020",0.252777777777778,0.680555555555556
11424,"WI_ANCR015",0.183333333333333,0.863888888888889
12897,"WI_ALID007",0.427777777777778,0.427777777777778
12897,"WI_FLSN005",0.161111111111111,0.588888888888889
12897,"WI_ACPE008",0.116666666666667,0.705555555555555
13300,"WI_LXCI018",0.427777777777778,0.427777777777778
13300,"WI_LVCM012",0.180555555555556,0.608333333333333
13300,"WI_CMYE094",0.133333333333333,0.741666666666667
13609,"WI_PTMY007",0.427777777777778,0.427777777777778
13609,"WI_ACBR033",0.116666666666667,0.544444444444444
13609,"WI_ALID015",0.116666666666667,0.661111111111111
13609,"WI_FLBR002",0.116666666666667,0.777777777777778
13967,"WI_PTMY007",0.427777777777778,0.427777777777778
13967,"WI_ACBR033",0.116666666666667,0.544444444444444
13967,"WI_ALID015",0.116666666666667,0.661111111111111
13967,"WI_FLBR002",0.116666666666667,0.777777777777778
13970,"WI_PTMY007",0.427777777777778,0.427777777777778
13970,"WI_ACBR033",0.116666666666667,0.544444444444444
13970,"WI_ALID015",0.116666666666667,0.661111111111111
13970,"WI_FLBR002",0.116666666666667,0.777777777777778
14177,"WI_PDFR033",0.427777777777778,0.427777777777778
14177,"WI_ACPE004",0.233333333333333,0.661111111111111
14177,"WI_NTBR075",0.213888888888889,0.875
15064,"WI_NTBR075",0.427777777777778,0.427777777777778
15064,"WI_FLTH039",0.216666666666667,0.644444444444444
15064,"WI_GLZM019",0.183333333333333,0.827777777777778
15219,"WI_ALKR011",0.427777777777778,0.427777777777778
15219,"WI_CMLS010",0.194444444444444,0.622222222222222
15219,"WI_CMVE017",0.155555555555556,0.777777777777778
15227,"WI_PHAR010",0.427777777777778,0.427777777777778
15227,"WI_LXCI018",0.233333333333333,0.661111111111111
15227,"WI_ACBR020",0.116666666666667,0.777777777777778
15267,"WI_GLBD005",0.427777777777778,0.427777777777778
15267,"WI_FRBR092",0.194444444444444,0.622222222222222
15267,"WI_ACUS029",0.155555555555556,0.777777777777778
15398,"WI_ALKR011",0.427777777777778,0.427777777777778
15398,"WI_CMLS010",0.194444444444444,0.622222222222222
15398,"WI_CMVE017",0.155555555555556,0.777777777777778
15453,"WI_FLNE001",0.427777777777778,0.427777777777778
15453,"HC_GEN0016",0.233333333333333,0.661111111111111
15453,"WI_GLBD005",0.155555555555556,0.816666666666667
15591,"HC_GEN0025",0.427777777777778,0.427777777777778
15591,"WI_CMSL008",0.35,0.777777777777778
15633,"WI_FLNE001",0.427777777777778,0.427777777777778
15633,"WI_LVBR054",0.222222222222222,0.65
15633,"HC_GEN0016",0.2,0.85
15820,"WI_FRRW011",0.427777777777778,0.427777777777778
15820,"WI_LVCM011",0.133333333333333,0.561111111111111
15820,"WI_ACBJ002",0.116666666666667,0.677777777777778
15820,"WI_ACCO047",0.116666666666667,0.794444444444444
16500,"HC_GEN0022",0.427777777777778,0.427777777777778
16500,"WI_FRMY022",0.152777777777778,0.580555555555555
16500,"WI_NTUY050",0.113888888888889,0.694444444444444
16500,"WI_RGTG002",0.1,0.794444444444444
16705,"WI_PTNE010",0.427777777777778,0.427777777777778
16705,"WI_PLUY017",0.277777777777778,0.705555555555555
16706,"WI_PTNE010",0.427777777777778,0.427777777777778
16706,"WI_PLUY017",0.277777777777778,0.705555555555555
16887,"WI_PTNE010",0.427777777777778,0.427777777777778
16887,"WI_PLUY017",0.233333333333333,0.661111111111111
16887,"WI_GLBD005",0.116666666666667,0.777777777777778
17057,"WI_CMBR104",0.427777777777778,0.427777777777778
17057,"WI_ARBW598",0.255555555555556,0.683333333333333
17057,"WI_FLGB027",0.234722222222222,0.918055555555556
17622,"WI_FRCG003",0.427777777777778,0.427777777777778
17622,"WI_ACPA012",0.205555555555556,0.633333333333333
17622,"WI_GLZM019",0.111111111111111,0.744444444444444
18699,"WI_FRCG003",0.427777777777778,0.427777777777778
18699,"WI_FRUG001",0.233333333333333,0.661111111111111
18699,"WI_ACPA012",0.183333333333333,0.844444444444444
18879,"WI_FRCG003",0.427777777777778,0.427777777777778
18879,"WI_ACPA012",0.183333333333333,0.611111111111111
18879,"WI_FRUG001",0.166666666666667,0.777777777777778
19036,"WI_FRAO009",0.427777777777778,0.427777777777778
19036,"HC_GEN0022",0.416666666666667,0.844444444444444
20277,"WI_GLEC019",0.427777777777778,0.427777777777778
20277,"WI_RGCR020",0.111111111111111,0.538888888888889
20277,"WI_PHUY009",0.1,0.638888888888889
20277,"WI_SCAL030",0.0888888888888889,0.727777777777778
20983,"WI_FRCM010",0.427777777777778,0.427777777777778
20983,"WI_PHCR018",0.277777777777778,0.705555555555555
23348,"WI_PLUY017",0.427777777777778,0.427777777777778
23348,"WI_LPPL002",0.213888888888889,0.641666666666667
23348,"WI_PLCM013",0.183333333333333,0.825
23678,"WI_ACBD013",0.427777777777778,0.427777777777778
23678,"WI_GLBW562",0.175,0.602777777777778
23678,"WI_CMSL008",0.133333333333333,0.736111111111111
24217,"WI_ACBD013",0.427777777777778,0.427777777777778
24217,"WI_GLBW562",0.194444444444444,0.622222222222222
24217,"WI_CMSL008",0.183333333333333,0.805555555555556
31787,"WI_LPIN003",0.427350427350427,0.427350427350427
31787,"HC_GEN0018",0.179487179487179,0.606837606837607
31787,"WI_ACLR001",0.142450142450142,0.749287749287749
4713,"WI_ACBR009",0.427222222222222,0.427222222222222
4713,"WI_PHAL035",0.32,0.747222222222222
3852,"WI_CMPH004",0.426666666666667,0.426666666666667
3852,"WI_VRLB006",0.186666666666667,0.613333333333333
3852,"WI_FRAU009",0.113333333333333,0.726666666666667
16467,"WI_FLYE199",0.426666666666667,0.426666666666667
16467,"WI_FLYE139",0.28,0.706666666666667
23893,"WI_PHUS124",0.425806451612903,0.425806451612903
23893,"WI_GLNZ001",0.280645161290323,0.706451612903226
32,"WI_CMYE112",0.425,0.425
32,"WI_CMTR042",0.186111111111111,0.611111111111111
32,"WI_CMYE090",0.166666666666667,0.777777777777778
244,"WI_CMSL008",0.425,0.425
244,"WI_ACPE008",0.35,0.775
556,"HC_GEN0016",0.425,0.425
556,"WI_CMRU004",0.297222222222222,0.722222222222222
600,"WI_CMSL008",0.425,0.425
600,"WI_FLBD007",0.355555555555556,0.780555555555556
1834,"WI_LVIT035",0.425,0.425
1834,"WI_CMCA014",0.282222222222222,0.707222222222222
1993,"WI_CMCA014",0.425,0.425
1993,"HC_GEN0016",0.295,0.72
2006,"WI_PHAL035",0.425,0.425
2006,"WI_ACBR009",0.3125,0.7375
5266,"WI_ACBR009",0.425,0.425
5266,"HC_GEN0012",0.225,0.65
5266,"WI_FRUG005",0.175,0.825
8218,"WI_GLBW599",0.425,0.425
8218,"WI_FRCO037",0.125,0.55
8218,"WI_GLCU012",0.125,0.675
8218,"WI_VRVE015",0.1,0.775
8532,"WI_LVBR026",0.425,0.425
8532,"WI_SCTH025",0.3,0.725
11092,"WI_LVPA014",0.425,0.425
11092,"WI_FLSN005",0.297222222222222,0.722222222222222
11434,"WI_ACUS038",0.425,0.425
11434,"WI_FRRW010",0.236111111111111,0.661111111111111
11434,"WI_NTCO045",0.141666666666667,0.802777777777778
11438,"WI_ACUS038",0.425,0.425
11438,"WI_FRRW010",0.240277777777778,0.665277777777778
11438,"WI_NTCO045",0.141666666666667,0.806944444444444
11658,"WI_VRBW513",0.425,0.425
11658,"WI_PTBR113",0.330555555555556,0.755555555555556
11795,"WI_ACUS038",0.425,0.425
11795,"WI_FRRW010",0.236111111111111,0.661111111111111
11795,"WI_NTCO045",0.141666666666667,0.802777777777778
11796,"WI_ACUS038",0.425,0.425
11796,"WI_FRRW010",0.236111111111111,0.661111111111111
11796,"WI_NTCO045",0.141666666666667,0.802777777777778
12173,"WI_FLLK008",0.425,0.425
12173,"WI_ALJM012",0.188888888888889,0.613888888888889
12173,"WI_PZNL010",0.188888888888889,0.802777777777778
12864,"WI_FLPE010",0.425,0.425
12864,"WI_CMZM075",0.377777777777778,0.802777777777778
13113,"WI_ACNE012",0.425,0.425
13113,"WI_FRAO016",0.35,0.775
13582,"WI_FLPE010",0.425,0.425
13582,"WI_ACBJ002",0.225,0.65
13582,"WI_CMZM075",0.194444444444444,0.844444444444444
14545,"WI_FLLK008",0.425,0.425
14545,"WI_ACVE012",0.355555555555556,0.780555555555556
14925,"WI_FLBD004",0.425,0.425
14925,"HC_GEN0016",0.188888888888889,0.613888888888889
14925,"WI_FRCM010",0.188888888888889,0.802777777777778
15107,"WI_ARBW261",0.425,0.425
15107,"WI_LVCM012",0.188888888888889,0.613888888888889
15107,"WI_SNBR084",0.188888888888889,0.802777777777778
15390,"WI_CMFR013",0.425,0.425
15390,"WI_ACLS021",0.330555555555556,0.755555555555556
15574,"WI_CMFR013",0.425,0.425
15574,"WI_ACLS021",0.330555555555556,0.755555555555556
15597,"WI_FRCM010",0.425,0.425
15597,"WI_LPBI001",0.166666666666667,0.591666666666667
15597,"WI_GLBW758",0.125,0.716666666666667
17017,"WI_ACBR106",0.425,0.425
17017,"WI_CMMA003",0.291666666666667,0.716666666666667
17767,"WI_FRBR077",0.425,0.425
17767,"WI_FRBR038",0.291666666666667,0.716666666666667
18655,"WI_VRYE005",0.425,0.425
18655,"WI_CMYE153",0.330555555555556,0.755555555555556
18674,"HC_GEN0022",0.425,0.425
18674,"WI_PHUY040",0.159722222222222,0.584722222222222
18674,"WI_FRAO009",0.0972222222222222,0.681944444444444
18674,"WI_LVCM012",0.0958333333333333,0.777777777777778
18855,"HC_GEN0022",0.425,0.425
18855,"WI_FRAO009",0.408333333333333,0.833333333333333
19189,"WI_VRAO029",0.425,0.425
19189,"HC_GEN0007",0.25,0.675
19189,"WI_CMTR017",0.25,0.925
21167,"WI_RGAR042",0.425,0.425
21167,"WI_LVLS007",0.330555555555556,0.755555555555556
3079,"HC_GEN0016",0.424814814814815,0.424814814814815
3079,"WI_CMCA014",0.223703703703704,0.648518518518518
3079,"WI_ACBR009",0.20037037037037,0.848888888888889
31238,"HC_GEN0018",0.424483306836248,0.424483306836248
31238,"WI_LVUY032",0.241653418124006,0.666136724960254
31238,"WI_LPIN003",0.190779014308426,0.85691573926868
8205,"WI_ALID018",0.424242424242424,0.424242424242424
8205,"WI_FRJM050",0.303030303030303,0.727272727272727
8396,"WI_PHCA054",0.424242424242424,0.424242424242424
8396,"WI_CMBW875",0.272727272727273,0.696969696969697
8396,"WI_ANCL021",0.181818181818182,0.878787878787879
1518,"WI_ACLR001",0.423529411764706,0.423529411764706
1518,"WI_ACCO059",0.211764705882353,0.635294117647059
1518,"WI_FLMX019",0.123529411764706,0.758823529411765
8896,"WI_LXCI018",0.423529411764706,0.423529411764706
8896,"WI_NTCO045",0.294117647058824,0.717647058823529
11838,"WI_VRBW513",0.423529411764706,0.423529411764706
11838,"WI_PTBR113",0.329411764705882,0.752941176470588
1092,"WI_CMMA003",0.423076923076923,0.423076923076923
1092,"WI_ACBR009",0.376923076923077,0.8
24606,"WI_VRJM029",0.423076923076923,0.423076923076923
24606,"WI_CLGE008",0.253846153846154,0.676923076923077
24606,"WI_VRET008",0.169230769230769,0.846153846153846
771,"WI_CMSL008",0.422222222222222,0.422222222222222
771,"WI_CMCU011",0.177777777777778,0.6
771,"WI_CMCO069",0.166666666666667,0.766666666666667
774,"WI_CMSL008",0.422222222222222,0.422222222222222
774,"WI_CMCU011",0.177777777777778,0.6
774,"WI_CMCO069",0.166666666666667,0.766666666666667
4545,"WI_ANCO028",0.422222222222222,0.422222222222222
4545,"WI_VRCU020",0.188888888888889,0.611111111111111
4545,"WI_FLUS047",0.118055555555556,0.729166666666667
6373,"WI_CMPA006",0.422222222222222,0.422222222222222
6373,"WI_LVBR026",0.281481481481481,0.703703703703704
11080,"WI_FRBR102",0.422222222222222,0.422222222222222
11080,"WI_LXBW395",0.255555555555556,0.677777777777778
11080,"WI_FRSR010",0.166666666666667,0.844444444444444
11279,"WI_ACVE011",0.422222222222222,0.422222222222222
11279,"WI_LVZW001",0.144444444444444,0.566666666666667
11279,"WI_CMMZ006",0.129166666666667,0.695833333333333
11279,"WI_ALJM012",0.0902777777777778,0.786111111111111
16155,"WI_ACBD013",0.422222222222222,0.422222222222222
16155,"WI_ACPE004",0.354166666666667,0.776388888888889
16332,"WI_ACBD013",0.422222222222222,0.422222222222222
16332,"WI_ACPE004",0.354166666666667,0.776388888888889
16695,"WI_ACBD013",0.422222222222222,0.422222222222222
16695,"WI_ACBI015",0.330555555555556,0.752777777777778
16716,"WI_ACCO047",0.422222222222222,0.422222222222222
16716,"WI_GLSR005",0.272222222222222,0.694444444444444
16716,"WI_FRRW011",0.122222222222222,0.816666666666667
18150,"WI_CMMZ006",0.422222222222222,0.422222222222222
18150,"WI_CMPT024",0.244444444444444,0.666666666666667
18150,"WI_CMPH061",0.111111111111111,0.777777777777778
18849,"WI_LVBW492",0.422222222222222,0.422222222222222
18849,"WI_ACTZ004",0.155555555555556,0.577777777777778
18849,"WI_ACBD013",0.116666666666667,0.694444444444444
18849,"WI_LVCM012",0.116666666666667,0.811111111111111
20302,"WI_FRAO009",0.422222222222222,0.422222222222222
20302,"HC_GEN0022",0.261111111111111,0.683333333333333
20302,"WI_FRBR051",0.105555555555556,0.788888888888889
20477,"WI_FRAO009",0.422222222222222,0.422222222222222
20477,"WI_FRBR051",0.247222222222222,0.669444444444445
20477,"WI_FLPE011",0.188888888888889,0.858333333333333
21914,"WI_FRAO009",0.422222222222222,0.422222222222222
21914,"WI_FRBR051",0.188888888888889,0.611111111111111
21914,"WI_FRBR064",0.136111111111111,0.747222222222222
22433,"WI_PLAR020",0.422222222222222,0.422222222222222
22433,"WI_FRCM010",0.236111111111111,0.658333333333333
22433,"WI_CMPL010",0.141666666666667,0.8
25298,"WI_ANCR015",0.422222222222222,0.422222222222222
25298,"HC_GEN0018",0.388888888888889,0.811111111111111
1461,"WI_ACBR009",0.421944444444444,0.421944444444444
1461,"WI_LVSD005",0.238611111111111,0.660555555555556
1461,"WI_CMRU004",0.210277777777778,0.870833333333333
13939,"WI_CLBW885",0.421875,0.421875
13939,"WI_RGMA005",0.253125,0.675
13939,"WI_FLYE139",0.09375,0.76875
548,"WI_CMMA003",0.421515151515152,0.421515151515152
548,"WI_ACBR009",0.253939393939394,0.675454545454546
548,"HC_GEN0016",0.121212121212121,0.796666666666667
3275,"WI_FLYE191",0.421111111111111,0.421111111111111
3275,"WI_LVIT035",0.165277777777778,0.586388888888889
3275,"WI_PHAL035",0.153333333333333,0.739722222222222
5451,"WI_FRZM007",0.420833333333333,0.420833333333333
5451,"WI_CMFI003",0.316666666666667,0.7375
16160,"WI_ACPE004",0.420833333333333,0.420833333333333
16160,"WI_FLGB027",0.379166666666667,0.8
18648,"WI_VRAO029",0.420833333333333,0.420833333333333
18648,"HC_GEN0007",0.258333333333333,0.679166666666667
18648,"WI_CMTR017",0.258333333333333,0.9375
11659,"WI_LVAL029",0.420588235294118,0.420588235294118
11659,"WI_VRBW513",0.158823529411765,0.579411764705882
11659,"WI_CMID005",0.129411764705882,0.708823529411765
2378,"WI_FLYE191",0.420555555555556,0.420555555555556
2378,"WI_LVIT035",0.199444444444444,0.62
2378,"WI_CMCA014",0.178333333333333,0.798333333333333
43,"WI_LVBR026",0.42,0.42
43,"WI_CMPA006",0.26,0.68
43,"WI_LVUS053",0.24,0.92
1991,"WI_ACBR009",0.42,0.42
1991,"WI_CMCA014",0.4,0.82
4741,"WI_CLDE040",0.42,0.42
4741,"HC_GEN0012",0.25,0.67
4741,"WI_ANCO028",0.23,0.9
27470,"WI_CLBW411",0.42,0.42
27470,"WI_CLPE017",0.14,0.56
27470,"WI_LVDK004",0.14,0.7
29614,"WI_PHUY033",0.42,0.42
29614,"WI_ANIT063",0.252,0.672
29614,"WI_NTCO033",0.168,0.84
2197,"WI_CMRU004",0.419444444444444,0.419444444444444
2197,"WI_FLYE191",0.366666666666667,0.786111111111111
3090,"WI_ACBR009",0.419444444444444,0.419444444444444
3090,"WI_PHAL035",0.288888888888889,0.708333333333333
14193,"WI_FLLK008",0.419444444444444,0.419444444444444
14193,"WI_ACNE012",0.225,0.644444444444444
14193,"WI_ACPE004",0.15,0.794444444444445
16130,"HC_GEN0025",0.419444444444444,0.419444444444444
16130,"WI_ALIN006",0.175,0.594444444444444
16130,"WI_GLPH030",0.166666666666667,0.761111111111111
21703,"WI_FLYE132",0.419444444444444,0.419444444444444
21703,"HC_GEN0018",0.216666666666667,0.636111111111111
21703,"WI_LXUS056",0.144444444444444,0.780555555555556
4920,"WI_CLDE040",0.419166666666667,0.419166666666667
4920,"HC_GEN0012",0.229166666666667,0.648333333333333
4920,"WI_ANCO028",0.210833333333333,0.859166666666667
1280,"WI_ACBR009",0.418333333333333,0.418333333333333
1280,"HC_GEN0016",0.416666666666667,0.835
31063,"WI_PHGT002",0.418181818181818,0.418181818181818
31063,"WI_LPCF010",0.254545454545455,0.672727272727273
31063,"WI_GLGB042",0.136363636363636,0.809090909090909
11620,"WI_FRBR102",0.418055555555556,0.418055555555556
11620,"WI_LXBW395",0.233333333333333,0.651388888888889
11620,"WI_CMTH046",0.204166666666667,0.855555555555556
12018,"WI_VRYE004",0.417391304347826,0.417391304347826
12018,"WI_CMMG030",0.173913043478261,0.591304347826087
12018,"WI_VRBW513",0.13695652173913,0.728260869565217
7,"WI_GRCA086",0.416666666666667,0.416666666666667
7,"WI_SCIL031",0.291666666666667,0.708333333333333
78,"WI_SNBR084",0.416666666666667,0.416666666666667
78,"WI_ACCO059",0.208333333333333,0.625
78,"WI_CMCU011",0.122222222222222,0.747222222222222
225,"WI_LVBR026",0.416666666666667,0.416666666666667
225,"WI_CMMX014",0.408333333333333,0.825
595,"WI_CLUS131",0.416666666666667,0.416666666666667
595,"WI_CMSL008",0.266666666666667,0.683333333333333
595,"WI_CMPA006",0.138888888888889,0.822222222222222
790,"WI_CMSL008",0.416666666666667,0.416666666666667
790,"WI_PDRO011",0.136111111111111,0.552777777777778
790,"WI_FLMX019",0.133333333333333,0.686111111111111
790,"WI_CMCO069",0.116666666666667,0.802777777777778
975,"WI_LVCM012",0.416666666666667,0.416666666666667
975,"WI_ACCO059",0.266666666666667,0.683333333333333
975,"WI_ACLR001",0.116666666666667,0.8
1125,"WI_LVBR026",0.416666666666667,0.416666666666667
1125,"WI_VRSD037",0.272222222222222,0.688888888888889
1125,"WI_VRCM007",0.136111111111111,0.825
1303,"WI_LVBR026",0.416666666666667,0.416666666666667
1303,"WI_VRSD037",0.291666666666667,0.708333333333333
1473,"WI_ACBR009",0.416666666666667,0.416666666666667
1473,"HC_GEN0009",0.253333333333333,0.67
1473,"WI_FLYE191",0.134444444444444,0.804444444444445
1478,"HC_GEN0009",0.416666666666667,0.416666666666667
1478,"WI_FLYE191",0.234722222222222,0.651388888888889
1478,"WI_CMRU004",0.161944444444444,0.813333333333333
3100,"WI_CMRU004",0.416666666666667,0.416666666666667
3100,"WI_LVIT035",0.311111111111111,0.727777777777778
6180,"WI_FLYE057",0.416666666666667,0.416666666666667
6180,"WI_LVBR026",0.383333333333333,0.8
6367,"WI_CMCR005",0.416666666666667,0.416666666666667
6367,"WI_VRJM028",0.305555555555556,0.722222222222222
6372,"WI_CMPA006",0.416666666666667,0.416666666666667
6372,"WI_LVBR026",0.277777777777778,0.694444444444444
6372,"WI_ACBD013",0.183333333333333,0.877777777777778
6725,"WI_SCTH025",0.416666666666667,0.416666666666667
6725,"WI_CMCO021",0.166666666666667,0.583333333333333
6725,"WI_FLBD007",0.138888888888889,0.722222222222222
7088,"WI_CMLS010",0.416666666666667,0.416666666666667
7088,"HC_GEN0016",0.15,0.566666666666667
7088,"WI_CMNI016",0.144444444444444,0.711111111111111
7450,"WI_NTCO045",0.416666666666667,0.416666666666667
7450,"HC_GEN0016",0.166666666666667,0.583333333333333
7450,"WI_PHCO063",0.166666666666667,0.75
8191,"WI_CMMX017",0.416666666666667,0.416666666666667
8191,"WI_CMPA007",0.25,0.666666666666667
8191,"WI_VRAU003",0.166666666666667,0.833333333333333
8535,"WI_ANIT053",0.416666666666667,0.416666666666667
8535,"WI_NTCO045",0.388888888888889,0.805555555555556
8939,"WI_PHCA054",0.416666666666667,0.416666666666667
8939,"WI_LVIL004",0.291666666666667,0.708333333333333
9453,"WI_CLPT035",0.416666666666667,0.416666666666667
9453,"WI_CMDE037",0.272222222222222,0.688888888888889
9453,"WI_ACCO047",0.116666666666667,0.805555555555556
9649,"WI_VRMA023",0.416666666666667,0.416666666666667
9649,"WI_LVIL004",0.213888888888889,0.630555555555556
9649,"WI_CMSL008",0.138888888888889,0.769444444444444
9818,"WI_LVBW600",0.416666666666667,0.416666666666667
9818,"WI_PDRO011",0.277777777777778,0.694444444444444
9818,"WI_CMBR104",0.213888888888889,0.908333333333333
9999,"WI_LVBW600",0.416666666666667,0.416666666666667
9999,"WI_CMBR104",0.291666666666667,0.708333333333333
10213,"WI_FRRW010",0.416666666666667,0.416666666666667
10213,"WI_PLMZ004",0.173611111111111,0.590277777777778
10213,"WI_FRBR042",0.1375,0.727777777777778
10559,"WI_CMIL020",0.416666666666667,0.416666666666667
10559,"WI_PTLK003",0.208333333333333,0.625
10559,"HC_GEN0016",0.204166666666667,0.829166666666667
11446,"WI_ACVE012",0.416666666666667,0.416666666666667
11446,"WI_ACBR020",0.302777777777778,0.719444444444444
11649,"WI_FRBR042",0.416666666666667,0.416666666666667
11649,"WI_GLCF032",0.173611111111111,0.590277777777778
11649,"WI_ACGA005",0.152777777777778,0.743055555555556
11650,"WI_FRBR042",0.416666666666667,0.416666666666667
11650,"WI_GLCF032",0.173611111111111,0.590277777777778
11650,"WI_ACTH072",0.125,0.715277777777778
12004,"WI_FRBR042",0.416666666666667,0.416666666666667
12004,"WI_GLCF032",0.173611111111111,0.590277777777778
12004,"WI_ACTH072",0.152777777777778,0.743055555555556
12327,"WI_ALCO049",0.416666666666667,0.416666666666667
12327,"WI_ACLR008",0.244444444444444,0.661111111111111
12327,"WI_ACZR059",0.1,0.761111111111111
12338,"WI_ACBI011",0.416666666666667,0.416666666666667
12338,"WI_PTMY007",0.173611111111111,0.590277777777778
12338,"WI_LVBW600",0.166666666666667,0.756944444444444
12361,"WI_FRBR042",0.416666666666667,0.416666666666667
12361,"WI_GLCF032",0.173611111111111,0.590277777777778
12361,"WI_CMLS010",0.152777777777778,0.743055555555556
12367,"WI_FRBR042",0.416666666666667,0.416666666666667
12367,"WI_GLCF032",0.173611111111111,0.590277777777778
12367,"WI_FRBR036",0.111111111111111,0.701388888888889
12376,"WI_VRYE004",0.416666666666667,0.416666666666667
12376,"WI_CMMG030",0.173611111111111,0.590277777777778
12376,"WI_VRBW513",0.1375,0.727777777777778
12504,"WI_CMWS004",0.416666666666667,0.416666666666667
12504,"WI_ACGH009",0.2,0.616666666666667
12504,"WI_ANEC024",0.1875,0.804166666666667
12701,"WI_ACBI011",0.416666666666667,0.416666666666667
12701,"WI_PTMY007",0.173611111111111,0.590277777777778
12701,"WI_CMJM044",0.166666666666667,0.756944444444444
12735,"WI_PTBR113",0.416666666666667,0.416666666666667
12735,"WI_FRSR001",0.277777777777778,0.694444444444444
12735,"WI_VRYE004",0.133333333333333,0.827777777777778
12741,"WI_ACLR017",0.416666666666667,0.416666666666667
12741,"WI_PLUY017",0.194444444444444,0.611111111111111
12741,"WI_CMMG030",0.173611111111111,0.784722222222222
13613,"WI_PTMY007",0.416666666666667,0.416666666666667
13613,"WI_ACBR033",0.1,0.516666666666667
13613,"WI_ALID015",0.1,0.616666666666667
13613,"WI_FLBR002",0.1,0.716666666666667
13652,"WI_FRAO016",0.416666666666667,0.416666666666667
13652,"WI_FRCM010",0.283333333333333,0.7
13838,"WI_GLTH008",0.416666666666667,0.416666666666667
13838,"WI_ACVE012",0.383333333333333,0.8
13843,"HC_GEN0025",0.416666666666667,0.416666666666667
13843,"WI_ACUS029",0.166666666666667,0.583333333333333
13843,"WI_LVLS007",0.166666666666667,0.75
13964,"WI_NTBR008",0.416666666666667,0.416666666666667
13964,"WI_ACBR110",0.166666666666667,0.583333333333333
13964,"WI_PTMY007",0.158333333333333,0.741666666666667
14179,"WI_GLBW562",0.416666666666667,0.416666666666667
14179,"WI_PDFR033",0.204166666666667,0.620833333333333
14179,"WI_FLTH039",0.1875,0.808333333333333
14183,"WI_GLBW562",0.416666666666667,0.416666666666667
14183,"WI_LXCI018",0.194444444444444,0.611111111111111
14183,"WI_LVIL004",0.133333333333333,0.744444444444444
14303,"WI_FRCM010",0.416666666666667,0.416666666666667
14303,"WI_CMAM002",0.4,0.816666666666667
14488,"WI_VRVE015",0.416666666666667,0.416666666666667
14488,"WI_LVPA005",0.25,0.666666666666667
14488,"WI_LVIE022",0.166666666666667,0.833333333333333
14685,"WI_ACBR020",0.416666666666667,0.416666666666667
14685,"WI_ALIN006",0.208333333333333,0.625
14685,"WI_FRGA002",0.208333333333333,0.833333333333333
14736,"WI_ACVE012",0.416666666666667,0.416666666666667
14736,"WI_GLBD005",0.318055555555556,0.734722222222222
15058,"WI_ACBR003",0.416666666666667,0.416666666666667
15058,"WI_PTBR113",0.416666666666667,0.833333333333333
15245,"WI_FRCR012",0.416666666666667,0.416666666666667
15245,"WI_GLCO042",0.277777777777778,0.694444444444444
15245,"WI_NTBR075",0.194444444444444,0.888888888888889
15408,"WI_FRBR044",0.416666666666667,0.416666666666667
15408,"WI_ACPE019",0.233333333333333,0.65
15408,"WI_FLIT033",0.175,0.825
15464,"WI_LVBR054",0.416666666666667,0.416666666666667
15464,"WI_ARBW261",0.2125,0.629166666666667
15464,"WI_LVCM012",0.0944444444444444,0.723611111111111
15607,"WI_FRCR012",0.416666666666667,0.416666666666667
15607,"WI_GLCO042",0.277777777777778,0.694444444444444
15607,"WI_LPES004",0.133333333333333,0.827777777777778
15611,"WI_FRCR012",0.416666666666667,0.416666666666667
15611,"WI_GLCO042",0.277777777777778,0.694444444444444
15611,"WI_FLBW218",0.183333333333333,0.877777777777778
15765,"WI_PHUY040",0.416666666666667,0.416666666666667
15765,"WI_GLPH030",0.326388888888889,0.743055555555556
15974,"WI_ACPE004",0.416666666666667,0.416666666666667
