"CELL30M","SoilProfile","repre","acum"
6363,"WI_CMCR005",0.333333333333333,0.333333333333333
6363,"WI_NTCO045",0.25,0.583333333333333
6363,"WI_VRJM028",0.166666666666667,0.75
7831,"WI_CMMX017",0.333333333333333,0.333333333333333
7831,"HC_GEN0007",0.233333333333333,0.566666666666667
7831,"WI_CMPA007",0.2,0.766666666666667
8379,"WI_PHCN044",0.333333333333333,0.333333333333333
8379,"HC_GEN0007",0.138888888888889,0.472222222222222
8379,"HC_GEN0018",0.111111111111111,0.583333333333333
8379,"WI_PHUY054",0.0972222222222222,0.680555555555556
8379,"WI_NTUY050",0.0888888888888889,0.769444444444444
8393,"WI_CMMA003",0.333333333333333,0.333333333333333
8393,"WI_GLTH008",0.25,0.583333333333333
8393,"WI_CMSL008",0.222222222222222,0.805555555555556
8572,"WI_VRLB006",0.333333333333333,0.333333333333333
8572,"WI_GLBW562",0.222222222222222,0.555555555555556
8572,"WI_ACPE004",0.213888888888889,0.769444444444444
8748,"WI_ACPE004",0.333333333333333,0.333333333333333
8748,"WI_ACPA012",0.291666666666667,0.625
8748,"WI_ACNE008",0.222222222222222,0.847222222222222
8911,"WI_CMMX017",0.333333333333333,0.333333333333333
8911,"HC_GEN0011",0.2,0.533333333333333
8911,"WI_CMPA007",0.2,0.733333333333333
9087,"WI_CMTH046",0.333333333333333,0.333333333333333
9087,"WI_CMMX017",0.303030303030303,0.636363636363636
9087,"WI_CMPA007",0.181818181818182,0.818181818181818
9089,"HC_GEN0010",0.333333333333333,0.333333333333333
9089,"HC_GEN0011",0.222222222222222,0.555555555555556
9089,"WI_CLPT035",0.111111111111111,0.666666666666667
9089,"WI_ACBI011",0.1,0.766666666666667
9099,"WI_SNAR019",0.333333333333333,0.333333333333333
9099,"WI_ACVE010",0.166666666666667,0.5
9099,"WI_VRVE015",0.166666666666667,0.666666666666667
9099,"WI_FLYE132",0.122222222222222,0.788888888888889
9120,"WI_ACLS020",0.333333333333333,0.333333333333333
9120,"WI_LXID102",0.258333333333333,0.591666666666667
9120,"WI_CMYE094",0.2,0.791666666666667
9260,"WI_CMCR005",0.333333333333333,0.333333333333333
9260,"WI_CMJM040",0.233333333333333,0.566666666666667
9260,"WI_FLIN022",0.2,0.766666666666667
9282,"WI_PZTH051",0.333333333333333,0.333333333333333
9282,"WI_LVVE014",0.222222222222222,0.555555555555556
9282,"WI_PDFR033",0.2,0.755555555555556
9296,"WI_LVUS039",0.333333333333333,0.333333333333333
9296,"WI_ACSL005",0.222222222222222,0.555555555555556
9296,"WI_FRBR032",0.198611111111111,0.754166666666667
9449,"HC_GEN0011",0.333333333333333,0.333333333333333
9449,"HC_GEN0010",0.277777777777778,0.611111111111111
9449,"WI_CMMG023",0.144444444444444,0.755555555555556
9637,"WI_LVBW600",0.333333333333333,0.333333333333333
9637,"WI_CMMY024",0.311111111111111,0.644444444444444
9637,"WI_PDRO011",0.222222222222222,0.866666666666667
9641,"WI_LVBW600",0.333333333333333,0.333333333333333
9641,"WI_CMBR104",0.291666666666667,0.625
9641,"WI_GLBR006",0.125,0.75
9813,"WI_NTCO045",0.333333333333333,0.333333333333333
9813,"WI_FLSN002",0.222222222222222,0.555555555555556
9813,"WI_ANCO022",0.155555555555556,0.711111111111111
9816,"HC_GEN0010",0.333333333333333,0.333333333333333
9816,"WI_CMMY024",0.252777777777778,0.586111111111111
9816,"HC_GEN0011",0.222222222222222,0.808333333333333
9838,"WI_PZNL010",0.333333333333333,0.333333333333333
9838,"WI_SNBR084",0.229166666666667,0.5625
9838,"WI_VRMA023",0.1875,0.75
9841,"WI_ACLS020",0.333333333333333,0.333333333333333
9841,"WI_CMYE094",0.2,0.533333333333333
9841,"WI_PZNL010",0.2,0.733333333333333
10009,"WI_RGYE236",0.333333333333333,0.333333333333333
10009,"WI_CLBW850",0.222222222222222,0.555555555555556
10009,"WI_LVPA014",0.216666666666667,0.772222222222222
10200,"WI_VRMA023",0.333333333333333,0.333333333333333
10200,"WI_NTCO002",0.227777777777778,0.561111111111111
10200,"WI_CMPT019",0.130555555555556,0.691666666666667
10200,"WI_CLYE272",0.0916666666666667,0.783333333333333
10373,"WI_VRMA023",0.333333333333333,0.333333333333333
10373,"WI_LVPA014",0.244444444444444,0.577777777777778
10373,"WI_FLSN005",0.172222222222222,0.75
10571,"WI_FRRW010",0.333333333333333,0.333333333333333
10571,"WI_FRSR007",0.266666666666667,0.6
10571,"WI_ACBJ002",0.261111111111111,0.861111111111111
11064,"WI_CMTH046",0.333333333333333,0.333333333333333
11064,"WI_ACBR060",0.233333333333333,0.566666666666667
11064,"WI_GLZM019",0.233333333333333,0.8
11096,"WI_GLCU001",0.333333333333333,0.333333333333333
11096,"WI_PTBR113",0.204166666666667,0.5375
11096,"WI_ACVE011",0.194444444444444,0.731944444444444
11113,"WI_ACZR049",0.333333333333333,0.333333333333333
11113,"WI_FRMY004",0.333333333333333,0.666666666666667
11113,"WI_FRSR007",0.2,0.866666666666667
11449,"WI_VRMA023",0.333333333333333,0.333333333333333
11449,"WI_LVUS039",0.2,0.533333333333333
11449,"WI_FRBR032",0.155555555555556,0.688888888888889
11449,"WI_ACSL005",0.133333333333333,0.822222222222222
11476,"WI_ACZR049",0.333333333333333,0.333333333333333
11476,"WI_FRMY004",0.333333333333333,0.666666666666667
11476,"WI_FRCR012",0.166666666666667,0.833333333333333
11605,"WI_ANIT069",0.333333333333333,0.333333333333333
11605,"HC_GEN0011",0.2,0.533333333333333
11605,"WI_CMWS004",0.138888888888889,0.672222222222222
11605,"WI_ACGH009",0.0833333333333333,0.755555555555556
11656,"WI_FRCR012",0.333333333333333,0.333333333333333
11656,"WI_FRZM007",0.233333333333333,0.566666666666667
11656,"WI_ACZR049",0.166666666666667,0.733333333333333
11783,"WI_CMWS004",0.333333333333333,0.333333333333333
11783,"WI_ANEC004",0.288888888888889,0.622222222222222
11783,"WI_ANCM040",0.173611111111111,0.795833333333333
11799,"WI_ACBI011",0.333333333333333,0.333333333333333
11799,"WI_PHUY072",0.222222222222222,0.555555555555556
11799,"WI_PTMY007",0.138888888888889,0.694444444444444
11799,"WI_PZTH051",0.133333333333333,0.827777777777778
11822,"WI_ACTH072",0.333333333333333,0.333333333333333
11822,"WI_FRBR039",0.333333333333333,0.666666666666667
11822,"WI_FRBR042",0.2,0.866666666666667
11825,"WI_FRBR042",0.333333333333333,0.333333333333333
11825,"WI_ACTH072",0.222222222222222,0.555555555555556
11825,"WI_FRBR039",0.222222222222222,0.777777777777778
11828,"WI_ACTH072",0.333333333333333,0.333333333333333
11828,"WI_FRBR039",0.333333333333333,0.666666666666667
11828,"WI_FRZM007",0.1,0.766666666666667
11976,"WI_ACBI011",0.333333333333333,0.333333333333333
11976,"WI_FRRW010",0.138888888888889,0.472222222222222
11976,"WI_PTMY007",0.138888888888889,0.611111111111111
11976,"WI_ACUS038",0.1,0.711111111111111
11986,"WI_ANEC024",0.333333333333333,0.333333333333333
11986,"WI_ACPE020",0.233333333333333,0.566666666666667
11986,"WI_CMCN029",0.233333333333333,0.8
12013,"WI_ACTH072",0.333333333333333,0.333333333333333
12013,"WI_FRBR039",0.333333333333333,0.666666666666667
12013,"WI_FRZM007",0.15,0.816666666666667
12156,"WI_ACBI011",0.333333333333333,0.333333333333333
12156,"WI_LVBW600",0.15,0.483333333333333
12156,"WI_PTMY007",0.138888888888889,0.622222222222222
12156,"WI_FRRW010",0.104166666666667,0.726388888888889
12190,"WI_FRBR042",0.333333333333333,0.333333333333333
12190,"WI_CMLS010",0.222222222222222,0.555555555555556
12190,"WI_LVCM012",0.155555555555556,0.711111111111111
12332,"WI_ACBR110",0.333333333333333,0.333333333333333
12332,"WI_NTMX005",0.258333333333333,0.591666666666667
12332,"WI_PLRO012",0.25,0.841666666666667
12356,"WI_LVDE014",0.333333333333333,0.333333333333333
12356,"WI_CMCN035",0.222222222222222,0.555555555555556
12356,"WI_ALID007",0.198611111111111,0.754166666666667
12363,"WI_CMLS010",0.333333333333333,0.333333333333333
12363,"WI_LVCM012",0.233333333333333,0.566666666666667
12363,"WI_FRBR042",0.2,0.766666666666667
12509,"WI_RGTG002",0.333333333333333,0.333333333333333
12509,"WI_ACBR110",0.222222222222222,0.555555555555556
12509,"WI_ALCO049",0.133333333333333,0.688888888888889
12509,"WI_ACLR008",0.0888888888888889,0.777777777777778
12696,"WI_ACBI011",0.333333333333333,0.333333333333333
12696,"WI_LVBW600",0.166666666666667,0.5
12696,"WI_PTMY007",0.138888888888889,0.638888888888889
12696,"WI_PDRO011",0.111111111111111,0.75
12752,"WI_CMMG030",0.333333333333333,0.333333333333333
12752,"WI_CMBR112",0.283333333333333,0.616666666666667
12752,"WI_FRZR027",0.166666666666667,0.783333333333333
12862,"WI_ACGH009",0.333333333333333,0.333333333333333
12862,"WI_CMWS004",0.222222222222222,0.555555555555556
12862,"WI_RGCR020",0.166666666666667,0.722222222222222
12921,"WI_ACLR017",0.333333333333333,0.333333333333333
12921,"WI_CMMG030",0.138888888888889,0.472222222222222
12921,"WI_LXCI018",0.116666666666667,0.588888888888889
12921,"WI_FRBR038",0.1,0.688888888888889
12921,"WI_PTBR094",0.0833333333333333,0.772222222222222
13075,"WI_FLTH036",0.333333333333333,0.333333333333333
13075,"WI_ALID007",0.322222222222222,0.655555555555556
13075,"WI_PZSR004",0.0833333333333333,0.738888888888889
13243,"WI_NTBR008",0.333333333333333,0.333333333333333
13243,"WI_ACBR110",0.133333333333333,0.466666666666667
13243,"WI_ACLS020",0.1,0.566666666666667
13243,"WI_PTMY007",0.1,0.666666666666667
13243,"WI_FLEC020",0.0916666666666667,0.758333333333333
13417,"WI_LXCI018",0.333333333333333,0.333333333333333
13417,"WI_GLCF022",0.225,0.558333333333333
13417,"WI_ALIN006",0.2,0.758333333333333
13584,"WI_PTMY007",0.333333333333333,0.333333333333333
13584,"WI_ACLS021",0.222222222222222,0.555555555555556
13584,"WI_LPCF010",0.2,0.755555555555556
13627,"WI_FLTH039",0.333333333333333,0.333333333333333
13627,"WI_KSCA037",0.2,0.533333333333333
13627,"WI_VRPT010",0.2,0.733333333333333
13780,"WI_CMBR100",0.333333333333333,0.333333333333333
13780,"WI_GLBR006",0.208333333333333,0.541666666666667
13780,"WI_ACBR015",0.166666666666667,0.708333333333333
13962,"WI_CMBR100",0.333333333333333,0.333333333333333
13962,"WI_GLBR006",0.208333333333333,0.541666666666667
13962,"WI_ACBR015",0.166666666666667,0.708333333333333
14128,"WI_PTMY007",0.333333333333333,0.333333333333333
14128,"WI_ACLS021",0.231944444444444,0.565277777777778
14128,"WI_FRBR039",0.166666666666667,0.731944444444444
14135,"WI_CMBR100",0.333333333333333,0.333333333333333
14135,"WI_GLBR006",0.208333333333333,0.541666666666667
14135,"WI_ACBR015",0.166666666666667,0.708333333333333
14340,"WI_FLTH039",0.333333333333333,0.333333333333333
14340,"WI_KSCA037",0.2,0.533333333333333
14340,"WI_GLCU001",0.133333333333333,0.666666666666667
14340,"WI_LVBJ003",0.1,0.766666666666667
14539,"WI_GLBW562",0.333333333333333,0.333333333333333
14539,"WI_PDFR033",0.3,0.633333333333333
14539,"WI_NTBR075",0.183333333333333,0.816666666666667
14553,"WI_GLBD005",0.333333333333333,0.333333333333333
14553,"WI_FLLK008",0.25,0.583333333333333
14553,"WI_ACNE012",0.15,0.733333333333333
14559,"WI_PTLK003",0.333333333333333,0.333333333333333
14559,"WI_GLBD005",0.166666666666667,0.5
14559,"WI_PDUS015",0.166666666666667,0.666666666666667
14559,"WI_LXCI018",0.1625,0.829166666666667
14682,"WI_KSCA037",0.333333333333333,0.333333333333333
14682,"WI_ACVE010",0.166666666666667,0.5
14682,"WI_CMCF004",0.166666666666667,0.666666666666667
14682,"WI_CMCU011",0.166666666666667,0.833333333333333
14861,"WI_KSCA037",0.333333333333333,0.333333333333333
14861,"WI_ACVE010",0.166666666666667,0.5
14861,"WI_CMCF004",0.166666666666667,0.666666666666667
14861,"WI_CMCU011",0.166666666666667,0.833333333333333
14862,"WI_KSCA037",0.333333333333333,0.333333333333333
14862,"WI_ACVE010",0.166666666666667,0.5
14862,"WI_CMCF004",0.166666666666667,0.666666666666667
14862,"WI_CMCU011",0.166666666666667,0.833333333333333
15215,"WI_FLFJ001",0.333333333333333,0.333333333333333
15215,"WI_ALKR011",0.268055555555556,0.601388888888889
15215,"WI_LVAL029",0.0888888888888889,0.690277777777778
15215,"WI_LVBW559",0.0888888888888889,0.779166666666667
15228,"WI_ACPE019",0.333333333333333,0.333333333333333
15228,"WI_FLIT033",0.25,0.583333333333333
15228,"WI_FRBR078",0.25,0.833333333333333
15277,"WI_LVBR054",0.333333333333333,0.333333333333333
15277,"WI_PTLK003",0.277777777777778,0.611111111111111
15277,"WI_GLBD005",0.183333333333333,0.794444444444444
15430,"WI_FRCR012",0.333333333333333,0.333333333333333
15430,"WI_GLCO042",0.222222222222222,0.555555555555556
15430,"WI_FLBW218",0.183333333333333,0.738888888888889
15642,"WI_LVCM011",0.333333333333333,0.333333333333333
15642,"WI_SCIL032",0.155555555555556,0.488888888888889
15642,"WI_ATYE276",0.111111111111111,0.6
15642,"WI_RGYE236",0.111111111111111,0.711111111111111
15775,"WI_LVLS007",0.333333333333333,0.333333333333333
15775,"WI_FRCM010",0.25,0.583333333333333
15775,"HC_GEN0025",0.166666666666667,0.75
15824,"WI_SCIL032",0.333333333333333,0.333333333333333
15824,"WI_LXNG008",0.208333333333333,0.541666666666667
15824,"WI_PLFR039",0.191666666666667,0.733333333333333
15929,"WI_ACLR011",0.333333333333333,0.333333333333333
15929,"WI_CMCR005",0.222222222222222,0.555555555555556
15929,"WI_NTUY050",0.138888888888889,0.694444444444444
15929,"WI_CMBJ008",0.0833333333333333,0.777777777777778
16134,"WI_CMSL008",0.333333333333333,0.333333333333333
16134,"WI_LPBI001",0.222222222222222,0.555555555555556
16134,"WI_NTMY019",0.222222222222222,0.777777777777778
16348,"WI_FRCM010",0.333333333333333,0.333333333333333
16348,"WI_ACNE008",0.25,0.583333333333333
16348,"WI_CMYE118",0.25,0.833333333333333
16355,"WI_KSAR025",0.333333333333333,0.333333333333333
16355,"WI_NTBR056",0.208333333333333,0.541666666666667
16355,"WI_ACGH004",0.166666666666667,0.708333333333333
16468,"WI_FLYE199",0.333333333333333,0.333333333333333
16468,"WI_ANPE024",0.294444444444444,0.627777777777778
16468,"WI_LPPL002",0.136111111111111,0.763888888888889
16481,"WI_KSCA037",0.333333333333333,0.333333333333333
16481,"WI_ANCM051",0.255555555555556,0.588888888888889
16481,"WI_GLBR095",0.155555555555556,0.744444444444444
16528,"WI_FRCM010",0.333333333333333,0.333333333333333
16528,"WI_ACNE008",0.25,0.583333333333333
16528,"WI_CMYE118",0.25,0.833333333333333
16533,"WI_ACBJ002",0.333333333333333,0.333333333333333
16533,"WI_LVTH044",0.266666666666667,0.6
16533,"WI_FRUG005",0.222222222222222,0.822222222222222
16708,"WI_FRCM010",0.333333333333333,0.333333333333333
16708,"WI_ACNE008",0.25,0.583333333333333
16708,"WI_CMYE118",0.25,0.833333333333333
16888,"WI_FRCM010",0.333333333333333,0.333333333333333
16888,"WI_ACNE008",0.25,0.583333333333333
16888,"WI_CMYE118",0.25,0.833333333333333
17015,"WI_LVIE022",0.333333333333333,0.333333333333333
17015,"WI_LXCI009",0.2,0.533333333333333
17015,"WI_PHAR039",0.2,0.733333333333333
17045,"WI_NTUY050",0.333333333333333,0.333333333333333
17045,"WI_FRBR038",0.25,0.583333333333333
17045,"WI_RGTG002",0.25,0.833333333333333
17064,"WI_ACBJ002",0.333333333333333,0.333333333333333
17064,"WI_LVCM012",0.222222222222222,0.555555555555556
17064,"WI_LXCI018",0.15,0.705555555555555
17199,"WI_CMMA003",0.333333333333333,0.333333333333333
17199,"WI_ACBR106",0.2,0.533333333333333
17199,"WI_ANMX006",0.2,0.733333333333333
17244,"WI_ACBJ002",0.333333333333333,0.333333333333333
17244,"WI_CMVE017",0.233333333333333,0.566666666666667
17244,"WI_LVCM012",0.222222222222222,0.788888888888889
17373,"WI_LPES003",0.333333333333333,0.333333333333333
17373,"WI_ANCM051",0.2,0.533333333333333
17373,"WI_ANPE024",0.180555555555556,0.713888888888889
17379,"WI_CMMA003",0.333333333333333,0.333333333333333
17379,"WI_ACBR106",0.2,0.533333333333333
17379,"WI_LXCI009",0.166666666666667,0.7
17391,"WI_PHUY057",0.333333333333333,0.333333333333333
17391,"WI_LVJM046",0.166666666666667,0.5
17391,"WI_LVLS007",0.166666666666667,0.666666666666667
17391,"WI_SCIL033",0.166666666666667,0.833333333333333
17402,"WI_PHCR017",0.333333333333333,0.333333333333333
17402,"WI_ACBI011",0.222222222222222,0.555555555555556
17402,"WI_NTUY050",0.205555555555556,0.761111111111111
17786,"WI_FRZM012",0.333333333333333,0.333333333333333
17786,"WI_CMMZ006",0.2,0.533333333333333
17786,"WI_CMPE006",0.133333333333333,0.666666666666667
17786,"WI_CMPT024",0.133333333333333,0.8
17798,"WI_ACVE010",0.333333333333333,0.333333333333333
17798,"WI_ACPA012",0.180555555555556,0.513888888888889
17798,"WI_FRBR035",0.166666666666667,0.680555555555556
17798,"WI_LVVE014",0.152777777777778,0.833333333333333
17917,"WI_ARBW222",0.333333333333333,0.333333333333333
17917,"WI_FLYE199",0.266666666666667,0.6
17917,"WI_GRCA084",0.222222222222222,0.822222222222222
17919,"WI_RGEC023",0.333333333333333,0.333333333333333
17919,"WI_ACPA004",0.244444444444444,0.577777777777778
17919,"WI_NTUY050",0.177777777777778,0.755555555555556
17958,"WI_LXCI018",0.333333333333333,0.333333333333333
17958,"WI_FRBR051",0.166666666666667,0.5
17958,"WI_PLUY017",0.138888888888889,0.638888888888889
17958,"WI_GLBD005",0.0833333333333333,0.722222222222222
17977,"WI_FRUG001",0.333333333333333,0.333333333333333
17977,"WI_FRGA003",0.266666666666667,0.6
17977,"WI_CMKE005",0.111111111111111,0.711111111111111
18152,"HC_GEN0016",0.333333333333333,0.333333333333333
18152,"WI_PTLK003",0.222222222222222,0.555555555555556
18152,"WI_CMMZ006",0.133333333333333,0.688888888888889
18152,"WI_FRZM077",0.133333333333333,0.822222222222222
18311,"WI_FRBR051",0.333333333333333,0.333333333333333
18311,"HC_GEN0025",0.166666666666667,0.5
18311,"WI_ARZR045",0.166666666666667,0.666666666666667
18311,"WI_FRBR044",0.166666666666667,0.833333333333333
18327,"WI_CMMZ006",0.333333333333333,0.333333333333333
18327,"WI_CMPT024",0.222222222222222,0.555555555555556
18327,"WI_CMPH061",0.111111111111111,0.666666666666667
18327,"WI_GLCF032",0.111111111111111,0.777777777777778
18480,"WI_LVLS007",0.333333333333333,0.333333333333333
18480,"WI_VRPT010",0.2,0.533333333333333
18480,"WI_LXBR099",0.133333333333333,0.666666666666667
18480,"WI_FRZM001",0.0666666666666667,0.733333333333333
18494,"WI_FRBR051",0.333333333333333,0.333333333333333
18494,"HC_GEN0025",0.166666666666667,0.5
18494,"WI_ARZR045",0.166666666666667,0.666666666666667
18494,"WI_FRBR044",0.166666666666667,0.833333333333333
18496,"WI_FRBR051",0.333333333333333,0.333333333333333
18496,"HC_GEN0025",0.2,0.533333333333333
18496,"WI_ARZR045",0.166666666666667,0.7
18514,"HC_GEN0016",0.333333333333333,0.333333333333333
18514,"WI_PTLK003",0.222222222222222,0.555555555555556
18514,"WI_FRUG001",0.216666666666667,0.772222222222222
18645,"WI_LVLS007",0.333333333333333,0.333333333333333
18645,"WI_CMMA003",0.25,0.583333333333333
18645,"WI_CMCU011",0.2125,0.795833333333333
18821,"WI_CMMA003",0.333333333333333,0.333333333333333
18821,"HC_GEN0018",0.233333333333333,0.566666666666667
18821,"WI_CMYE093",0.222222222222222,0.788888888888889
18825,"WI_LVBW735",0.333333333333333,0.333333333333333
18825,"WI_CMMA003",0.316666666666667,0.65
18825,"WI_LVCM012",0.111111111111111,0.761111111111111
18873,"HC_GEN0016",0.333333333333333,0.333333333333333
18873,"WI_FLCO061",0.261111111111111,0.594444444444444
18873,"WI_PTLK003",0.222222222222222,0.816666666666667
18874,"WI_FRUG001",0.333333333333333,0.333333333333333
18874,"HC_GEN0016",0.266666666666667,0.6
18874,"WI_PTLK003",0.177777777777778,0.777777777777778
19021,"WI_PLAR020",0.333333333333333,0.333333333333333
19021,"WI_LVBW811",0.25,0.583333333333333
19021,"WI_LVES010",0.125,0.708333333333333
19031,"WI_FRAO009",0.333333333333333,0.333333333333333
19031,"WI_FRBR051",0.316666666666667,0.65
19031,"HC_GEN0025",0.116666666666667,0.766666666666667
19046,"WI_FRBR051",0.333333333333333,0.333333333333333
19046,"WI_FRBR049",0.225,0.558333333333333
19046,"WI_LXCI018",0.225,0.783333333333333
19047,"WI_FRBR051",0.333333333333333,0.333333333333333
19047,"WI_FRBR049",0.25,0.583333333333333
19047,"WI_LXCI018",0.25,0.833333333333333
19054,"WI_FRUG001",0.333333333333333,0.333333333333333
19054,"HC_GEN0016",0.266666666666667,0.6
19054,"WI_PTLK003",0.177777777777778,0.777777777777778
19206,"WI_FLNE001",0.333333333333333,0.333333333333333
19206,"WI_FRKE009",0.233333333333333,0.566666666666667
19206,"WI_RGCR020",0.111111111111111,0.677777777777778
19206,"WI_ACMG021",0.1,0.777777777777778
19368,"WI_VRAO029",0.333333333333333,0.333333333333333
19368,"HC_GEN0007",0.25,0.583333333333333
19368,"WI_CMTR017",0.25,0.833333333333333
19413,"HC_GEN0016",0.333333333333333,0.333333333333333
19413,"WI_FRUG001",0.266666666666667,0.6
19413,"WI_PTLK003",0.222222222222222,0.822222222222222
19414,"WI_FRUG001",0.333333333333333,0.333333333333333
19414,"HC_GEN0016",0.266666666666667,0.6
19414,"WI_PTLK003",0.177777777777778,0.777777777777778
19550,"WI_VRAO029",0.333333333333333,0.333333333333333
19550,"HC_GEN0007",0.25,0.583333333333333
19550,"WI_CMTR017",0.25,0.833333333333333
19921,"WI_LVES010",0.333333333333333,0.333333333333333
19921,"WI_CMTR018",0.233333333333333,0.566666666666667
19921,"WI_FRBR067",0.116666666666667,0.683333333333333
19921,"WI_SCTZ082",0.116666666666667,0.8
19953,"WI_FRUG001",0.333333333333333,0.333333333333333
19953,"WI_LXNG008",0.25,0.583333333333333
19953,"WI_CMKE005",0.194444444444444,0.777777777777778
20085,"WI_LVLS007",0.333333333333333,0.333333333333333
20085,"WI_LVPA014",0.2,0.533333333333333
20085,"WI_CMCU011",0.133333333333333,0.666666666666667
20085,"WI_SCTH025",0.102777777777778,0.769444444444444
20128,"WI_FRUG001",0.333333333333333,0.333333333333333
20128,"WI_FLPE011",0.266666666666667,0.6
20128,"WI_ANCL005",0.177777777777778,0.777777777777778
20131,"WI_FRZR008",0.333333333333333,0.333333333333333
20131,"WI_ACGA010",0.25,0.583333333333333
20131,"WI_GLZR033",0.25,0.833333333333333
20276,"WI_CMCO067",0.333333333333333,0.333333333333333
20276,"WI_PHCO063",0.2,0.533333333333333
20276,"WI_CHUS035",0.133333333333333,0.666666666666667
20276,"WI_GLEC019",0.122222222222222,0.788888888888889
20294,"WI_FLCO061",0.333333333333333,0.333333333333333
20294,"HC_GEN0025",0.188888888888889,0.522222222222222
20294,"WI_NTCL017",0.15,0.672222222222222
20294,"WI_LVBW400",0.133333333333333,0.805555555555556
20479,"WI_ACBJ002",0.333333333333333,0.333333333333333
20479,"WI_FRAO009",0.2,0.533333333333333
20479,"WI_ACGA010",0.166666666666667,0.7
20638,"WI_RGCR020",0.333333333333333,0.333333333333333
20638,"WI_LVTR021",0.233333333333333,0.566666666666667
20638,"WI_GLEC019",0.155555555555556,0.722222222222222
20835,"WI_FLPE011",0.333333333333333,0.333333333333333
20835,"WI_FRBR051",0.283333333333333,0.616666666666667
20835,"WI_ANMX006",0.25,0.866666666666667
21542,"WI_ACVE010",0.333333333333333,0.333333333333333
21542,"WI_FLZR032",0.2,0.533333333333333
21542,"WI_CMYE116",0.166666666666667,0.7
21722,"WI_ACVE010",0.333333333333333,0.333333333333333
21722,"WI_FLZR032",0.2,0.533333333333333
21722,"WI_SCJO011",0.166666666666667,0.7
21734,"WI_FLPE011",0.333333333333333,0.333333333333333
21734,"WI_FRBR051",0.283333333333333,0.616666666666667
21734,"WI_ANMX006",0.25,0.866666666666667
21739,"WI_FRAO009",0.333333333333333,0.333333333333333
21739,"WI_FRZR008",0.233333333333333,0.566666666666667
21739,"WI_ACGA010",0.175,0.741666666666667
21740,"WI_FRZR008",0.333333333333333,0.333333333333333
21740,"WI_ACGA010",0.25,0.583333333333333
21740,"WI_GLZR033",0.25,0.833333333333333
21882,"WI_FRCM010",0.333333333333333,0.333333333333333
21882,"WI_PHCR018",0.333333333333333,0.666666666666667
21882,"WI_FLYE132",0.152777777777778,0.819444444444444
21889,"WI_KSAR025",0.333333333333333,0.333333333333333
21889,"WI_LVBW685",0.2,0.533333333333333
21889,"WI_RGCR020",0.166666666666667,0.7
22063,"WI_FLYE132",0.333333333333333,0.333333333333333
22063,"HC_GEN0018",0.2,0.533333333333333
22063,"WI_ARIN007",0.166666666666667,0.7
22066,"WI_ARIN007",0.333333333333333,0.333333333333333
22066,"HC_GEN0007",0.2,0.533333333333333
22066,"WI_LVPK030",0.133333333333333,0.666666666666667
22066,"WI_FLYE132",0.0833333333333333,0.75
22087,"HC_GEN0025",0.333333333333333,0.333333333333333
22087,"WI_PHCN044",0.183333333333333,0.516666666666667
22087,"WI_ACBD013",0.172222222222222,0.688888888888889
22087,"WI_PLFR039",0.0833333333333333,0.772222222222222
22091,"WI_FRAO009",0.333333333333333,0.333333333333333
22091,"WI_FRBR051",0.25,0.583333333333333
22091,"WI_FLPE011",0.222222222222222,0.805555555555556
22425,"WI_FLYE132",0.333333333333333,0.333333333333333
22425,"HC_GEN0018",0.2,0.533333333333333
22425,"WI_ARIN007",0.166666666666667,0.7
22430,"WI_KSAR025",0.333333333333333,0.333333333333333
22430,"WI_LVBW685",0.2,0.533333333333333
22430,"HC_GEN0018",0.133333333333333,0.666666666666667
22430,"WI_FLBD004",0.1,0.766666666666667
22441,"WI_SCJO011",0.333333333333333,0.333333333333333
22441,"WI_KSAR025",0.2,0.533333333333333
22441,"WI_GLEC019",0.183333333333333,0.716666666666667
22609,"WI_ARIN007",0.333333333333333,0.333333333333333
22609,"HC_GEN0007",0.2,0.533333333333333
22609,"WI_CLBW851",0.133333333333333,0.666666666666667
22609,"WI_KSAR025",0.111111111111111,0.777777777777778
22625,"WI_VRCR028",0.333333333333333,0.333333333333333
22625,"WI_FRMG024",0.2,0.533333333333333
22625,"WI_FRCO006",0.133333333333333,0.666666666666667
22625,"WI_GLFR021",0.0833333333333333,0.75
22794,"WI_PLAR020",0.333333333333333,0.333333333333333
22794,"WI_FLEC020",0.291666666666667,0.625
22794,"WI_GLEC019",0.175,0.8
22815,"WI_CMPH004",0.333333333333333,0.333333333333333
22815,"WI_CMRU005",0.225,0.558333333333333
22815,"WI_LVCM012",0.1,0.658333333333333
22815,"WI_PHUY065",0.1,0.758333333333333
22960,"WI_FLYE132",0.333333333333333,0.333333333333333
22960,"HC_GEN0018",0.2,0.533333333333333
22960,"WI_ACZM085",0.166666666666667,0.7
23889,"WI_PHUY030",0.333333333333333,0.333333333333333
23889,"WI_PHUY066",0.222222222222222,0.555555555555556
23889,"WI_VRUY063",0.2,0.755555555555556
24056,"WI_CMUS084",0.333333333333333,0.333333333333333
24056,"WI_PHAR015",0.2,0.533333333333333
24056,"WI_LVUS022",0.152777777777778,0.686111111111111
24056,"WI_FLYE033",0.133333333333333,0.819444444444444
24248,"WI_PHUY030",0.333333333333333,0.333333333333333
24248,"WI_PHRO006",0.311111111111111,0.644444444444444
24248,"WI_PHUY066",0.222222222222222,0.866666666666667
24595,"WI_LVUS022",0.333333333333333,0.333333333333333
