"ICRISAT_ac","Table_name","Mission_co","Collectors","Alternate_","Local_name","Species_nu","Cultivar_n","Biological","Donor_coop","Donor_coun","Date_recei","Date_of_co","Source_cou","Province","Location","Latitude","Longitude","Elevation","Genus","Species","Sauthor","Subsp","UID","IS_UNIQUE","TEST_TRAIN","GS1_P","GS1_T","GS1_N","GS1_X","GS2_P","GS2_T","GS2_N","GS2_X","GS3_P","GS3_T","GS3_N","GS3_X","GS4_P","GS4_T","GS4_N","GS4_X","GS5_P","GS5_T","GS5_N","GS5_X","GS6_P","GS6_T","GS6_N","GS6_X","GS7_P","GS7_T","GS7_N","GS7_X","GS8_P","GS8_T","GS8_N","GS8_X","GS9_P","GS9_T","GS9_N","GS9_X","GS10_P","GS10_T","GS10_N","GS10_X","GS11_P","GS11_T","GS11_N","GS11_X","GS12_P","GS12_T","GS12_N","GS12_X","MEAN_P","MODE_P","MAX_P","MIN_P","MEAN_T","MODE_T","MAX_T","MIN_T","MEAN_N","MODE_N","MAX_N","MIN_N","MEAN_X","MODE_X","MAX_X","MIN_X"
4664,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Dagri dahere",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Maharashtra","Ahmednagar",19.08,74.730003,649,"Sorghum","bicolor","(L.) Moench","bicolor",7699,TRUE,"TRAIN",123,266.333333333333,186.166666666667,346.166666666667,212,274.166666666667,201.833333333333,346,299,277.666666666667,213.333333333333,341.5,450,274.833333333333,217.333333333333,331.833333333333,516,267,213,320.5,514,252.666666666667,199.5,305.166666666667,438,240.166666666667,182.333333333333,297.333333333333,349,232.333333333333,166.666666666667,297.5,262,228.833333333333,155.166666666667,302,111,231.666666666667,151.166666666667,311.666666666667,45,239.5,155.5,323,47,253.833333333333,169,338.333333333333,280.5,406.40075790566,516,45,253.25,237.108628473670,277.666666666667,228.833333333333,184.25,163.998623908764,217.333333333333,151.166666666667,321.75,305.606201184977,346.166666666667,297.333333333333
40814,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 157","","Desi jowar",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","01/30/1996","IND","Maharashtra","Dhamuri; Ahmednagar",19.09,74.739998,530,"Sorghum","bicolor","(L.) Moench","bicolor",7708,TRUE,"TEST",123,266.333333333333,186.166666666667,346.166666666667,212,274.166666666667,201.833333333333,346,299,277.666666666667,213.333333333333,341.5,450,274.833333333333,217.333333333333,331.833333333333,516,267,213,320.5,514,252.666666666667,199.5,305.166666666667,438,240.166666666667,182.333333333333,297.333333333333,349,232.333333333333,166.666666666667,297.5,262,228.833333333333,155.166666666667,302,111,231.666666666667,151.166666666667,311.666666666667,45,239.5,155.5,323,47,253.833333333333,169,338.333333333333,280.5,406.40075790566,516,45,253.25,237.108628473670,277.666666666667,228.833333333333,184.25,163.998623908764,217.333333333333,151.166666666667,321.75,305.606201184977,346.166666666667,297.333333333333
22014,"ICRISATSOSORGHUM","ICRISAT-MISN-061","PR 4870","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/17/1980","02/06/1980","IND","Tamil Nadu","Jagadalpur",19.09,82.029999,0,"Sorghum","bicolor","(L.) Moench","bicolor",7711,TRUE,"TEST",383,265,192.833333333333,336.833333333333,731,273.833333333333,211,336.333333333333,1096,278.166666666667,223.833333333333,332,1302,276.833333333333,230,323.333333333333,1351,268.666666666667,226,311,1298,251.833333333333,209.333333333333,294.166666666667,1074,236.333333333333,188.666666666667,284,726,227.5,170.5,284.5,361,223.166666666667,157.666666666667,288.833333333333,155,224.5,151.5,297.5,106,232.666666666667,155.5,309.833333333333,159,249.5,172.166666666667,326.666666666667,728.5,297.898930040038,1351,106,250.666666666667,231.684748584572,278.166666666667,223.166666666667,190.75,166.759019665467,230,151.5,310.416666666667,292.990994731904,336.833333333333,284
32499,"ICRISATSOSORGHUM","ICRISAT-MISN-136","AKG 336","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/27/1986","11/24/1986","IND","Madhya Pradesh","Nagarnar; Bastar",19.1,82.18,580,"Sorghum","bicolor","(L.) Moench","bicolor",7720,TRUE,"TRAIN",376,264.666666666667,194.833333333333,334.166666666667,736,273.5,212.333333333333,334.333333333333,1105,277.5,224.5,330,1317,276.333333333333,230.5,321.666666666667,1367,268.5,226.666666666667,309.833333333333,1314,252,210.333333333333,293.333333333333,1095,236.666666666667,190,283,735,227.833333333333,172.5,282.833333333333,366,223.833333333333,160.333333333333,287.166666666667,154,225,154.333333333333,295.5,104,232.833333333333,158.166666666667,307.333333333333,157,249.333333333333,174.5,323.833333333333,735.5,298.262021274183,1367,104,250.666666666667,232.084934466398,277.5,223.833333333333,192.416666666667,169.123485016465,230.5,154.333333333333,308.583333333333,291.536226156844,334.333333333333,282.833333333333
17962,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 549","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/28/1978","11/06/1977","IND","Maharashtra","Nanded",19.15,77.330002,346,"Sorghum","bicolor","(L.) Moench","bicolor",7724,TRUE,"TRAIN",196,290.333333333333,215.666666666667,364.5,444,298.5,229.833333333333,366.666666666667,672,300.666666666667,239,361.833333333333,860,297,241.5,351.833333333333,910,286.833333333333,234,338.833333333333,912,267.5,214.5,319.833333333333,769,251.833333333333,195.5,307.333333333333,521,243.666666666667,181.333333333333,305.166666666667,293,241.5,172.166666666667,310,105,245.166666666667,169.666666666667,320,55,255.333333333333,177.166666666667,333,53,274.666666666667,196.666666666667,352,482.5,187.555660817515,912,53,271.083333333333,250.345959078928,300.666666666667,241.5,205.583333333333,182.848124224995,241.5,169.666666666667,335.916666666667,316.387872601478,366.666666666667,305.166666666667
17908,"ICRISATSOSORGHUM","ICRISAT-MISN-022","KEP 241","","Jonnaveedu",3562,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/02/1977","01/17/1977","IND","Orissa","Jonnaveedu",19.16,83.410004,250,"Sorghum","bicolor","(L.) Moench","bicolor",7752,TRUE,"TRAIN",342,278,223.666666666667,332,607,288,239.333333333333,336.166666666667,887,293.333333333333,250.333333333333,335.666666666667,1094,293.5,255.333333333333,331.166666666667,1203,287.666666666667,252.166666666667,323,1152,273.5,237,309.833333333333,976,258.333333333333,218.166666666667,298.5,711,248.333333333333,202.5,294.333333333333,431,243,191.5,294.833333333333,224,242.833333333333,186.5,299.333333333333,115,248.666666666667,189.666666666667,307.5,166,262.833333333333,204.833333333333,320.666666666667,659,327.250815178312,1203,115,268.166666666667,250.803869539193,293.5,242.833333333333,220.916666666667,199.773294282894,255.333333333333,186.5,315.25,300.738778846942,336.166666666667,294.333333333333
36098,"ICRISATSOSORGHUM","ICRISAT-MISN-173","RV 17","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/23/1989","09/26/1989","IND","Maharashtra","Shendi; Pune",19.16,74.779999,660,"Sorghum","bicolor","(L.) Moench","bicolor",7754,TRUE,"TRAIN",123,266.333333333333,186.166666666667,346.166666666667,212,274.166666666667,201.833333333333,346,299,277.666666666667,213.333333333333,341.5,450,274.833333333333,217.333333333333,331.833333333333,516,267,213,320.5,514,252.666666666667,199.5,305.166666666667,438,240.166666666667,182.333333333333,297.333333333333,349,232.333333333333,166.666666666667,297.5,262,228.833333333333,155.166666666667,302,111,231.666666666667,151.166666666667,311.666666666667,45,239.5,155.5,323,47,253.833333333333,169,338.333333333333,280.5,406.40075790566,516,45,253.25,237.108628473670,277.666666666667,228.833333333333,184.25,163.998623908764,217.333333333333,151.166666666667,321.75,305.606201184977,346.166666666667,297.333333333333
40805,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 148","","Maldandi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","01/29/1996","IND","Maharashtra","Shendi; Ahmednagar",19.17,74.779999,550,"Sorghum","bicolor","(L.) Moench","bicolor",7756,TRUE,"TRAIN",122,263.166666666667,186.5,345,218,270.5,201.833333333333,344.666666666667,301,273.833333333333,213.333333333333,340.166666666667,440,270.833333333333,217.333333333333,330.5,505,263.166666666667,213,319.5,504,249,199.666666666667,304.5,426,236.833333333333,182.5,296.666666666667,330,229.5,167.166666666667,297,247,226.166666666667,155.666666666667,301.5,108,229.166666666667,151.666666666667,311.166666666667,43,236.833333333333,156,322.166666666667,44,251,169.333333333333,337.166666666667,274,275.001658162718,505,43,250,265.750202123195,273.833333333333,226.166666666667,184.5,164.412383362621,217.333333333333,151.666666666667,320.833333333333,305.126917974033,345,296.666666666667
19686,"ICRISATSOSORGHUM","ICRISAT-MISN-045","KEP 251","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","01/28/1979","12/17/1978","IND","Madhya Pradesh","Badanji; Bastar",19.190001,81.93,0,"Sorghum","bicolor","(L.) Moench","bicolor",7759,TRUE,"TRAIN",358,265.333333333333,192.666666666667,337.5,702,274.333333333333,211,337.166666666667,1073,278.666666666667,224,332.833333333333,1277,277.333333333333,230.166666666667,324,1327,268.833333333333,225.833333333333,311.5,1281,251.333333333333,208.333333333333,294,1070,235.333333333333,187,283.5,726,226.333333333333,168.666666666667,283.833333333333,355,222,155.666666666667,288.166666666667,151,223.333333333333,149.5,297,101,231.833333333333,153.833333333333,309.5,147,249.333333333333,171.333333333333,327,714,288.642677292879,1327,101,250.333333333333,230.748957700642,278.666666666667,222,189.833333333333,165.191860949789,230.166666666667,149.5,310.5,292.633902542236,337.5,283.5
22009,"ICRISATSOSORGHUM","ICRISAT-MISN-055","PR 4652","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","12/02/1979","10/05/1979","IND","Maharashtra","Thana",19.190001,72.959999,0,"Sorghum","bicolor","(L.) Moench","bicolor",7776,TRUE,"TRAIN",554,262.5,222,310.333333333333,1571,269.166666666667,233.666666666667,312,2249,273.833333333333,243.333333333333,312,2637,274.666666666667,247.666666666667,309.333333333333,2714,273.666666666667,247,308.166666666667,2709,268.166666666667,238.5,305.5,2168,261.166666666667,226.666666666667,302.833333333333,1151,254.5,215,301.166666666667,473,249.833333333333,205.333333333333,301.166666666667,85,249,201,303.833333333333,8,250,201.666666666667,305,13,255.5,210.166666666667,307.666666666667,1361,360.969208086667,2714,8,261.833333333333,270.334539321172,274.666666666667,249,224.333333333333,209.897442148071,247.666666666667,201,306.583333333333,308.691008814128,312,301.166666666667
5885,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jindri mooli bhatia",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Madhya Pradesh","Bastar",19.200001,81.93,0,"Sorghum","bicolor","(L.) Moench","bicolor",7777,TRUE,"TRAIN",358,265.333333333333,192.666666666667,337.5,702,274.333333333333,211,337.166666666667,1073,278.666666666667,224,332.833333333333,1277,277.333333333333,230.166666666667,324,1327,268.833333333333,225.833333333333,311.5,1281,251.333333333333,208.333333333333,294,1070,235.333333333333,187,283.5,726,226.333333333333,168.666666666667,283.833333333333,355,222,155.666666666667,288.166666666667,151,223.333333333333,149.5,297,101,231.833333333333,153.833333333333,309.5,147,249.333333333333,171.333333333333,327,714,288.642677292879,1327,101,250.333333333333,230.748957700642,278.666666666667,222,189.833333333333,165.191860949789,230.166666666667,149.5,310.5,292.633902542236,337.5,283.5
40809,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 152","","Dagadi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","01/30/1996","IND","Maharashtra","Vilad; Ahmednagar",19.200001,74.660004,610,"Sorghum","bicolor","(L.) Moench","bicolor",7806,TRUE,"TRAIN",115,266.833333333333,187,345.666666666667,206,274.333333333333,202.666666666667,345,275,278,214.666666666667,340.5,401,275.333333333333,219,330.833333333333,468,268,214.666666666667,320.166666666667,467,254.166666666667,201.333333333333,305.833333333333,395,241.666666666667,183.833333333333,298.166666666667,304,234.166666666667,168.166666666667,298.833333333333,235,230.5,156.166666666667,303.333333333333,109,233.166666666667,151.833333333333,313,42,240.5,156.166666666667,323.666666666667,43,254.333333333333,169.5,338,255,255.918624686985,468,42,254.25,238.550802043057,278,230.5,185.416666666667,164.893715756963,219,151.833333333333,321.916666666667,337.049114398817,345.666666666667,298.166666666667
36036,"ICRISATSOSORGHUM","ICRISAT-MISN-183","PM 323","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","12/05/1990","11/30/1990","IND","Orissa","Ramannaguda; Gunjam",19.209999,83.660004,315,"Sorghum","bicolor","(L.) Moench","bicolor",7808,TRUE,"TEST",364,258,206.833333333333,315.5,626,267.333333333333,222.166666666667,318.666666666667,904,272.166666666667,233.166666666667,317.666666666667,1104,272.166666666667,238.166666666667,312.833333333333,1187,266.166666666667,234.5,304.333333333333,1131,252.166666666667,219.333333333333,291.166666666667,951,237.5,200.5,280.166666666667,689,228.166666666667,185.166666666667,277,411,223.333333333333,174.166666666667,278,211,223.333333333333,169.166666666667,282.833333333333,128,229.333333333333,172.833333333333,291.333333333333,184,243.333333333333,188,304.5,657.5,328.423067641398,1187,128,247.75,230.749119561499,272.166666666667,223.333333333333,203.666666666667,182.537081424296,238.166666666667,169.166666666667,297.833333333333,283.60680185701,318.666666666667,277
24356,"ICRISATSOSORGHUM","ICRISAT-MISN-084","VRR 617","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1981","10/27/1981","IND","Maharashtra","Konkangaon; Sangamner; Ahmadnagar",19.25,74.279999,500,"Sorghum","bicolor","(L.) Moench","bicolor",7821,TRUE,"TRAIN",123,252.166666666667,175.666666666667,329.833333333333,257,258.833333333333,191.166666666667,327.833333333333,339,261.833333333333,203,322,449,259,207.666666666667,311.833333333333,515,252.166666666667,204.166666666667,301.5,507,239.666666666667,191.833333333333,288.833333333333,438,228.666666666667,175.166666666667,283.333333333333,304,222,159.666666666667,285.333333333333,222,219,147.833333333333,291.166666666667,112,221.833333333333,143.166666666667,301.333333333333,46,228.666666666667,146.666666666667,311.666666666667,54,241.166666666667,159,324.333333333333,280.5,161.971029049384,515,46,240.416666666667,226.289271769405,261.833333333333,219,175.416666666667,155.679632386084,207.666666666667,143.166666666667,306.583333333333,320.323762632805,329.833333333333,283.333333333333
40773,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 115","","Dagadi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","01/28/1996","IND","Maharashtra","Pathri; Parbhani",19.25,76.449997,450,"Sorghum","bicolor","(L.) Moench","bicolor",7822,TRUE,"TEST",149,287.833333333333,211,364.666666666667,370,296.333333333333,225.333333333333,367,582,298.666666666667,234.833333333333,362,769,295.166666666667,237.5,352.166666666667,826,285.166666666667,230,339.5,831,266.833333333333,211.166666666667,321.666666666667,712,251.666666666667,192.5,309.833333333333,491,243.166666666667,178.166666666667,307.5,279,240.833333333333,168.666666666667,312.5,92,244.333333333333,166,322.333333333333,35,254.333333333333,173.5,335,30,272.666666666667,192.333333333333,352.833333333333,430.5,160.449889350561,831,30,269.75,249.813456430947,298.666666666667,240.833333333333,201.75,179.503618662115,237.5,166,337.25,318.702972998517,367,307.5
40784,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 126","","Pandri jowar",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","01/29/1996","IND","Maharashtra","Bukkadgaon; Parbhani",19.26,76.769997,390,"Sorghum","bicolor","(L.) Moench","bicolor",7825,TRUE,"TRAIN",185,288.166666666667,210.333333333333,366.166666666667,404,297,225.166666666667,368.666666666667,621,299.5,235.333333333333,363.5,805,296.166666666667,238.666666666667,353.666666666667,862,285.833333333333,230.833333333333,340.666666666667,862,266.5,210.666666666667,322.166666666667,732,250.5,190.833333333333,309.833333333333,513,241.666666666667,176,307.333333333333,296,239.166666666667,165.833333333333,312.5,112,242.5,162.5,322.333333333333,55,252.833333333333,170.333333333333,335.333333333333,55,272.166666666667,190.5,353.833333333333,458.5,189.405689409925,862,55,269.333333333333,248.487654214606,299.5,239.166666666667,200.583333333333,177.293398107318,238.666666666667,162.5,338,357.113788756527,368.666666666667,307.333333333333
26981,"ICRISATSOSORGHUM","ICRISAT-MISN-086","","","Rathi dagadi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","12/28/1981","12/17/1981","IND","Maharashtra","Parbhani",19.26,76.779999,420,"Sorghum","bicolor","(L.) Moench","bicolor",7829,TRUE,"TRAIN",185,288.166666666667,210.333333333333,366.166666666667,404,297,225.166666666667,368.666666666667,621,299.5,235.333333333333,363.5,805,296.166666666667,238.666666666667,353.666666666667,862,285.833333333333,230.833333333333,340.666666666667,862,266.5,210.666666666667,322.166666666667,732,250.5,190.833333333333,309.833333333333,513,241.666666666667,176,307.333333333333,296,239.166666666667,165.833333333333,312.5,112,242.5,162.5,322.333333333333,55,252.833333333333,170.333333333333,335.333333333333,55,272.166666666667,190.5,353.833333333333,458.5,189.405689409925,862,55,269.333333333333,248.487654214606,299.5,239.166666666667,200.583333333333,177.293398107318,238.666666666667,162.5,338,357.113788756527,368.666666666667,307.333333333333
17954,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 538","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/28/1978","11/06/1977","IND","Maharashtra","Malegaon",19.290001,77.269997,346,"Sorghum","bicolor","(L.) Moench","bicolor",7862,TRUE,"TEST",203,291.666666666667,216.5,365.666666666667,453,299.833333333333,230.5,367.833333333333,684,302.166666666667,240,363,873,298.5,242.833333333333,353.166666666667,923,288.166666666667,235,340.166666666667,925,268.5,215.166666666667,321.166666666667,776,252.666666666667,196,308.666666666667,526,244.5,182,306.5,295,242.166666666667,172.5,311.333333333333,106,245.833333333333,169.666666666667,321.166666666667,56,256.166666666667,177.5,334.166666666667,54,275.833333333333,197.333333333333,353.166666666667,489.5,194.474774355090,925,54,272.166666666667,251.146077597856,302.166666666667,242.166666666667,206.25,229.002011111575,242.833333333333,169.666666666667,337.166666666667,356.646724837228,367.833333333333,306.5
33682,"ICRISATSOSORGHUM","ICRISAT-MISN-164","GS 96","","Yerra jonna",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/27/1988","11/24/1988","IND","Andhra Pradesh","Neredigonda; Adilabad",19.290001,78.410004,375,"Sorghum","bicolor","(L.) Moench","bicolor",7864,TRUE,"TEST",220,287.666666666667,215.166666666667,355.5,493,295.333333333333,228.666666666667,356.666666666667,762,297.666666666667,237.833333333333,352,935,294,240.5,342,975,283.666666666667,233.333333333333,328.666666666667,976,263.5,213.333333333333,308.333333333333,813,247,193.5,295.333333333333,540,239.333333333333,180,294.166666666667,271,237,170.833333333333,298.833333333333,98,240.666666666667,168.166666666667,308.833333333333,58,251,175.333333333333,322.166666666667,57,271.166666666667,195.333333333333,342.5,516.5,189.554062211644,976,57,267.333333333333,245.741171549620,297.666666666667,237,204.333333333333,181.404473431320,240.5,168.166666666667,325.416666666667,304.814018986212,356.666666666667,294.166666666667
40802,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 145","","Dagadi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","01/29/1996","IND","Maharashtra","Balam takli; Ahmednagar",19.299999,75.459999,490,"Sorghum","bicolor","(L.) Moench","bicolor",7866,TRUE,"TRAIN",149,279.166666666667,202.333333333333,357.5,291,287,216.5,358.666666666667,429,289.666666666667,226.333333333333,354.333333333333,607,286.333333333333,229.166666666667,344.833333333333,663,277.333333333333,223,333,663,261.5,207.833333333333,316.666666666667,550,248.166666666667,190.833333333333,307,408,240.333333333333,176.666666666667,305.833333333333,270,237.666666666667,166.833333333333,310.166666666667,92,241,164,319.666666666667,36,250,170.166666666667,331.5,36,265.833333333333,185.333333333333,347.833333333333,349.5,530.293299298109,663,36,263.666666666667,246.351483628411,289.666666666667,237.666666666667,196.583333333333,216.508029536398,229.166666666667,164,332.25,315.147044629622,358.666666666667,305.833333333333
40842,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 185","","Dagadi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","01/31/1996","IND","Maharashtra","Imampur; Ahmednagar",19.299999,74.730003,750,"Sorghum","bicolor","(L.) Moench","bicolor",7867,TRUE,"TRAIN",122,263.166666666667,186.5,345,218,270.5,201.833333333333,344.666666666667,301,273.833333333333,213.333333333333,340.166666666667,440,270.833333333333,217.333333333333,330.5,505,263.166666666667,213,319.5,504,249,199.666666666667,304.5,426,236.833333333333,182.5,296.666666666667,330,229.5,167.166666666667,297,247,226.166666666667,155.666666666667,301.5,108,229.166666666667,151.666666666667,311.166666666667,43,236.833333333333,156,322.166666666667,44,251,169.333333333333,337.166666666667,274,275.001658162718,505,43,250,265.750202123195,273.833333333333,226.166666666667,184.5,164.412383362621,217.333333333333,151.666666666667,320.833333333333,305.126917974033,345,296.666666666667
19688,"ICRISATSOSORGHUM","ICRISAT-MISN-045","KEP 253","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","01/28/1979","12/17/1978","IND","Madhya Pradesh","Mendri; Bastar",19.299999,81.68,0,"Sorghum","bicolor","(L.) Moench","bicolor",7872,TRUE,"TEST",337,266.333333333333,194,338.5,688,275.333333333333,212,338.333333333333,1068,279.666666666667,225,334,1272,278.5,231.5,325.333333333333,1326,270,227,312.833333333333,1287,252.333333333333,209.333333333333,295.166666666667,1087,236.166666666667,187.833333333333,284.166666666667,736,227.166666666667,169.833333333333,284.333333333333,356,222.833333333333,156.833333333333,288.666666666667,152,224,150.333333333333,297.333333333333,98,232.5,154.833333333333,309.833333333333,137,250.166666666667,172.5,327.5,712,279.023531486213,1326,98,251.25,231.570155460551,279.666666666667,222.833333333333,190.916666666667,166.535707802712,231.5,150.333333333333,311.333333333333,293.323044062078,338.5,284.166666666667
40801,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 144","","Maldandi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","01/29/1996","IND","Maharashtra","Umapur; Beed",19.299999,75.599998,490,"Sorghum","bicolor","(L.) Moench","bicolor",7873,TRUE,"TEST",154,282.666666666667,205.333333333333,360,313,290.333333333333,219.333333333333,361.333333333333,460,293,229,357,633,289.666666666667,231.5,347.5,687,280.5,225,335.666666666667,691,264.166666666667,209,318.833333333333,569,250.5,191.833333333333,308.833333333333,410,242.833333333333,177.833333333333,307.5,263,240.166666666667,168.166666666667,311.833333333333,90,243.5,165.666666666667,321.333333333333,36,252.666666666667,172.166666666667,333.166666666667,32,269,188.166666666667,350,361.5,554.077507521554,691,32,266.583333333333,284.446663334439,293,240.166666666667,198.583333333333,178.413541093675,231.5,165.666666666667,334.416666666667,351.832348163842,361.333333333333,307.5
1191,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","AS 4730","Jonna sukkunda",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Orissa","Berhampore; Ganjam",19.309999,84.779999,0,"Sorghum","bicolor","(L.) Moench","bicolor",7874,TRUE,"TRAIN",256,269,229.333333333333,308.333333333333,453,279.666666666667,244.666666666667,314,660,286.833333333333,255.833333333333,317.166666666667,828,290,261.166666666667,318.166666666667,1050,288.333333333333,258.833333333333,317,1078,279,246.333333333333,310.833333333333,932,266,229,302.333333333333,735,255.333333333333,213.666666666667,296.666666666667,528,248.166666666667,202.5,293.5,360,245,197.166666666667,292.5,138,246.666666666667,199.5,293.666666666667,110,256,212,299.833333333333,594,534.847065484545,1078,110,267.5,282.023390923477,290,245,229.166666666667,209.210731584017,261.166666666667,197.166666666667,305.333333333333,296.434769764070,318.166666666667,292.5
17956,"ICRISATSOSORGHUM","ICRISAT-MISN-027","SAR 541","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/28/1978","11/06/1977","IND","Maharashtra","Basmat",19.33,77.150002,346,"Sorghum","bicolor","(L.) Moench","bicolor",7876,TRUE,"TRAIN",203,289,213.166666666667,364.333333333333,435,297.333333333333,227.333333333333,366.5,643,299.666666666667,237,361.333333333333,835,296.166666666667,239.833333333333,351.333333333333,886,285.833333333333,232.166666666667,338.333333333333,888,266.5,212.166666666667,319.5,741,250.5,192.666666666667,307,509,242.166666666667,178.5,304.833333333333,301,239.833333333333,168.833333333333,310,109,243.333333333333,166,320,58,253.666666666667,173.666666666667,333,56,273,193.666666666667,351.833333333333,472,195.274892889021,888,56,269.75,248.784666515521,299.666666666667,239.833333333333,202.916666666667,179.933565086433,239.833333333333,166,335.666666666667,316.131785186529,366.5,304.833333333333
5307,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Khed jonhari",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Orissa","Paparhahandi",19.34,82.519997,0,"Sorghum","bicolor","(L.) Moench","bicolor",7878,TRUE,"TRAIN",351,262.5,194.833333333333,328.333333333333,702,271.5,211.833333333333,329,1056,275.5,223.833333333333,325,1267,274.166666666667,229.333333333333,316.833333333333,1308,266,225,305,1260,249,207.666666666667,288.333333333333,1057,233.166666666667,187.166666666667,277.333333333333,706,224.166666666667,170.166666666667,276.666666666667,352,220.166666666667,158.166666666667,280.666666666667,141,221.5,152.666666666667,288.833333333333,100,229.666666666667,157,300.666666666667,148,246.666666666667,174.333333333333,317.333333333333,704,284.269788951753,1308,100,247.833333333333,228.680530782047,275.5,220.166666666667,191,167.559623147324,229.333333333333,152.666666666667,302.833333333333,285.543707777257,329,276.666666666667
36358,"ICRISATSOSORGHUM","ICRISAT-MISN-173","RV 13","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/11/1989","09/26/1989","IND","Maharashtra","Godegaon; Pune",19.35,74.900002,650,"Sorghum","bicolor","(L.) Moench","bicolor",7880,TRUE,"TRAIN",119,275.5,196.333333333333,354.333333333333,227,283.333333333333,211.5,354.666666666667,318,287,222.666666666667,350.666666666667,444,284.166666666667,226.333333333333,341.333333333333,506,276.166666666667,221.333333333333,330.166666666667,503,261.166666666667,207,314.5,420,248.166666666667,189.5,305.666666666667,312,240.333333333333,174.333333333333,305.333333333333,221,236.666666666667,163.166666666667,309.333333333333,95,239.5,159.5,318.666666666667,33,247.5,164.5,329.833333333333,36,262.5,178.833333333333,345.5,269.5,166.062222865110,506,33,261.833333333333,278.495926401575,287,236.666666666667,192.916666666667,172.485883782009,226.333333333333,159.5,330,313.682540863284,354.666666666667,305.333333333333
