"ICRISAT_ac","Table_name","Mission_co","Collectors","Alternate_","Local_name","Species_nu","Cultivar_n","Biological","Donor_coop","Donor_coun","Date_recei","Date_of_co","Source_cou","Province","Location","Latitude","Longitude","Elevation","Genus","Species","Sauthor","Subsp","UID","IS_UNIQUE","TEST_TRAIN","GS1_P","GS1_T","GS1_N","GS1_X","GS2_P","GS2_T","GS2_N","GS2_X","GS3_P","GS3_T","GS3_N","GS3_X","GS4_P","GS4_T","GS4_N","GS4_X","GS5_P","GS5_T","GS5_N","GS5_X","GS6_P","GS6_T","GS6_N","GS6_X","GS7_P","GS7_T","GS7_N","GS7_X","GS8_P","GS8_T","GS8_N","GS8_X","GS9_P","GS9_T","GS9_N","GS9_X","GS10_P","GS10_T","GS10_N","GS10_X","GS11_P","GS11_T","GS11_N","GS11_X","GS12_P","GS12_T","GS12_N","GS12_X","MEAN_P","MODE_P","MAX_P","MIN_P","MEAN_T","MODE_T","MAX_T","MIN_T","MEAN_N","MODE_N","MAX_N","MIN_N","MEAN_X","MODE_X","MAX_X","MIN_X"
31549,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IZ 62","Agatara",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","BDI","","Rugwe",-3.59,30.4,0,"Sorghum","bicolor","(L.) Moench","bicolor",47,TRUE,"TRAIN",738,214.5,155.5,272,596,211.666666666667,148.333333333333,272.833333333333,474,211.333333333333,144.166666666667,276.333333333333,323,213.333333333333,143,281.5,229,215.333333333333,142.666666666667,285.833333333333,276,217,143.833333333333,288.166666666667,427,219.833333333333,149.5,288.166666666667,569,222.666666666667,156.666666666667,287.333333333333,691,223,160.833333333333,283.833333333333,842,221,162,278.666666666667,936,219,162.333333333333,274.333333333333,889,217.333333333333,161.166666666667,272,582.5,583.970012632391,936,229,217.166666666667,217.191047098072,223,211.333333333333,152.5,145.136944432258,162.333333333333,142.666666666667,280.083333333333,274.319458533394,288.166666666667,272
25524,"ICRISATSOSORGHUM","ICRISAT-MISN-093","PK 103","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/19/1983","06/27/1982","BDI","Bujumbura","Kabezi",-3.49,29.34,920,"Sorghum","bicolor","(L.) Moench","bicolor",48,TRUE,"TRAIN",824,203.833333333333,149.333333333333,251,687,202.333333333333,145.166666666667,251.833333333333,550,201.666666666667,141.833333333333,254,424,202.5,140.5,256.833333333333,330,203.166666666667,139.666666666667,259.166666666667,383,203.333333333333,139.333333333333,259.666666666667,546,204.666666666667,142.166666666667,259.5,683,206.166666666667,146.333333333333,258.666666666667,820,206.833333333333,149.666666666667,256.5,946,206,151,253.666666666667,1040,205.333333333333,151.833333333333,251.333333333333,987,205.166666666667,152.166666666667,250.833333333333,685,686.473576049467,1040,330,204.25,203.150798852565,206.833333333333,201.666666666667,145.75,141.341944728249,152.166666666667,139.333333333333,255.25,252.110009398334,259.666666666667,250.833333333333
25488,"ICRISATSOSORGHUM","ICRISAT-MISN-093","PB 26","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/19/1983","06/24/1982","BDI","Gitega","",-3.42,29.93,1650,"Sorghum","bicolor","(L.) Moench","bicolor",49,TRUE,"TEST",684,184.833333333333,130.833333333333,238.5,554,183.166666666667,126.166666666667,239.5,432,182.833333333333,122.833333333333,241.833333333333,326,184,121.5,245.5,238,184.833333333333,120.333333333333,248.333333333333,300,185.166666666667,120.166666666667,249.166666666667,446,186.833333333333,123.833333333333,249,576,188.5,128.5,248,698,188.833333333333,131.833333333333,245.666666666667,804,187.666666666667,133.166666666667,242,892,186.833333333333,134.333333333333,239.166666666667,830,186.5,134.5,238.333333333333,565,641.788218205273,892,238,185.833333333333,186.778445001703,188.833333333333,182.833333333333,127.333333333333,132.135677359170,134.5,120.166666666667,243.75,239.90491963566,249.166666666667,238.333333333333
31552,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IZ 75","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","BDI","","Mwiruzi",-3.4,30.459999,0,"Sorghum","bicolor","(L.) Moench","bicolor",51,TRUE,"TRAIN",742,206.166666666667,142.166666666667,256,604,204,136.833333333333,257.833333333333,481,204.333333333333,134,261.666666666667,345,206.5,133.333333333333,266.5,226,208.166666666667,132.5,270.333333333333,280,209,132.5,271.666666666667,437,210.833333333333,136.666666666667,271,575,213,142,269.166666666667,698,212.666666666667,144.833333333333,265.333333333333,834,210.5,145.5,260.5,953,208.833333333333,146.333333333333,256.666666666667,899,208,146.333333333333,255.333333333333,589.5,590.990260149346,953,226,208.5,208.518244497094,213,204,139.416666666667,134.307677696557,146.333333333333,132.5,263.5,258.05829814353,271.666666666667,255.333333333333
31547,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IZ 57","Nangoma et amayogama",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","BDI","","Ruveri",-3.37,30.26,0,"Sorghum","bicolor","(L.) Moench","bicolor",52,TRUE,"TRAIN",767,183.333333333333,127.166666666667,237.666666666667,626,182.166666666667,122.833333333333,239.666666666667,499,183,120.5,243.666666666667,371,185,119.833333333333,248.333333333333,232,186.333333333333,118.833333333333,251.833333333333,285,186.333333333333,118.166666666667,252.5,453,187.5,121.5,251.5,594,188.666666666667,125.833333333333,249.5,721,187.833333333333,128.166666666667,245.5,849,185.833333333333,128.833333333333,240.833333333333,988,184.5,129.833333333333,237.333333333333,935,184.5,130.5,236.666666666667,610,611.542292747749,988,232,185.416666666667,185.428823948746,188.666666666667,182.166666666667,124.333333333333,120.412813070710,130.5,118.166666666667,244.583333333333,239.301292608285,252.5,236.666666666667
25522,"ICRISATSOSORGHUM","ICRISAT-MISN-093","PK 98","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/19/1983","06/27/1982","BDI","Bujumbura","Ruzeba",-3.34,29.4,820,"Sorghum","bicolor","(L.) Moench","bicolor",53,TRUE,"TRAIN",824,203.833333333333,149.333333333333,251,687,202.333333333333,145.166666666667,251.833333333333,550,201.666666666667,141.833333333333,254,424,202.5,140.5,256.833333333333,330,203.166666666667,139.666666666667,259.166666666667,383,203.333333333333,139.333333333333,259.666666666667,546,204.666666666667,142.166666666667,259.5,683,206.166666666667,146.333333333333,258.666666666667,820,206.833333333333,149.666666666667,256.5,946,206,151,253.666666666667,1040,205.333333333333,151.833333333333,251.333333333333,987,205.166666666667,152.166666666667,250.833333333333,685,686.473576049467,1040,330,204.25,203.150798852565,206.833333333333,201.666666666667,145.75,141.341944728249,152.166666666667,139.333333333333,255.25,252.110009398334,259.666666666667,250.833333333333
31543,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IZ 48","Amabogobogo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","BDI","Muramvya","Kibimba",-3.3,29.799999,0,"Sorghum","bicolor","(L.) Moench","bicolor",55,TRUE,"TRAIN",739,178.333333333333,130,233.166666666667,609,177,126,234,488,177,123.333333333333,236.666666666667,383,178,122.5,239.833333333333,301,178.833333333333,121.5,242.5,359,179.166666666667,121.333333333333,243.333333333333,504,180.666666666667,124.166666666667,243.333333333333,634,182,128.166666666667,242.5,755,182,130.833333333333,239.833333333333,860,181,131.666666666667,236.666666666667,942,180.166666666667,132.666666666667,234,884,179.833333333333,132.833333333333,233.166666666667,621.5,524.666161103209,942,301,179.5,179.510488006345,182,177,127.083333333333,123.172424180648,132.833333333333,121.333333333333,238.25,234.614977787270,243.333333333333,233.166666666667
25520,"ICRISATSOSORGHUM","ICRISAT-MISN-093","PK 93","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/19/1983","06/26/1982","BDI","Bubanza","Kuruvumbu",-3.25,29.42,1100,"Sorghum","bicolor","(L.) Moench","bicolor",56,TRUE,"TRAIN",618,250,201.333333333333,300.666666666667,515,249.333333333333,198.166666666667,302,411,249.833333333333,196.166666666667,304.833333333333,299,251.666666666667,195.833333333333,308.833333333333,227,253,195.5,311.5,271,253,195.333333333333,311.5,390,253.666666666667,197.5,310.5,493,254.333333333333,200.666666666667,309.166666666667,597,253.833333333333,202.666666666667,306.333333333333,709,252,203,302.333333333333,781,250.666666666667,203.333333333333,299.666666666667,737,250.666666666667,203.5,299.666666666667,504,505.147038708072,781,227,251.833333333333,250.487027965701,254.333333333333,249.333333333333,199.416666666667,196.411530312875,203.5,195.333333333333,305.583333333333,301.532311782572,311.5,299.666666666667
31542,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IZ 43","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","BDI","Muramvya","Buyaga",-3.23,29.73,0,"Sorghum","bicolor","(L.) Moench","bicolor",60,TRUE,"TRAIN",739,178.333333333333,130,233.166666666667,609,177,126,234,488,177,123.333333333333,236.666666666667,383,178,122.5,239.833333333333,301,178.833333333333,121.5,242.5,359,179.166666666667,121.333333333333,243.333333333333,504,180.666666666667,124.166666666667,243.333333333333,634,182,128.166666666667,242.5,755,182,130.833333333333,239.833333333333,860,181,131.666666666667,236.666666666667,942,180.166666666667,132.666666666667,234,884,179.833333333333,132.833333333333,233.166666666667,621.5,524.666161103209,942,301,179.5,179.510488006345,182,177,127.083333333333,123.172424180648,132.833333333333,121.333333333333,238.25,234.614977787270,243.333333333333,233.166666666667
25506,"ICRISATSOSORGHUM","ICRISAT-MISN-093","PB 73","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/19/1983","06/26/1982","BDI","Bubanza","Mugerero",-3.21,30.09,820,"Sorghum","bicolor","(L.) Moench","bicolor",61,TRUE,"TRAIN",707,188.166666666667,135.5,244.666666666667,572,187.333333333333,131.5,246.666666666667,445,188.5,129.666666666667,250.666666666667,337,190.666666666667,129.333333333333,255.333333333333,243,192,128.666666666667,258.833333333333,306,192,127.833333333333,259.666666666667,455,192.666666666667,130.5,258.5,590,193.5,134.5,256.5,717,192.333333333333,136.333333333333,252.5,825,190.166666666667,136.666666666667,247.833333333333,919,188.833333333333,137.333333333333,244.333333333333,856,188.833333333333,138.166666666667,243.5,581,671.460846252201,919,243,190.416666666667,188.759150086494,193.5,187.333333333333,133,136.316292355324,138.166666666667,127.833333333333,251.583333333333,246.303566801636,259.666666666667,243.5
31551,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IZ 69","Urusare",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","BDI","","Ruhungere",-3.2,30.43,0,"Sorghum","bicolor","(L.) Moench","bicolor",65,TRUE,"TRAIN",710,189.5,134.333333333333,245,579,188.833333333333,130.5,247,462,190.166666666667,128.833333333333,251.5,344,192.5,128.833333333333,256.5,222,194,128.333333333333,260.333333333333,278,193.833333333333,127.5,261,429,194.5,130.333333333333,259.666666666667,560,195.166666666667,134.166666666667,257.666666666667,677,193.833333333333,135.833333333333,253.166666666667,795,191.5,135.833333333333,248.166666666667,917,190,136.333333333333,244.333333333333,861,190.166666666667,137.166666666667,243.666666666667,569.5,570.915560855496,917,222,192,190.063962757513,195.166666666667,188.833333333333,132.333333333333,129.158421616608,137.166666666667,127.5,252.333333333333,246.570099352565,261,243.666666666667
31526,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IZ 1","Amalakira",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","BDI","","Village 4",-3.14,29.32,0,"Sorghum","bicolor","(L.) Moench","bicolor",66,TRUE,"TEST",590,248.5,196.5,300.166666666667,489,247.833333333333,193.5,301.666666666667,393,248.333333333333,191.5,304.666666666667,292,249.833333333333,190.833333333333,308.333333333333,228,250.833333333333,190.166666666667,310.833333333333,252,250.666666666667,189.5,310.833333333333,353,251.333333333333,191.5,310,454,252,194.5,308.5,550,251.5,196.5,305.5,651,250,197.166666666667,301.833333333333,715,249,197.833333333333,299.333333333333,691,249.166666666667,198.5,299.333333333333,471.5,402.816722838099,715,228,249.916666666667,249.095255799649,252,247.833333333333,194,191.213134233389,198.5,189.5,305.083333333333,309.031314134694,310.833333333333,299.333333333333
25517,"ICRISATSOSORGHUM","ICRISAT-MISN-093","PK 88","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/19/1983","06/26/1982","BDI","Bubanza","Mitakataka",-3.13,29.370001,880,"Sorghum","bicolor","(L.) Moench","bicolor",67,TRUE,"TEST",693,239.5,183.333333333333,287.333333333333,579,238.833333333333,180.333333333333,289,467,239.333333333333,178.333333333333,292.166666666667,355,240.666666666667,177.5,295.833333333333,282,241.333333333333,176.666666666667,298.333333333333,323,241.166666666667,176,298.666666666667,451,241.833333333333,178,298.166666666667,565,242.5,181,296.5,677,242,183,293.333333333333,789,240.666666666667,183.833333333333,289.666666666667,862,240,184.666666666667,287.166666666667,821,240.166666666667,185.333333333333,286.833333333333,572,573.208802673313,862,282,240.666666666667,240.659402520516,242.5,238.833333333333,180.666666666667,183.417628932547,185.333333333333,176,292.75,288.633570434622,298.666666666667,286.833333333333
31527,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IZ 5","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","BDI","","Village 3",-3.12,29.32,0,"Sorghum","bicolor","(L.) Moench","bicolor",70,TRUE,"TRAIN",590,248.5,196.5,300.166666666667,489,247.833333333333,193.5,301.666666666667,393,248.333333333333,191.5,304.666666666667,292,249.833333333333,190.833333333333,308.333333333333,228,250.833333333333,190.166666666667,310.833333333333,252,250.666666666667,189.5,310.833333333333,353,251.333333333333,191.5,310,454,252,194.5,308.5,550,251.5,196.5,305.5,651,250,197.166666666667,301.833333333333,715,249,197.833333333333,299.333333333333,691,249.166666666667,198.5,299.333333333333,471.5,402.816722838099,715,228,249.916666666667,249.095255799649,252,247.833333333333,194,191.213134233389,198.5,189.5,305.083333333333,309.031314134694,310.833333333333,299.333333333333
25513,"ICRISATSOSORGHUM","ICRISAT-MISN-093","PK 81","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/19/1983","06/26/1982","BDI","Bubanza","Bubanza",-3.1,29.389999,820,"Sorghum","bicolor","(L.) Moench","bicolor",71,TRUE,"TRAIN",693,239.5,183.333333333333,287.333333333333,579,238.833333333333,180.333333333333,289,467,239.333333333333,178.333333333333,292.166666666667,355,240.666666666667,177.5,295.833333333333,282,241.333333333333,176.666666666667,298.333333333333,323,241.166666666667,176,298.666666666667,451,241.833333333333,178,298.166666666667,565,242.5,181,296.5,677,242,183,293.333333333333,789,240.666666666667,183.833333333333,289.666666666667,862,240,184.666666666667,287.166666666667,821,240.166666666667,185.333333333333,286.833333333333,572,573.208802673313,862,282,240.666666666667,240.659402520516,242.5,238.833333333333,180.666666666667,183.417628932547,185.333333333333,176,292.75,288.633570434622,298.666666666667,286.833333333333
31529,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IZ 8","",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","BDI","","Village 1",-3.09,29.370001,0,"Sorghum","bicolor","(L.) Moench","bicolor",75,TRUE,"TRAIN",693,239.5,183.333333333333,287.333333333333,579,238.833333333333,180.333333333333,289,467,239.333333333333,178.333333333333,292.166666666667,355,240.666666666667,177.5,295.833333333333,282,241.333333333333,176.666666666667,298.333333333333,323,241.166666666667,176,298.666666666667,451,241.833333333333,178,298.166666666667,565,242.5,181,296.5,677,242,183,293.333333333333,789,240.666666666667,183.833333333333,289.666666666667,862,240,184.666666666667,287.166666666667,821,240.166666666667,185.333333333333,286.833333333333,572,573.208802673313,862,282,240.666666666667,240.659402520516,242.5,238.833333333333,180.666666666667,183.417628932547,185.333333333333,176,292.75,288.633570434622,298.666666666667,286.833333333333
31531,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","IZ 13","Agashari",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","BDI","Cibitoke","Gasenyi",-2.96,29.190001,0,"Sorghum","bicolor","(L.) Moench","bicolor",76,TRUE,"TEST",713,227.833333333333,170,276.333333333333,595,227.166666666667,167.333333333333,277.833333333333,485,227.833333333333,165.5,281.333333333333,384,229.166666666667,164.5,285,316,229.833333333333,163.5,287.5,346,229.833333333333,162.666666666667,288.166666666667,467,230.333333333333,164.166666666667,287.833333333333,585,231,166.833333333333,286.333333333333,695,230.333333333333,168.666666666667,282.833333333333,796,229,169.666666666667,279.166666666667,864,228.333333333333,170.666666666667,276.666666666667,834,228.333333333333,171.5,276,590,480.360465697527,864,316,229.083333333333,228.375535956388,231,227.166666666667,167.083333333333,169.376399772274,171.5,162.666666666667,282.083333333333,277.793581659884,288.166666666667,276
