"GS","VARIABLE","TYPE","TEST.AV.SUIT","TEST.SD.SUIT","TEST.MAX.SUIT","TEST.MIN.SUIT","TEST.OMISSION.RATE","TEST.ERROR","TEST.ERR.DIST","TEST.MXE","TEST.SLOPE","TRAIN.AV.SUIT","TRAIN.SD.SUIT","TRAIN.MAX.SUIT","TRAIN.MIN.SUIT","TRAIN.OMISSION.RATE","TRAIN.ERROR","TRAIN.ERR.DIST","TRAIN.MXE","TRAIN.SLOPE"
"9","tmean","_suitability",77.150845253576,39.1579417689629,100,0,0.174252275682705,0.45314835653449,0.466666666666667,0.905677712004876,0.00240744810214297,77.857843137255,38.4057038922119,100,0,0.165032679738562,0.443259650371042,0.633333333333333,0.90324061429577,0.00259622319169083
"9","tmin","_psuitability",99.219765929779,7.51178410672013,100,0,0.00260078023407022,0.0754733652930661,0.275862068965517,0.153110679037458,0.00128314087443894,99.3934640522876,5.88003279265589,100,0,0.00196078431372549,0.0591027685891445,0.5,0.167796511873040,0.00148822713229870
"9","tmin","_tsuitability",16.5617685305592,34.3090525741370,100,0,0.764629388816645,0.902081972752848,0.166666666666667,0.78725663539246,0.00276877383655095,17.3398692810458,34.5799646831132,100,0,0.749673202614379,0.895995557587026,0.166666666666667,0.811795675313733,0.00300855081878041
"9","tmin","_suitability",16.4473342002601,34.1093927419237,100,0,0.764629388816645,0.902384934255261,0.233333333333333,0.78725663539246,0.00292585071801733,17.2434640522876,34.4317225426546,100,0,0.749673202614379,0.896314695115359,0.3,0.811795675313733,0.00307705262022643
"9","tmax","_psuitability",99.219765929779,7.51178410672013,100,0,0.00260078023407022,0.0754733652930661,0.275862068965517,0.153110679037458,0.00128314087443894,99.3934640522876,5.88003279265589,100,0,0.00196078431372549,0.0591027685891445,0.5,0.167796511873040,0.00148822713229870
"9","tmax","_tsuitability",65.4317295188557,46.3711064431298,100,0,0.328998699609883,0.578139138494392,0.433333333333333,0.978964417560448,0.000657215567343127,62.824183006536,46.9268013472791,100,0,0.351307189542484,0.598618944340117,0.5,0.991594287996017,0.00056933551946174
"9","tmax","_suitability",64.7997399219766,46.4886741352013,100,0,0.331599479843953,0.582876035999082,0.5,0.982656673875887,0.00066772182097404,62.4062091503268,46.940330209796,100,0,0.353267973856209,0.601329165021856,0.566666666666667,0.99360074162856,0.000572201240531886
"10","tmean","_psuitability",98.6189856957087,7.98610143670535,100,0,0.00260078023407022,0.0809951113488877,0.533333333333333,0.347056311961058,0.00324218767164701,98.7088235294118,6.87790027421084,100,10,0,0.0699694144197903,0.666666666666667,NA,NA
"10","tmean","_tsuitability",67.1690507152146,39.8561871668364,100,0,0.183355006501951,0.516170630349975,0.266666666666667,0.999940228529367,0.00315735784094010,68.3006535947712,39.687078546561,100,0,0.174509803921569,0.507877745054426,0.266666666666667,0.99999876740104,0.0033543507237765
"10","tmean","_suitability",66.0221066319896,39.6473160114337,100,0,0.185955786736021,0.521954290033395,0.6,0.999989021690386,0.00310156388430982,67.1718954248366,39.3381896145035,100,0,0.174509803921569,0.512315517569479,0.633333333333333,0.999980278332405,0.00335416396550744
"10","tmin","_psuitability",98.6189856957087,7.98610143670535,100,0,0.00260078023407022,0.0809951113488877,0.533333333333333,0.347056311961058,0.00324218767164701,98.7088235294118,6.87790027421084,100,10,0,0.0699694144197903,0.666666666666667,NA,NA
"10","tmin","_tsuitability",12.0195058517555,29.3657943778642,100,0,0.811443433029909,0.927458669631786,0.266666666666667,0.698442125254143,0.00325328337979942,12.0542483660131,28.9741630279135,100,0,0.80392156862745,0.925941845179056,0.266666666666667,0.714015280437867,0.00365556988924815
"10","tmin","_suitability",11.6176853055917,28.5900805814892,100,0,0.811443433029909,0.928857541768311,0.5,0.698442125254143,0.00375475069908542,11.7676470588235,28.5097655771735,100,0,0.80392156862745,0.927226467249845,0.533333333333333,0.714015280437867,0.004005146463444
"10","tmax","_psuitability",98.6189856957087,7.98610143670535,100,0,0.00260078023407022,0.0809951113488877,0.533333333333333,0.347056311961058,0.00324218767164701,98.7088235294118,6.87790027421084,100,10,0,0.0699694144197903,0.666666666666667,NA,NA
"10","tmax","_tsuitability",57.7971391417425,44.1361581988604,100,0,0.357607282184655,0.610454647343223,0.6,0.999998780190571,0.00214891055351627,55.2127450980392,44.8787130997218,100,0,0.387581699346405,0.633982561975398,0.6,0.999988906584093,0.00210549553680825
