"DIST.KM","SUI.IN.AREA","SUI.IN.FRAC","SUI.OT.AREA","SUI.OT.FRAC","UNS.IN.AREA","UNS.IN.FRAC","UNS.OT.AREA","UNS.OT.FRAC","TOTAL.IN","SUI.FRAC","UNS.FRAC","TOTAL.SUI","IN.FRAC","OT.FRAC","GS"
300,13611444.3870239,0.392269438245792,7235983.87509155,0.208534469166529,5870464.24697876,0.169181436365392,7981329.65792847,0.230014656222286,19481908.6340027,0.698670989723627,0.301329010276373,20847428.2621155,0.652907601642118,0.347092398357882,"11"
400,14709519.1457520,0.423914953336664,6137909.11636353,0.176888954075658,6654261.13485718,0.191769749270669,7197532.77005005,0.20742634331701,21363780.2806091,0.688526045135517,0.311473954864483,20847428.2621155,0.705579554504691,0.294420445495309,"11"
500,15704115.0990601,0.452578303440613,5143313.16305542,0.148225603971708,7236506.86126709,0.208549541152092,6615287.04364014,0.190646551435586,22940621.9603271,0.684554896820945,0.315445103179055,20847428.2621155,0.753287882879924,0.246712117120076,"11"
750,17679776.8513489,0.509515076915796,3167651.4107666,0.091288830496525,8643891.67001343,0.249109090353857,5207902.2348938,0.150087002233821,26323668.5213623,0.671630431639925,0.328369568360075,20847428.2621155,0.848055531313522,0.151944468686478,"11"
1000,18978865.1374512,0.546953618905274,1868563.12466431,0.0538502885070474,10337883.5033569,0.297928393137925,3513910.40155029,0.101267699449754,29316748.6408081,0.647372782363496,0.352627217636504,20847428.2621155,0.910369610046343,0.0896303899536573,"11"
1500,20391932.6940613,0.587676939728098,455495.568054199,0.0131269676842235,13200707.6353149,0.380432378909651,651086.269592285,0.0187637136780277,33592640.3293762,0.607035722530833,0.392964277469167,20847428.2621155,0.978150994821652,0.0218490051783480,"11"
2000,20844319.6166077,0.600714319078241,3108.6455078125,8.95883340799172e-05,13850298.676239,0.399153001458402,1495.22866821289,4.30911292770683e-05,34694618.2928467,0.60079403210801,0.399205967891990,20847428.2621155,0.99985088589975,0.000149114100249076,"11"
25,4651082.98483276,0.134039978257871,17875596.3977356,0.515158418009846,586866.348876953,0.0169129540152833,11585676.4355774,0.333888649717000,5237949.33370972,0.887958758000946,0.112041241999054,22526679.3825684,0.206469977480652,0.793530022519348,"12"
50,7399669.86917114,0.213251750530697,15127009.5133972,0.43594664573702,1152937.10397339,0.0332265979457347,11019605.6804810,0.317575005786548,8552606.97314453,0.865194658471546,0.134805341528454,22526679.3825684,0.328484715545655,0.671515284454345,"12"
100,10439156.2704468,0.300846982108086,12087523.1121216,0.348351414159631,2186405.64453125,0.0630102206328174,9986137.1399231,0.287791383099465,12625561.9149780,0.82682706248999,0.173172937510010,22526679.3825684,0.463413008777709,0.536586991222291,"12"
200,13407953.5209045,0.386405016699398,9118725.86166382,0.262793379568319,3614460.60284424,0.104165464731349,8558082.1816101,0.246636139000934,17022414.1237488,0.787664629906898,0.212335370093102,22526679.3825684,0.59520328288065,0.40479671711935,"12"
300,15004501.9978638,0.432416090644351,7522177.38470459,0.216782305623366,4477406.63613892,0.129034783966833,7695136.14831543,0.22176681976545,19481908.6340027,0.770176181386854,0.229823818613146,22526679.3825684,0.666076954487779,0.333923045512221,"12"
400,16193908.0094604,0.466693689314187,6332771.37310791,0.18250470695353,5169872.27114868,0.148991013293145,7002670.51330566,0.201810590439138,21363780.2806091,0.758007608988512,0.241992391011488,22526679.3825684,0.718876836414321,0.281123163585679,"12"
500,17259856.6635437,0.497413359310027,5266822.71902466,0.151785036957691,5680765.29678345,0.163714485282679,6491777.4876709,0.187087118449604,22940621.9603271,0.752370911886888,0.247629088113112,22526679.3825684,0.766196223172589,0.233803776827411,"12"
750,19305772.4821777,0.556374791032794,3220906.90039062,0.0928236052349236,7017896.03918457,0.20224937623686,5154646.74526978,0.148552227495423,26323668.5213623,0.733399771635577,0.266600228364423,22526679.3825684,0.857018123013593,0.142981876986407,"12"
1000,20667564.3861694,0.595620394217695,1859114.99639893,0.0535780020500224,8649184.25463867,0.249261617825504,3523358.52981567,0.101539985906779,29316748.6408081,0.704974642290338,0.295025357709662,22526679.3825684,0.917470526178059,0.0825294738219407,"12"
1500,22073396.6250916,0.636135199770258,453282.757476807,0.0130631964974591,11519243.7042847,0.331974118867491,653299.080169678,0.0188274848647921,33592640.3293762,0.657090255742378,0.342909744257622,22526679.3825684,0.979877959384126,0.0201220406158738,"12"
2000,22523570.2389221,0.649108793577741,3109.14364624023,8.96026899760044e-05,12171048.0539246,0.350758526958902,1494.73052978516,4.30767733809812e-05,34694618.2928467,0.649194928412457,0.350805071587543,22526679.3825684,0.999861979495804,0.000138020504195845,"12"
25,4960817.66836548,0.142966249920153,16645991.2519226,0.47972231688071,277131.665344238,0.00798668235300149,12815281.5813904,0.369324750846136,5237949.33370972,0.947091571970597,0.0529084280294027,21606808.9202881,0.229595109887209,0.770404890112791,"MEAN"
50,7968270.1137085,0.229638292044522,13638538.8065796,0.393050274756341,584336.859436035,0.0168400564319097,12508076.3872986,0.360471376767228,8552606.97314453,0.931677339871822,0.0683226601281775,21606808.9202881,0.368785142827202,0.631214857172798,"MEAN"
100,11411733.5300598,0.328875773500919,10195075.3902283,0.293812793299944,1213828.38491821,0.0349814292399847,11878584.8618164,0.342330003959153,12625561.9149780,0.903859456466788,0.0961405435332123,21606808.9202881,0.528154507783173,0.471845492216828,"MEAN"
200,14803993.7334290,0.426637624963775,6802815.18685913,0.196050941837087,2218420.39031982,0.0639328564669717,10873992.8564148,0.313378576732166,17022414.1237488,0.8696765115575,0.1303234884425,21606808.9202881,0.685154100637623,0.314845899362377,"MEAN"
300,16574023.4636230,0.477648270726212,5032785.45666504,0.145040296074650,2907885.17037964,0.0838026038849719,10184528.0763550,0.293508829314166,19481908.6340027,0.850739205023045,0.149260794976955,21606808.9202881,0.767074098020119,0.232925901979881,"MEAN"
400,17731307.2115784,0.511000134995238,3875501.70870972,0.111688431805624,3632473.06903076,0.104684567612094,9459940.17770386,0.272626865587043,21363780.2806091,0.829970491115386,0.170029508884614,21606808.9202881,0.820635165377394,0.179364834622606,"MEAN"
500,18527418.3995667,0.533943334821339,3079390.52072144,0.088745231979523,4413203.5607605,0.127184509771366,8679209.68597412,0.250126923427772,22940621.9603271,0.80762493848717,0.192375061512829,21606808.9202881,0.857480550132047,0.142519449867953,"MEAN"
750,19922563.0326538,0.574150133301482,1684245.88763428,0.0485384334993810,6401105.4887085,0.184474033968172,6691307.75802612,0.192837399230965,26323668.5213623,0.756830797215295,0.243169202784705,21606808.9202881,0.922050225285566,0.0779497747144339,"MEAN"
1000,20854918.9491272,0.601019782194057,751889.971160889,0.021668784606805,8461829.6916809,0.243862229849141,4630583.55505371,0.133449203349996,29316748.6408081,0.711365342884501,0.288634657115499,21606808.9202881,0.965201248646445,0.0347987513535554,"MEAN"
1500,21486575.6736145,0.61922355406672,120233.246673584,0.00346501273414281,12106064.6557617,0.348885764571029,986348.5909729,0.0284256686281084,33592640.3293762,0.639621520158534,0.360378479841466,21606808.9202881,0.994435400103868,0.00556459989613223,"MEAN"
2000,21603699.7766418,0.622598964110886,3109.14364624023,8.96026899760044e-05,13090918.5162048,0.377268356425757,1494.73052978516,4.30767733809812e-05,34694618.2928467,0.622681581168918,0.377318418831082,21606808.9202881,0.999856103524694,0.000143896475306025,"MEAN"
25,5124256.13275146,0.147676397703849,21257026.911499,0.612608167675331,113693.200958252,0.00327653456930522,8204245.92181396,0.236438900051514,5237949.33370972,0.978294329762497,0.0217056702375031,26381283.0442505,0.194238321318805,0.805761678681195,"MODE"
50,8296257.94528198,0.239090602819522,18085025.0989685,0.521193962559659,256349.027862549,0.00738774565690918,8061590.09490967,0.23232768896391,8552606.97314453,0.97002679666358,0.0299732033364205,26381283.0442505,0.314475150104197,0.685524849895803,"MODE"
100,12045498.9016418,0.347140314663583,14335784.1426086,0.413144250715597,580063.013336182,0.0167168880773201,7737876.10943604,0.222998546543499,12625561.9149780,0.954056459645726,0.0459435403542743,26381283.0442505,0.456592610808102,0.543407389191898,"MODE"
200,15934000.6887512,0.459203396896156,10447282.3554993,0.301081168483025,1088413.43499756,0.0313670845345911,7229525.68777466,0.208348350086228,17022414.1237488,0.936059983790486,0.063940016209514,26381283.0442505,0.60398884550173,0.39601115449827,"MODE"
300,18053616.6621094,0.520288799996995,8327666.38214111,0.239995765382186,1428291.97189331,0.041162074614189,6889647.15087891,0.198553360006630,19481908.6340027,0.92668624010481,0.0733137598951904,26381283.0442505,0.684334292302131,0.315665707697869,"MODE"
400,19576343.7043457,0.564172407384699,6804939.33990479,0.196112157994482,1787436.57626343,0.0515122952226337,6530502.54650879,0.188203139398186,21363780.2806091,0.916333319628559,0.0836666803714414,26381283.0442505,0.7420542689872,0.257945731012800,"MODE"
500,20733604.9382935,0.597523622820519,5647678.10595703,0.162760942558662,2207017.02203369,0.0636042217721868,6110922.10073853,0.176111212848633,22940621.9603271,0.903794368528872,0.0962056314711276,26381283.0442505,0.785921022245812,0.214078977754188,"MODE"
750,22746295.4627991,0.655527531807805,3634987.58145142,0.104757033571376,3577373.05856323,0.103096635461848,4740566.06420898,0.136618799158971,26323668.5213623,0.864100512599142,0.135899487400858,26381283.0442505,0.862213389115522,0.137786610884478,"MODE"
1000,24262197.9824829,0.699214462667152,2119085.06176758,0.0610701027120287,5054550.6583252,0.145667549376047,3263388.46444702,0.0940478852447726,29316748.6408081,0.827588293631941,0.172411706368059,26381283.0442505,0.91967467775494,0.0803253222450608,"MODE"
1500,25818678.4008789,0.744070811633822,562604.643371582,0.0162137537453582,7773961.92849731,0.224038507003926,543977.194274902,0.0156769276168930,33592640.3293762,0.768581396035753,0.231418603964247,26381283.0442505,0.978674098510376,0.0213259014896243,"MODE"
2000,26377875.5446472,0.760186364342083,3407.49960327148,9.82010370973067e-05,8316742.74819946,0.239680956194560,1196.37457275391,3.44784262596789e-05,34694618.2928467,0.76028723884493,0.239712761155070,26381283.0442505,0.99987083647154,0.000129163528459019,"MODE"
25,5118573.64450073,0.147512633564602,16505554.5803223,0.475675059829115,119375.689208984,0.00344029870855250,12955718.2529907,0.373372007897731,5237949.33370972,0.977209460877996,0.0227905391220037,21624128.224823,0.236706589569006,0.763293410430994,"MAX"
50,8271665.0276184,0.238381857316663,13352463.1972046,0.384805836077053,280941.945526123,0.00809649115976794,12794151.9966736,0.368715815446515,8552606.97314453,0.9671513087871,0.0328486912129003,21624128.224823,0.382520161812725,0.617479838187275,"MAX"
100,11969560.4391785,0.344951837293749,9654567.78564453,0.278235856099967,656001.47579956,0.0189053654471543,12419092.4664001,0.357906941159129,12625561.9149780,0.948041799627046,0.0519582003729536,21624128.224823,0.553527999590672,0.446472000409328,"MAX"
200,15583304.4242249,0.449096649752421,6040823.80059814,0.174091043641295,1439109.69952393,0.0414738316783256,11635984.2426758,0.335338474927958,17022414.1237488,0.915457955078407,0.0845420449215928,21624128.224823,0.720644285041572,0.279355714958428,"MAX"
300,17163216.1685791,0.494628268206271,4460912.05624390,0.128559425187445,2318692.46542358,0.0668226064049128,10756401.4767761,0.309989700201371,19481908.6340027,0.880982273914545,0.119017726085455,21624128.224823,0.793706733059274,0.206293266940726,"MAX"
400,18153376.7010803,0.523163793519638,3470751.52374268,0.100023899874078,3210403.57952881,0.0925209090876941,9864690.3626709,0.284291397518589,21363780.2806091,0.849726802215676,0.150273197784324,21624128.224823,0.83949634927902,0.16050365072098,"MAX"
500,18871353.1427002,0.543855221072796,2752775.0821228,0.0793324723209206,4069268.81762695,0.117272623519910,9005825.12457275,0.259539683086374,22940621.9603271,0.822617328132418,0.177382671867582,21624128.224823,0.872698910517798,0.127301089482202,"MAX"
750,20128802.9860229,0.580093781040224,1495325.23880005,0.0430939123534927,6194865.53533936,0.17853038622943,6880228.40686035,0.198281920376854,26323668.5213623,0.764665569682582,0.235334430317418,21624128.224823,0.930849224382441,0.0691507756175585,"MAX"
1000,21075506.0530090,0.607376901751956,548622.171813965,0.0158107916417608,8241242.58779907,0.237505110291243,4833851.35440063,0.139307196315040,29316748.6408081,0.718889611915303,0.281110388084697,21624128.224823,0.974629165804512,0.0253708341954884,"MAX"
1500,21615424.8150635,0.622936869046196,8703.40975952148,0.000250824347520764,11977215.5143127,0.345172449591553,1097878.42788696,0.0316398570147304,33592640.3293762,0.64345715618433,0.356542843815669,21624128.224823,0.99959751395899,0.000402486041010919,"MAX"
2000,21622513.8395996,0.623141168280974,1614.38522338867,4.65251127422373e-05,13072104.4532471,0.376726152255669,2989.48895263672,8.61543506147483e-05,34694618.2928467,0.62322385728791,0.376776142712089,21624128.224823,0.999925343338395,7.4656661605228e-05,"MAX"
25,4653277.51541138,0.134103222631709,19799842.4546814,0.570613437943248,584671.81829834,0.0168497096414454,9661430.3786316,0.278433629783597,5237949.33370972,0.8883777255088,0.111622274491199,24453119.9700928,0.190293816130724,0.809706183869276,"MIN"
50,7470975.93582153,0.215306726469557,16982144.0342712,0.489409934105401,1081631.03732300,0.0311716220068747,9164471.15960693,0.264111717418168,8552606.97314453,0.873532007174028,0.126467992825972,24453119.9700928,0.305522401434208,0.694477598565792,"MIN"
100,10840475.7637634,0.312412644628846,13612644.2063293,0.392304015946112,1785086.1512146,0.0514445581120577,8461016.04571533,0.243838781312985,12625561.9149780,0.858613330382,0.141386669618000,24453119.9700928,0.443316671942959,0.556683328057041,"MIN"
200,14383145.6631775,0.414509166630452,10069974.3069153,0.290207493944505,2639268.46057129,0.076061314800295,7606833.73635864,0.219222024624748,17022414.1237488,0.844953339674123,0.155046660325877,24453119.9700928,0.588192659291277,0.411807340708723,"MIN"
300,16140053.4802551,0.465141650800295,8313066.48983765,0.239575009774662,3341855.15374756,0.0963092238108892,6904247.04318237,0.198974115614153,19481908.6340027,0.828463667676027,0.171536332323973,24453119.9700928,0.660040661477763,0.339959338522237,"MIN"
400,17353045.1337585,0.500098966202489,7100074.83633423,0.204617694372468,4010735.14685059,0.115585736404843,6235367.05007935,0.179697603020199,21363780.2806091,0.812264725897273,0.187735274102727,24453119.9700928,0.70964544217597,0.290354557824029,"MIN"
500,18427261.8096008,0.53105691305996,6025858.16049194,0.173659747514997,4513360.15072632,0.130070931532745,5732742.04620361,0.165212407892298,22940621.9603271,0.803259032883607,0.196740967116393,24453119.9700928,0.753575078850395,0.246424921149605,"MIN"
750,20662536.3879089,0.595475491884256,3790583.58218384,0.109241168690701,5661132.13345337,0.163148675385397,4584970.06347656,0.132134664039645,26323668.5213623,0.784941368302856,0.215058631697144,24453119.9700928,0.844985687437027,0.155014312562973,"MIN"
1000,22341687.5227966,0.643867099246669,2111432.44729614,0.0608495613282881,6975061.11801147,0.201014912796530,3271041.07891846,0.0942684266285131,29316748.6408081,0.762079308197827,0.237920691802173,24453119.9700928,0.913653862988505,0.0863461370114945,"MIN"
1500,24055318.6257935,0.693252387906696,397801.344299316,0.0114642726682611,9537321.70358276,0.274856930731053,708780.493347168,0.0204264086939901,33592640.3293762,0.716088952518492,0.283911047481508,24453119.9700928,0.983732082254295,0.0162679177457046,"MIN"
2000,24450908.8729553,0.704652938767972,2211.09713745117,6.3721806984842e-05,10243709.4198914,0.295214381768671,2392.77703857422,6.89576563721436e-05,34694618.2928467,0.704746444147985,0.295253555852015,24453119.9700928,0.999909578117633,9.04218823673805e-05,"MIN"
