"SUIT","TEST.GS.1","TRAIN.GS.1","TEST.GS.2","TRAIN.GS.2","TEST.GS.3","TRAIN.GS.3","TEST.GS.4","TRAIN.GS.4","TEST.GS.5","TRAIN.GS.5","TEST.GS.6","TRAIN.GS.6","TEST.GS.7","TRAIN.GS.7","TEST.GS.8","TRAIN.GS.8","TEST.GS.9","TRAIN.GS.9","TEST.GS.10","TRAIN.GS.10","TEST.GS.11","TRAIN.GS.11","TEST.GS.12","TRAIN.GS.12","TEST.GS.MEAN","TRAIN.GS.MEAN","TEST.GS.MODE","TRAIN.GS.MODE","TEST.GS.MAX","TRAIN.GS.MAX","TEST.GS.MIN","TRAIN.GS.MIN"
11,0.399792054476653,0.478250164107115,0.160164700498654,0.217154822749005,0.0747843376051104,0.0901815675090126,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.047154157571912,0.123691557731703,0.139232999055099,0.18736524062297,0.206057849773276,0.408924517857863,0.418322923401089,0.539443292112655,0.540344765474102,0.701172129274654,0.74048209249503,0.692934197143714,0.738599455180782,0.461114238577556,0.505216004411143,0.267024553657546,0.317505780556911,0.145943742229756,0.160823020822469,0.167111944278003,0.139232999055099,0.605429606202356,0.654555315997727
12,0.404374743170889,0.478250164107115,0.173957900662279,0.229561246694265,0.0747843376051104,0.0922772477445739,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.047154157571912,0.123691557731703,0.144730698816721,0.200420960325022,0.220283266951274,0.408924517857863,0.419444452443439,0.539443292112655,0.540344765474102,0.703886272081228,0.749157472603116,0.692934197143714,0.739855478573528,0.461114238577556,0.508140878484381,0.267024553657546,0.317505780556911,0.145943742229756,0.160823020822469,0.167111944278003,0.141073410654953,0.608700152416509,0.658302488700236
13,0.404374743170889,0.478250164107115,0.173957900662279,0.229561246694265,0.0747843376051104,0.094359674026148,0.0143414777487602,0.0261964011947242,0.0368338929596412,0.049614073383553,0.123691557731703,0.151954489766130,0.200420960325022,0.220283266951274,0.431195850840279,0.441467724932037,0.543107936801912,0.540344765474102,0.703886272081228,0.749157472603116,0.692934197143714,0.739855478573528,0.46527465178133,0.509112750825414,0.267024553657546,0.317505780556911,0.167111944278003,0.167796511873040,0.167111944278003,0.153742180328762,0.611951516200295,0.660537691423426
14,0.417927216612663,0.492378735035278,0.173957900662279,0.229561246694265,0.0747843376051104,0.0964292003908082,0.0143414777487602,0.0261964011947242,0.0368338929596412,0.049614073383553,0.123691557731703,0.153742180328762,0.200420960325022,0.221840680838008,0.431195850840279,0.441467724932037,0.543107936801912,0.540344765474102,0.709267303151827,0.754034056197133,0.692934197143714,0.74048209249503,0.477592792181322,0.522559374536941,0.267024553657546,0.317505780556911,0.167111944278003,0.167796511873040,0.167111944278003,0.155522779697767,0.624767836070457,0.680934187511693
15,0.417927216612663,0.492378735035278,0.173957900662279,0.229561246694265,0.0747843376051104,0.0984861622327144,0.0143414777487602,0.0261964011947242,0.0368338929596412,0.049614073383553,0.131242572436209,0.155522779697767,0.200420960325022,0.221840680838008,0.431195850840279,0.441467724932037,0.571637273793997,0.566509506552905,0.717221916598217,0.76420450650862,0.703886272081228,0.756450528638267,0.477592792181322,0.522559374536941,0.272705897774561,0.329258417232651,0.167111944278003,0.167796511873040,0.167111944278003,0.155522779697767,0.624767836070457,0.680934187511693
16,0.417927216612663,0.492378735035278,0.173957900662279,0.229561246694265,0.0747843376051104,0.0984861622327144,0.0143414777487602,0.0261964011947242,0.0368338929596412,0.049614073383553,0.131242572436209,0.155522779697767,0.200420960325022,0.223393609494857,0.431195850840279,0.441467724932037,0.571637273793997,0.566509506552905,0.717221916598217,0.768317191670448,0.703886272081228,0.756450528638267,0.477592792181322,0.522559374536941,0.272705897774561,0.329258417232651,0.167111944278003,0.167796511873040,0.167111944278003,0.155522779697767,0.637287715870383,0.68801891782157
17,0.417927216612663,0.492378735035278,0.193935154802244,0.244684440574901,0.0747843376051104,0.100530877737835,0.0143414777487602,0.0261964011947242,0.0368338929596412,0.049614073383553,0.131242572436209,0.155522779697767,0.206826055570743,0.234141735332681,0.431195850840279,0.441467724932037,0.571637273793997,0.566509506552905,0.722447946080975,0.774117311341292,0.714585864837002,0.761834809570684,0.477592792181322,0.522559374536941,0.272705897774561,0.329258417232651,0.180707509841792,0.172959523678163,0.167111944278003,0.155522779697767,0.637287715870383,0.690124232535447
18,0.435557647779351,0.502277161944852,0.193935154802244,0.244684440574901,0.0747843376051104,0.106594496216684,0.0143414777487602,0.0261964011947242,0.0368338929596412,0.049614073383553,0.131242572436209,0.157296388314754,0.206826055570743,0.235660138633476,0.469407672021487,0.471064022719163,0.571637273793997,0.566509506552905,0.737762763661522,0.78152664031485,0.725038074210465,0.770647808179885,0.477592792181322,0.522559374536941,0.272705897774561,0.329258417232651,0.180707509841792,0.172959523678163,0.167111944278003,0.155522779697767,0.643438944486066,0.697765200635423
19,0.435557647779351,0.503258334775646,0.193935154802244,0.244684440574901,0.0747843376051104,0.108593106717814,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.145943742229756,0.166062891174324,0.206826055570743,0.235660138633476,0.469407672021487,0.472095681724999,0.571637273793997,0.566509506552905,0.740263005711952,0.782090511988493,0.725038074210465,0.770647808179885,0.477592792181322,0.522559374536941,0.272705897774561,0.329258417232651,0.180707509841792,0.172959523678163,0.167111944278003,0.155522779697767,0.646487790624266,0.700513389446429
20,0.435557647779351,0.503258334775646,0.193935154802244,0.244684440574901,0.0747843376051104,0.108593106717814,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.145943742229756,0.171244748638681,0.206826055570743,0.235660138633476,0.469407672021487,0.472095681724999,0.581986691926325,0.591552085886284,0.740263005711952,0.782653519844564,0.725038074210465,0.771807824910105,0.477592792181322,0.522559374536941,0.294898172942540,0.348362469436552,0.180707509841792,0.172959523678163,0.180707509841792,0.169523770854705,0.658507329205789,0.707313835784926
21,0.435557647779351,0.505216004411143,0.193935154802244,0.244684440574901,0.0834538819719721,0.112557948496856,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.145943742229756,0.171244748638681,0.206826055570743,0.238684511351001,0.469407672021487,0.472095681724999,0.581986691926325,0.591552085886284,0.742748509464417,0.783215664728912,0.732717792680648,0.777555280086995,0.497597414308745,0.533853091122009,0.294898172942540,0.348362469436552,0.18736524062297,0.178067387489760,0.180707509841792,0.172959523678163,0.684551209939241,0.71534380034951
22,0.435557647779351,0.507167465911317,0.206826055570743,0.257955302962997,0.0834538819719721,0.114524645664666,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.145943742229756,0.172959523678163,0.213153566542002,0.247660503231414,0.505421846939054,0.503258334775646,0.581986691926325,0.591552085886284,0.742748509464417,0.790995548430118,0.745219341766412,0.790445397819927,0.497597414308745,0.533853091122009,0.294898172942540,0.348362469436552,0.18736524062297,0.179758097425626,0.180707509841792,0.174668172438651,0.687361802276298,0.716006597220671
23,0.456926107147656,0.530111893880683,0.206826055570743,0.257955302962997,0.0834538819719721,0.118427683509541,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.145943742229756,0.174668172438651,0.213153566542002,0.247660503231414,0.505421846939054,0.503258334775646,0.581986691926325,0.591552085886284,0.745219341766412,0.791544848440077,0.750117254928137,0.791544848440077,0.497597414308745,0.533853091122009,0.294898172942540,0.348362469436552,0.18736524062297,0.179758097425626,0.180707509841792,0.176370769472496,0.695696176224377,0.721928094887362
24,0.456926107147656,0.531985391529243,0.206826055570743,0.257955302962997,0.0918858382290552,0.120364433610602,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.145943742229756,0.176370769472496,0.213153566542002,0.247660503231414,0.505421846939054,0.505216004411143,0.581986691926325,0.591552085886284,0.745219341766412,0.79209329865396,0.750117254928137,0.79209329865396,0.497597414308745,0.533853091122009,0.294898172942540,0.348362469436552,0.18736524062297,0.179758097425626,0.180707509841792,0.178067387489760,0.698442125254143,0.727771589888899
25,0.456926107147656,0.531985391529243,0.206826055570743,0.257955302962997,0.100106443112395,0.139232999055099,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.153110679037458,0.179758097425626,0.213153566542002,0.249142665797264,0.505421846939054,0.505216004411143,0.592152783881178,0.6073814252851,0.754957262275861,0.796991241202753,0.757355709113642,0.79753123713539,0.497597414308745,0.533853091122009,0.316297589945954,0.359549782628378,0.18736524062297,0.183122068301373,0.180707509841792,0.179758097425626,0.698442125254143,0.728416089176971
26,0.456926107147656,0.532919964395546,0.206826055570743,0.257955302962997,0.100106443112395,0.141073410654953,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.153110679037458,0.181442968504551,0.213153566542002,0.249142665797264,0.535756115509319,0.531985391529243,0.592152783881178,0.6073814252851,0.754957262275861,0.796991241202753,0.757355709113642,0.79753123713539,0.497597414308745,0.533853091122009,0.316297589945954,0.359549782628378,0.18736524062297,0.183122068301373,0.18736524062297,0.184795462799533,0.698442125254143,0.728416089176971
27,0.477592792181322,0.544939014575611,0.225587161880896,0.270925763412017,0.108136655661829,0.144730698816721,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.153110679037458,0.183122068301373,0.231698397011540,0.262311219614337,0.535756115509319,0.531985391529243,0.595501472899862,0.60902188957083,0.754957262275861,0.796991241202753,0.757355709113642,0.798070391953635,0.497597414308745,0.536643827879976,0.316297589945954,0.359549782628378,0.18736524062297,0.183122068301373,0.18736524062297,0.184795462799533,0.701172129274654,0.735443039022517
28,0.481645501116253,0.547678691049414,0.225587161880896,0.270925763412017,0.115993606001030,0.148357418156186,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.153110679037458,0.184795462799533,0.231698397011540,0.263755901625542,0.535756115509319,0.531985391529243,0.595501472899862,0.6098403047164,0.754957262275861,0.796991241202753,0.75973986724763,0.798608706432071,0.509297093900286,0.556720754395171,0.316297589945954,0.359549782628378,0.18736524062297,0.183122068301373,0.18736524062297,0.191433254814193,0.709267303151827,0.742356355973738
29,0.485672035726849,0.547678691049414,0.225587161880896,0.270925763412017,0.123691557731703,0.155522779697767,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.160164700498654,0.186463216446594,0.231698397011540,0.263755901625542,0.535756115509319,0.531985391529243,0.595501472899862,0.6098403047164,0.766807214224701,0.805003212364457,0.75973986724763,0.806057301555378,0.509297093900286,0.558512696695425,0.316297589945954,0.360780565051463,0.200420960325022,0.196354708856158,0.18736524062297,0.193079060619079,0.711934352996922,0.742979254576184
30,0.485672035726849,0.551312082078026,0.225587161880896,0.270925763412017,0.123691557731703,0.157296388314754,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.173957900662279,0.191433254814193,0.231698397011540,0.266634482412498,0.546750251161465,0.557617406399024,0.602139738829994,0.632272986267868,0.766807214224701,0.806057301555378,0.75973986724763,0.806583102274714,0.509297093900286,0.558512696695425,0.336972455143558,0.391964110858704,0.200420960325022,0.196354708856158,0.18736524062297,0.193079060619079,0.714585864837002,0.749157472603116
31,0.505421846939054,0.573527046412357,0.225587161880896,0.270925763412017,0.131242572436209,0.172959523678163,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.180707509841792,0.193079060619079,0.237742392146142,0.268068430595359,0.546750251161465,0.557617406399024,0.602139738829994,0.632272986267868,0.766807214224701,0.807632219647308,0.75973986724763,0.808678029820368,0.509297093900286,0.560299203760419,0.336972455143558,0.391964110858704,0.200420960325022,0.196354708856158,0.18736524062297,0.196354708856158,0.727613043117926,0.762428574246129
32,0.505421846939054,0.575268261108142,0.225587161880896,0.270925763412017,0.131242572436209,0.176370769472496,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.180707509841792,0.193079060619079,0.243721301492951,0.272349195367826,0.546750251161465,0.558512696695425,0.602139738829994,0.632272986267868,0.780564087133555,0.822475670325975,0.769134818421382,0.813343404621303,0.509297093900286,0.560299203760419,0.336972455143558,0.391964110858704,0.200420960325022,0.196354708856158,0.213153566542002,0.212427492497769,0.727613043117926,0.762428574246129
33,0.505421846939054,0.576136907584158,0.237742392146142,0.280817944158369,0.131242572436209,0.179758097425626,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.180707509841792,0.196354708856158,0.255491796288497,0.285007120311516,0.546750251161465,0.559406628186734,0.602139738829994,0.632272986267868,0.780564087133555,0.823474164208785,0.77144843047953,0.813343404621303,0.513148025573917,0.561190426289164,0.336972455143558,0.391964110858704,0.206826055570743,0.204453252799342,0.213153566542002,0.215583710170960,0.73524771554978,0.76361342177255
34,0.509297093900286,0.577004250315725,0.237742392146142,0.280817944158369,0.138656983360135,0.189782051613666,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.18736524062297,0.196354708856158,0.255491796288497,0.287783550217906,0.557545165066365,0.575268261108142,0.618397239046968,0.645449590330185,0.780564087133555,0.823474164208785,0.773748107433462,0.815906585124435,0.532046201017999,0.572654472904883,0.361882856085289,0.408138820710794,0.206826055570743,0.204453252799342,0.219406378324571,0.215583710170960,0.75254446504981,0.773541255877269
35,0.509297093900286,0.577870291914336,0.237742392146142,0.280817944158369,0.138656983360135,0.196354708856158,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.049614073383553,0.18736524062297,0.199609441677606,0.255491796288497,0.289166919571697,0.557545165066365,0.576136907584158,0.621591863411857,0.646978328176067,0.78725663539246,0.82694356512115,0.782808579590784,0.821975213979937,0.532046201017999,0.573527046412357,0.361882856085289,0.409278504319329,0.206826055570743,0.204453252799342,0.219406378324571,0.218721327837044,0.75254446504981,0.775266795310976
36,0.546750251161465,0.591552085886284,0.237742392146142,0.280817944158369,0.153110679037458,0.202843685661573,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.0544517349688755,0.18736524062297,0.206057849773276,0.261287044399472,0.291924065565902,0.557545165066365,0.576136907584158,0.621591863411857,0.646978328176067,0.78725663539246,0.827435986403091,0.782808579590784,0.822475670325975,0.532046201017999,0.573527046412357,0.361882856085289,0.409278504319329,0.206826055570743,0.204453252799342,0.219406378324571,0.221840680838008,0.75254446504981,0.777555280086995
37,0.550370432521497,0.594081249153916,0.237742392146142,0.280817944158369,0.160164700498654,0.204453252799342,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.0544517349688755,0.18736524062297,0.206057849773276,0.261287044399472,0.291924065565902,0.557545165066365,0.576136907584158,0.621591863411857,0.653802591136442,0.78725663539246,0.8279276077923,0.782808579590784,0.822975320179275,0.532046201017999,0.573527046412357,0.361882856085289,0.409278504319329,0.213153566542002,0.212427492497769,0.219406378324571,0.22494209219115,0.75254446504981,0.777555280086995
38,0.553968674087806,0.615535495136288,0.267024553657546,0.302827518453114,0.160164700498654,0.206057849773276,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.0544517349688755,0.18736524062297,0.214007947794819,0.278332562796430,0.313537603996212,0.557545165066365,0.576136907584158,0.621591863411857,0.656057470336798,0.78725663539246,0.828418429937968,0.782808579590784,0.823474164208785,0.532046201017999,0.573527046412357,0.361882856085289,0.409278504319329,0.219406378324571,0.215583710170960,0.219406378324571,0.232619142133398,0.766807214224701,0.79318765289755
39,0.557545165066365,0.618763586027075,0.272705897774561,0.304176673100798,0.160164700498654,0.210842300318532,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.0544517349688755,0.200420960325022,0.217154822749005,0.283905954213988,0.317505780556911,0.564633632797703,0.600770791409725,0.627925283957324,0.66424133779555,0.7959904868156,0.834246188372655,0.800277091509799,0.837117286539644,0.535756115509319,0.575268261108142,0.39052594904024,0.439299574752026,0.219406378324571,0.215583710170960,0.231698397011540,0.253566030007839,0.766807214224701,0.79318765289755
40,0.568145969016011,0.633057201038129,0.278332562796430,0.313537603996212,0.160164700498654,0.215583710170960,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.0544517349688755,0.200420960325022,0.220283266951274,0.283905954213988,0.317505780556911,0.564633632797703,0.600770791409725,0.627925283957324,0.66424133779555,0.7959904868156,0.83472667855681,0.800277091509799,0.837593043868865,0.535756115509319,0.577004250315725,0.39052594904024,0.439299574752026,0.219406378324571,0.220283266951274,0.231698397011540,0.262311219614337,0.766807214224701,0.795908722883907
41,0.575107718040759,0.641608115864194,0.278332562796430,0.316185917722852,0.167111944278003,0.220283266951274,0.0143414777487602,0.0289704773047000,0.0368338929596412,0.0544517349688755,0.213153566542002,0.223393609494857,0.294898172942540,0.322756958897398,0.564633632797703,0.600770791409725,0.627925283957324,0.667184849601554,0.7959904868156,0.835206378385815,0.800277091509799,0.838542199164592,0.553968674087806,0.599105849216054,0.39052594904024,0.440384579536393,0.237742392146142,0.235660138633476,0.249637139973444,0.265196980930599,0.773748107433462,0.801820989241756
42,0.578557469316385,0.643148079743497,0.278332562796430,0.320136994424576,0.167111944278003,0.223393609494857,0.0143414777487602,0.0343659525637615,0.0469481205382755,0.0544517349688755,0.213153566542002,0.229561246694265,0.294898172942540,0.322756958897398,0.564633632797703,0.600770791409725,0.627925283957324,0.667184849601554,0.800277091509799,0.843240945686042,0.804510671724577,0.842307451040083,0.553968674087806,0.59993893789957,0.39052594904024,0.440384579536393,0.237742392146142,0.238684511351001,0.255491796288497,0.270925763412017,0.778305880527459,0.806057301555378
43,0.588784192639429,0.646978328176067,0.289427403324876,0.331839915570234,0.193935154802244,0.226486167487623,0.0143414777487602,0.0343659525637615,0.0469481205382755,0.0544517349688755,0.213153566542002,0.234141735332681,0.311018110150246,0.339520384395269,0.585395547012231,0.615535495136288,0.627925283957324,0.667918045747168,0.800277091509799,0.84370652352964,0.804510671724577,0.842774588386336,0.553968674087806,0.59993893789957,0.39052594904024,0.440384579536393,0.237742392146142,0.238684511351001,0.255491796288497,0.279414927654626,0.780564087133555,0.810759751871945
44,0.621591863411857,0.666450582325652,0.289427403324876,0.336970794002195,0.200420960325022,0.231092324350409,0.0143414777487602,0.0343659525637615,0.0469481205382755,0.0544517349688755,0.213153566542002,0.235660138633476,0.311018110150246,0.343325246229880,0.585395547012231,0.616344302865307,0.646487790624266,0.682359423693794,0.800277091509799,0.844171322505838,0.804510671724577,0.843240945686042,0.553968674087806,0.59993893789957,0.422381049514947,0.461701900945735,0.237742392146142,0.238684511351001,0.261287044399472,0.282217634455925,0.782808579590784,0.814883763946056
45,0.631064331821612,0.673020559274831,0.289427403324876,0.342059545448642,0.200420960325022,0.234141735332681,0.0143414777487602,0.0343659525637615,0.0469481205382755,0.0544517349688755,0.219406378324571,0.243190480239879,0.311018110150246,0.343325246229880,0.585395547012231,0.617151919200282,0.646487790624266,0.682359423693794,0.800277091509799,0.84509858620222,0.804510671724577,0.843240945686042,0.557545165066365,0.603258963699978,0.422381049514947,0.461701900945735,0.255491796288497,0.252095400461502,0.278332562796430,0.304176673100798,0.78725663539246,0.817434703312764
46,0.63418510228042,0.675912956952676,0.300319462534008,0.347106976562102,0.213153566542002,0.238684511351001,0.0143414777487602,0.0343659525637615,0.0469481205382755,0.0544517349688755,0.219406378324571,0.249142665797264,0.316297589945954,0.3521138614023,0.585395547012231,0.61795834622827,0.646487790624266,0.682359423693794,0.806607696832245,0.85059705269314,0.810762450345565,0.84923287264701,0.568145969016011,0.605736101070657,0.422381049514947,0.461701900945735,0.255491796288497,0.252095400461502,0.289427403324876,0.318822801098149,0.78725663539246,0.817434703312764
47,0.637287715870383,0.683070482307584,0.300319462534008,0.353359335021421,0.219406378324571,0.243190480239879,0.0143414777487602,0.0343659525637615,0.0469481205382755,0.0544517349688755,0.219406378324571,0.250620955224349,0.316297589945954,0.3521138614023,0.592152783881178,0.633057201038129,0.652532510097702,0.687315092830927,0.806607696832245,0.85059705269314,0.814865112750446,0.85059705269314,0.568145969016011,0.610657511431146,0.422381049514947,0.462749058578174,0.267024553657546,0.262311219614337,0.300319462534008,0.326666068815992,0.793827178885248,0.821975213979937
48,0.640372291097621,0.685904354209443,0.326721806044686,0.381343395186488,0.225587161880896,0.250620955224349,0.0260797324680034,0.0343659525637615,0.0469481205382755,0.0591893356628224,0.219406378324571,0.253566030007839,0.326721806044686,0.381343395186488,0.592152783881178,0.635402956354945,0.655528603333961,0.697075635968698,0.806607696832245,0.85059705269314,0.814865112750446,0.852855288734734,0.598830409025257,0.624367194820725,0.422381049514947,0.462749058578174,0.267024553657546,0.262311219614337,0.300319462534008,0.335692056054251,0.798140441353266,0.825461495397787
49,0.667340349892721,0.701197925858767,0.336972455143558,0.386085761809717,0.231698397011540,0.257955302962997,0.0260797324680034,0.0343659525637615,0.0469481205382755,0.0591893356628224,0.219406378324571,0.257955302962997,0.336972455143558,0.386085761809717,0.592152783881178,0.635402956354945,0.664413099428006,0.707988414270717,0.808691607675454,0.854201016511227,0.82092221569896,0.860826566789396,0.598830409025257,0.625163010495712,0.444192015037028,0.487369571023663,0.289427403324876,0.294668549656941,0.311018110150246,0.343325246229880,0.800277091509799,0.832316311603025
50,0.670250645295706,0.703245530377253,0.336972455143558,0.387265812197473,0.231698397011540,0.262311219614337,0.0260797324680034,0.0343659525637615,0.0469481205382755,0.0591893356628224,0.219406378324571,0.259410946099441,0.336972455143558,0.386085761809717,0.592152783881178,0.635402956354945,0.667340349892721,0.711346501479463,0.810762450345565,0.85598460165735,0.82291558657308,0.862131160757925,0.605429606202356,0.62675113702659,0.444192015037028,0.489378088313903,0.294898172942540,0.301475343543959,0.321531840519595,0.350865900244162,0.804510671724577,0.833764907210665
