"SUIT","TEST.GS.1","TRAIN.GS.1","TEST.GS.2","TRAIN.GS.2","TEST.GS.3","TRAIN.GS.3","TEST.GS.4","TRAIN.GS.4","TEST.GS.5","TRAIN.GS.5","TEST.GS.6","TRAIN.GS.6","TEST.GS.7","TRAIN.GS.7","TEST.GS.8","TRAIN.GS.8","TEST.GS.9","TRAIN.GS.9","TEST.GS.10","TRAIN.GS.10","TEST.GS.11","TRAIN.GS.11","TEST.GS.12","TRAIN.GS.12","TEST.GS.MEAN","TRAIN.GS.MEAN","TEST.GS.MODE","TRAIN.GS.MODE","TEST.GS.MAX","TRAIN.GS.MAX","TEST.GS.MIN","TRAIN.GS.MIN"
1,0.385841497068714,0.447927881715866,0.160164700498654,0.209252326432712,0.0565858671637136,0.0728888809599083,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.0421434347077597,0.123691557731703,0.129907977639657,0.18736524062297,0.196354708856158,0.352037659580166,0.37175038230317,0.46527465178133,0.483332971022115,0.661468793277068,0.70528415533429,0.661468793277068,0.68801891782157,0.456926107147656,0.490379916756551,0.231698397011540,0.270925763412017,0.115993606001030,0.137384572118965,0.167111944278003,0.128017381165171,0.489672681594183,0.522559374536941
2,0.385841497068714,0.447927881715866,0.160164700498654,0.209252326432712,0.0565858671637136,0.0728888809599083,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.0421434347077597,0.123691557731703,0.129907977639657,0.18736524062297,0.196354708856158,0.352037659580166,0.37175038230317,0.46527465178133,0.483332971022115,0.661468793277068,0.70528415533429,0.661468793277068,0.68801891782157,0.456926107147656,0.490379916756551,0.231698397011540,0.270925763412017,0.115993606001030,0.139232999055099,0.167111944278003,0.128017381165171,0.501522037957069,0.551312082078026
3,0.385841497068714,0.450066658096438,0.160164700498654,0.209252326432712,0.0565858671637136,0.0773065318767458,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.0421434347077597,0.123691557731703,0.129907977639657,0.18736524062297,0.197984662606768,0.352037659580166,0.37175038230317,0.46527465178133,0.483332971022115,0.661468793277068,0.70528415533429,0.661468793277068,0.68801891782157,0.456926107147656,0.490379916756551,0.231698397011540,0.270925763412017,0.115993606001030,0.139232999055099,0.167111944278003,0.129907977639657,0.516974882981792,0.562080298630979
4,0.385841497068714,0.450066658096438,0.160164700498654,0.209252326432712,0.0565858671637136,0.079490442383934,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.0421434347077597,0.123691557731703,0.13366313504488,0.18736524062297,0.197984662606768,0.352037659580166,0.37175038230317,0.46527465178133,0.483332971022115,0.676020765577534,0.716006597220671,0.673144084687202,0.703245530377253,0.456926107147656,0.490379916756551,0.231698397011540,0.270925763412017,0.115993606001030,0.139232999055099,0.167111944278003,0.131789844583904,0.524557311675061,0.583039362358696
5,0.395175959406133,0.466920316645414,0.160164700498654,0.209252326432712,0.0565858671637136,0.08165847874695,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.0421434347077597,0.123691557731703,0.13366313504488,0.18736524062297,0.199609441677606,0.371575948221081,0.398946780971842,0.46527465178133,0.483332971022115,0.676020765577534,0.716006597220671,0.673144084687202,0.703245530377253,0.456926107147656,0.490379916756551,0.231698397011540,0.270925763412017,0.131242572436209,0.151954489766130,0.167111944278003,0.131789844583904,0.539443292112655,0.597435957134775
6,0.395175959406133,0.466920316645414,0.160164700498654,0.217154822749005,0.0565858671637136,0.0838111481431528,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.0421434347077597,0.123691557731703,0.135527996696777,0.18736524062297,0.202843685661573,0.371575948221081,0.398946780971842,0.501522037957069,0.511051890331282,0.676020765577534,0.722581208371283,0.673144084687202,0.703245530377253,0.456926107147656,0.490379916756551,0.255491796288497,0.297400522502745,0.131242572436209,0.151954489766130,0.167111944278003,0.13366313504488,0.546750251161465,0.59993893789957
7,0.395175959406133,0.466920316645414,0.160164700498654,0.217154822749005,0.0565858671637136,0.0838111481431528,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.047154157571912,0.123691557731703,0.139232999055099,0.18736524062297,0.204453252799342,0.371575948221081,0.398946780971842,0.501522037957069,0.511051890331282,0.676020765577534,0.722581208371283,0.676020765577534,0.707313835784926,0.456926107147656,0.492378735035278,0.255491796288497,0.297400522502745,0.131242572436209,0.151954489766130,0.167111944278003,0.137384572118965,0.550370432521497,0.600770791409725
8,0.395175959406133,0.466920316645414,0.160164700498654,0.217154822749005,0.0565858671637136,0.0838111481431528,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.047154157571912,0.123691557731703,0.139232999055099,0.18736524062297,0.204453252799342,0.371575948221081,0.398946780971842,0.501522037957069,0.511051890331282,0.681724234395438,0.730343883351375,0.67888078397044,0.72127401843543,0.461114238577556,0.503258334775646,0.255491796288497,0.297400522502745,0.131242572436209,0.151954489766130,0.167111944278003,0.137384572118965,0.578557469316385,0.623570208212797
9,0.395175959406133,0.467958813584737,0.160164700498654,0.217154822749005,0.0658434026054238,0.0838111481431528,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.047154157571912,0.123691557731703,0.139232999055099,0.18736524062297,0.204453252799342,0.408924517857863,0.418322923401089,0.505421846939054,0.511051890331282,0.681724234395438,0.730343883351375,0.67888078397044,0.72127401843543,0.461114238577556,0.505216004411143,0.255491796288497,0.297400522502745,0.145943742229756,0.160823020822469,0.167111944278003,0.139232999055099,0.585395547012231,0.633840266374468
10,0.399792054476653,0.477228615875469,0.160164700498654,0.217154822749005,0.0658434026054238,0.0901815675090126,0.0143414777487602,0.0204620257754679,0.0368338929596412,0.047154157571912,0.123691557731703,0.139232999055099,0.18736524062297,0.204453252799342,0.408924517857863,0.418322923401089,0.505421846939054,0.511051890331282,0.684551209939241,0.730984583957454,0.684551209939241,0.72905963709252,0.461114238577556,0.505216004411143,0.255491796288497,0.297400522502745,0.145943742229756,0.160823020822469,0.167111944278003,0.139232999055099,0.585395547012231,0.635402956354945
