ID VARIABLE	VARIABLE	ID ESTACION	ESTACION
0230&sid	Nivel M醲imo	0025017020&sid	SAN PEDRO
0231&sid	Nivel M韓imo	0025017020&sid	SAN PEDRO
0232&sid	precipitaci髇	0025017020&sid	SAN PEDRO
0240&sid	voltaje acumulador	0025017020&sid	SAN PEDRO
9000&sid	Humedad aire 2 m	0025017020&sid	SAN PEDRO
0027&sid	Temp Aire 2 m	0025025270&sid	UNISUCRE
0068&sid	Temp Max Aire 2 m	0025025270&sid	UNISUCRE
0069&sid	Temp Min Aire 2 m	0025025270&sid	UNISUCRE
0070&sid	Velocidad Viento (10 min) Sens Retirado	0025025270&sid	UNISUCRE
0103&sid	Direccion Viento (10min) - Sens Retirado	0025025270&sid	UNISUCRE
0104&sid	Vel Viento Max (1h)	0025025270&sid	UNISUCRE
0105&sid	Dir Vel Max (1h)	0025025270&sid	UNISUCRE
0107&sid	Temp Virtual (1h)	0025025270&sid	UNISUCRE
0108&sid	Temp Max Virtual	0025025270&sid	UNISUCRE
0109&sid	Temp Min Virtual	0025025270&sid	UNISUCRE
0110&sid	Radiacion Global	0025025270&sid	UNISUCRE
0239&sid	Precipitacion	0025025270&sid	UNISUCRE
0240&sid	Presi髇 Atmosferica (1h)	0025025270&sid	UNISUCRE
0255&sid	voltaje acumulador	0025025270&sid	UNISUCRE
9000&sid	Error 500 General	0025025270&sid	UNISUCRE
9500&sid	Error 501 SAT HDR	0025025270&sid	UNISUCRE
9501&sid	Error 502 LogoSens error counters	0025025270&sid	UNISUCRE
9502&sid	SAT HDR Firmware version	0025025270&sid	UNISUCRE
9503&sid	Humedad aire 2 m	0025025270&sid	UNISUCRE
0027&sid	Humedad Aire 10 cm	0025025280&sid	EL TESORO IDEAM
0030&sid	Temp Aire 2 m	0025025280&sid	EL TESORO IDEAM
0068&sid	Temp Max Aire 2 m	0025025280&sid	EL TESORO IDEAM
0069&sid	Temp Min Aire 2 m	0025025280&sid	EL TESORO IDEAM
0070&sid	Temp Aire 10 cm	0025025280&sid	EL TESORO IDEAM
0075&sid	Temp Max Aire 10 cm	0025025280&sid	EL TESORO IDEAM
0076&sid	Temp Min Aire 10 cm	0025025280&sid	EL TESORO IDEAM
0077&sid	Velocidad Viento (10 min)	0025025280&sid	EL TESORO IDEAM
0103&sid	Direccion Viento (10min)	0025025280&sid	EL TESORO IDEAM
0104&sid	Vel Viento Max (1h)	0025025280&sid	EL TESORO IDEAM
0105&sid	Dir Vel Max (1h)	0025025280&sid	EL TESORO IDEAM
0107&sid	Temp Virtual (1h)	0025025280&sid	EL TESORO IDEAM
0108&sid	Temp Max Virtual	0025025280&sid	EL TESORO IDEAM
0109&sid	Temp Min Virtual	0025025280&sid	EL TESORO IDEAM
0110&sid	Radiacion Visible	0025025280&sid	EL TESORO IDEAM
0237&sid	Radiacion Global - Falla Tecnica	0025025280&sid	EL TESORO IDEAM
0239&sid	Precipitacion	0025025280&sid	EL TESORO IDEAM
0240&sid	Temp Suelo 10 cm	0025025280&sid	EL TESORO IDEAM
0241&sid	Humedad Suelo 10 cm	0025025280&sid	EL TESORO IDEAM
0245&sid	Evaporaci髇	0025025280&sid	EL TESORO IDEAM
0260&sid	Precipitacion Acumulada Diaria	0025025280&sid	EL TESORO IDEAM
0310&sid	voltaje acumulador	0025025280&sid	EL TESORO IDEAM
9000&sid	H. aire 2m	0025025280&sid	EL TESORO IDEAM
0027&sid	T. Aire 2m	0025025340&sid	SAN MARCOS
0068&sid	T. Max Aire 2m	0025025340&sid	SAN MARCOS
0069&sid	T. Min Aire 2m	0025025340&sid	SAN MARCOS
0070&sid	Velocidad Viento (10 min) Sens Retirado	0025025340&sid	SAN MARCOS
0103&sid	Direccion Viento (10min) Sens Retirado	0025025340&sid	SAN MARCOS
0104&sid	Vel Viento Max (1h)	0025025340&sid	SAN MARCOS
0105&sid	Tiempo Vel Max (1h)	0025025340&sid	SAN MARCOS
0106&sid	Dir Vel Max (1h)	0025025340&sid	SAN MARCOS
0107&sid	T.Virtual (1h)	0025025340&sid	SAN MARCOS
0108&sid	T. Max Virtual	0025025340&sid	SAN MARCOS
0109&sid	T. Min Virtual	0025025340&sid	SAN MARCOS
0110&sid	Radiacion Visible	0025025340&sid	SAN MARCOS
0237&sid	Radiacion Global	0025025340&sid	SAN MARCOS
0239&sid	Precipitacion	0025025340&sid	SAN MARCOS
0240&sid	T. Suelo 10cm	0025025340&sid	SAN MARCOS
0241&sid	T. Suelo 30cm	0025025340&sid	SAN MARCOS
0242&sid	T. Suelo 50cm	0025025340&sid	SAN MARCOS
0243&sid	H. Suelo 10cm	0025025340&sid	SAN MARCOS
0245&sid	H. Suelo 30cm	0025025340&sid	SAN MARCOS
0246&sid	H. Suelo 50cm	0025025340&sid	SAN MARCOS
0247&sid	Presi髇 Atm. (1h)	0025025340&sid	SAN MARCOS
0255&sid	Evaporaci髇	0025025340&sid	SAN MARCOS
0260&sid	Precipitacion Acumulada Diaria	0025025340&sid	SAN MARCOS
0310&sid	voltaje acumulador	0025025340&sid	SAN MARCOS
9000&sid	Nivel Instantaneo	0025025340&sid	SAN MARCOS
0230&sid	Nivel Maximo	0025027020&sid	EL BANCO
0231&sid	Nivel Minimo	0025027020&sid	EL BANCO
0232&sid	Precipitacion	0025027020&sid	EL BANCO
0240&sid	Precipitacion Acumulada Diaria	0025027020&sid	EL BANCO
0310&sid	Voltaje Acumulador	0025027020&sid	EL BANCO
9000&sid	Nivel Instantaneo	0025027020&sid	EL BANCO
0230&sid	Nivel Maximo	0025027200&sid	LAS VARAS
0231&sid	Nivel Minimo	0025027200&sid	LAS VARAS
0232&sid	precipitacion	0025027200&sid	LAS VARAS
0240&sid	Precipitacion Acumulada Diaria	0025027200&sid	LAS VARAS
0310&sid	voltaje acumulador	0025027200&sid	LAS VARAS
9000&sid	Nivel Instantaneo	0025027200&sid	LAS VARAS
0230&sid	Nivel Maximo	0025027450&sid	PLATO MAGDALENA
0231&sid	Nivel Minimo	0025027450&sid	PLATO MAGDALENA
0232&sid	Nivel Corregido	0025027450&sid	PLATO MAGDALENA
0263&sid	Voltaje Acumulador	0025027450&sid	PLATO MAGDALENA
9000&sid	Humedad aire 2 m	0025027450&sid	PLATO MAGDALENA
0027&sid	Temp Aire 2 m	0026015010&sid	EL TABLAZO
0068&sid	Temp Max Aire 2 m	0026015010&sid	EL TABLAZO
0069&sid	Temp Min Aire 2 m	0026015010&sid	EL TABLAZO
0070&sid	Velocidad Viento (10 min)	0026015010&sid	EL TABLAZO
0103&sid	Direccion Viento (10min)	0026015010&sid	EL TABLAZO
0104&sid	Vel Viento Max (1h)	0026015010&sid	EL TABLAZO
0105&sid	Dir Vel Max (1h)	0026015010&sid	EL TABLAZO
0107&sid	Temp Virtual (1h)	0026015010&sid	EL TABLAZO
0108&sid	Temp Max Virtual	0026015010&sid	EL TABLAZO
0109&sid	Temp Min Virtual	0026015010&sid	EL TABLAZO
0110&sid	Radiacion Global	0026015010&sid	EL TABLAZO
0239&sid	Precipitacion	0026015010&sid	EL TABLAZO
0240&sid	Presi髇 Atmosferica (1h)	0026015010&sid	EL TABLAZO
0255&sid	Precipitacion Acumulada Diaria	0026015010&sid	EL TABLAZO
0310&sid	voltaje acumulador	0026015010&sid	EL TABLAZO
9000&sid	Humedad aire 2 m	0026015010&sid	EL TABLAZO
0027&sid	Temp Aire 2 m	0026015030&sid	PNN PURACE
0068&sid	Temp Max Aire 2 m	0026015030&sid	PNN PURACE
0069&sid	Temp Min Aire 2 m	0026015030&sid	PNN PURACE
0070&sid	Velocidad Viento (10 min)	0026015030&sid	PNN PURACE
0103&sid	Direccion Viento (10min)	0026015030&sid	PNN PURACE
0104&sid	Vel Viento Max (1h)	0026015030&sid	PNN PURACE
0105&sid	Dir Vel Max (1h)	0026015030&sid	PNN PURACE
0107&sid	Temp Virtual (1h)	0026015030&sid	PNN PURACE
0108&sid	Temp Max Virtual	0026015030&sid	PNN PURACE
0109&sid	Temp Min Virtual	0026015030&sid	PNN PURACE
0110&sid	Precipitacion	0026015030&sid	PNN PURACE
0240&sid	Temp Suelo 10 cm	0026015030&sid	PNN PURACE
0241&sid	Temp Suelo 30 cm	0026015030&sid	PNN PURACE
0242&sid	Temp Suelo 50 cm	0026015030&sid	PNN PURACE
0243&sid	Humedad Suelo 10 cm	0026015030&sid	PNN PURACE
0245&sid	Humedad Suelo 30 cm	0026015030&sid	PNN PURACE
0246&sid	Humedad Suelo 50 cm	0026015030&sid	PNN PURACE
0247&sid	Presi髇 Atmosferica (1h)	0026015030&sid	PNN PURACE
0255&sid	Precipitacion Acumulada Diaria	0026015030&sid	PNN PURACE
0310&sid	voltaje acumulador	0026015030&sid	PNN PURACE
9000&sid	Humedad aire 2 m	0026015030&sid	PNN PURACE
0027&sid	Temp Aire 2 m	0026015040&sid	ARRAYANALES
0068&sid	Temp Max Aire 2 m	0026015040&sid	ARRAYANALES
0069&sid	Temp Min Aire 2 m	0026015040&sid	ARRAYANALES
0070&sid	Velocidad Viento (10 min)	0026015040&sid	ARRAYANALES
0103&sid	Direccion Viento (10min)	0026015040&sid	ARRAYANALES
0104&sid	Vel Viento Max (1h)	0026015040&sid	ARRAYANALES
0105&sid	Dir Vel Max (1h)	0026015040&sid	ARRAYANALES
0107&sid	Temp Virtual (1h)	0026015040&sid	ARRAYANALES
0108&sid	Temp Max Virtual	0026015040&sid	ARRAYANALES
0109&sid	Temp Min Virtual	0026015040&sid	ARRAYANALES
0110&sid	Radiacion Global	0026015040&sid	ARRAYANALES
0239&sid	Precipitacion	0026015040&sid	ARRAYANALES
0240&sid	Precipitacion Acumulada Diaria	0026015040&sid	ARRAYANALES
0310&sid	Voltaje Acumulador	0026015040&sid	ARRAYANALES
9000&sid	Nivel Instantaneo	0026015040&sid	ARRAYANALES
0230&sid	precipitacion	0026027010&sid	LA BALSA
0240&sid	voltaje acumulador	0026027010&sid	LA BALSA
9000&sid	Nivel Instantaneo	0026027010&sid	LA BALSA
0230&sid	precipitacion	0026027310&sid	PAN DE AZUCAR
0240&sid	Precipitacion Acumulada Diaria	0026027310&sid	PAN DE AZUCAR
0310&sid	Precipitacion Horaria	0026027310&sid	PAN DE AZUCAR
0311&sid	voltaje acumulador	0026027310&sid	PAN DE AZUCAR
9000&sid	Humedad aire 2 m	0026027310&sid	PAN DE AZUCAR
0027&sid	Temp Aire 2 m	0026035090&sid	LA LAGUNA DE CAJIBIO
0068&sid	Temp Max Aire 2 m	0026035090&sid	LA LAGUNA DE CAJIBIO
0069&sid	Temp Min Aire 2 m	0026035090&sid	LA LAGUNA DE CAJIBIO
0070&sid	Velocidad Viento (10 min)	0026035090&sid	LA LAGUNA DE CAJIBIO
0103&sid	Direccion Viento (10min)	0026035090&sid	LA LAGUNA DE CAJIBIO
0104&sid	Vel Viento Max (1h)	0026035090&sid	LA LAGUNA DE CAJIBIO
0105&sid	Dir Vel Max (1h)	0026035090&sid	LA LAGUNA DE CAJIBIO
0107&sid	Temp Virtual (1h)	0026035090&sid	LA LAGUNA DE CAJIBIO
0108&sid	Temp Max Virtual	0026035090&sid	LA LAGUNA DE CAJIBIO
0109&sid	Temp Min Virtual	0026035090&sid	LA LAGUNA DE CAJIBIO
0110&sid	Radiacion Global	0026035090&sid	LA LAGUNA DE CAJIBIO
0239&sid	Precipitacion	0026035090&sid	LA LAGUNA DE CAJIBIO
0240&sid	Humedad Suelo Corto	0026035090&sid	LA LAGUNA DE CAJIBIO
0245&sid	Humedad Suelo Largo	0026035090&sid	LA LAGUNA DE CAJIBIO
0246&sid	Precipitacion Acumulada Diaria	0026035090&sid	LA LAGUNA DE CAJIBIO
0310&sid	voltaje acumulador	0026035090&sid	LA LAGUNA DE CAJIBIO
9000&sid	Humedad aire 2 m	0026035090&sid	LA LAGUNA DE CAJIBIO
0027&sid	Humedad Aire 10 cm	0026035100&sid	HDA SUECIA
0030&sid	Temp Aire 2 m	0026035100&sid	HDA SUECIA
0068&sid	Temp Max Aire 2 m	0026035100&sid	HDA SUECIA
0069&sid	Temp Min Aire 2 m	0026035100&sid	HDA SUECIA
0070&sid	Temp Aire 10 cm	0026035100&sid	HDA SUECIA
0075&sid	Temp Max Aire 10 cm	0026035100&sid	HDA SUECIA
0076&sid	Temp Min Aire 10 cm	0026035100&sid	HDA SUECIA
0077&sid	Velocidad Viento (10 min)	0026035100&sid	HDA SUECIA
0103&sid	Direccion Viento (10min)	0026035100&sid	HDA SUECIA
0104&sid	Vel Viento Max (1h)	0026035100&sid	HDA SUECIA
0105&sid	Dir Vel Max (1h)	0026035100&sid	HDA SUECIA
0107&sid	Temp Virtual (1h)	0026035100&sid	HDA SUECIA
0108&sid	Temp Max Virtual	0026035100&sid	HDA SUECIA
0109&sid	Temp Min Virtual	0026035100&sid	HDA SUECIA
0110&sid	Radiacion Visible	0026035100&sid	HDA SUECIA
0237&sid	Radiacion Global	0026035100&sid	HDA SUECIA
0239&sid	Precipitacion	0026035100&sid	HDA SUECIA
0240&sid	Temp Suelo 10 cm	0026035100&sid	HDA SUECIA
0241&sid	Temp Suelo 30 cm	0026035100&sid	HDA SUECIA
0242&sid	Temp Suelo 50 cm	0026035100&sid	HDA SUECIA
0243&sid	Humedad Suelo 10 cm	0026035100&sid	HDA SUECIA
0245&sid	Humedad Suelo 30 cm	0026035100&sid	HDA SUECIA
0246&sid	Humedad Suelo 50 cm	0026035100&sid	HDA SUECIA
0247&sid	Presi髇 Atmosferica (1h)	0026035100&sid	HDA SUECIA
0255&sid	Evaporaci髇	0026035100&sid	HDA SUECIA
0260&sid	Precipitacion Acumulada Diaria	0026035100&sid	HDA SUECIA
0310&sid	voltaje acumulador	0026035100&sid	HDA SUECIA
9000&sid	Nivel Instantaneo	0026035100&sid	HDA SUECIA
0230&sid	Precipitacion	0026047020&sid	BOCAT RIO PALO
0240&sid	Precipitacion Acumulada Diaria	0026047020&sid	BOCAT RIO PALO
0310&sid	Voltaje Acumulador	0026047020&sid	BOCAT RIO PALO
9000&sid	Nivel Instantaneo	0026047020&sid	BOCAT RIO PALO
0230&sid	precipitacion	0026047070&sid	PTO TEJADA
0240&sid	voltaje acumulador	0026047070&sid	PTO TEJADA
9000&sid	Humedad aire 2 m	0026047070&sid	PTO TEJADA
0027&sid	Temp Aire 2 m	0026055100&sid	FARALLONES
0068&sid	Temp Max Aire 2 m	0026055100&sid	FARALLONES
0069&sid	Temp Min Aire 2 m	0026055100&sid	FARALLONES
0070&sid	Velocidad Viento (10 min)	0026055100&sid	FARALLONES
0103&sid	Direccion Viento (10min)	0026055100&sid	FARALLONES
0104&sid	Vel Viento Max (1h)	0026055100&sid	FARALLONES
0105&sid	Dir Vel Max (1h)	0026055100&sid	FARALLONES
0107&sid	Temp Virtual (1h)	0026055100&sid	FARALLONES
0108&sid	Temp Max Virtual	0026055100&sid	FARALLONES
0109&sid	Temp Min Virtual	0026055100&sid	FARALLONES
0110&sid	Precipitacion	0026055100&sid	FARALLONES
0240&sid	Temp Suelo 10 cm	0026055100&sid	FARALLONES
0241&sid	Temp Suelo 30 cm	0026055100&sid	FARALLONES
0242&sid	Temp Suelo 50 cm	0026055100&sid	FARALLONES
0243&sid	Humedad Suelo 10 cm	0026055100&sid	FARALLONES
0245&sid	Humedad Suelo 30 cm	0026055100&sid	FARALLONES
0246&sid	Humedad Suelo 50 cm	0026055100&sid	FARALLONES
0247&sid	Presi髇 Atmosferica (1h)	0026055100&sid	FARALLONES
0255&sid	voltaje acumulador	0026055100&sid	FARALLONES
9000&sid	Humedad aire 2 m	0026055100&sid	FARALLONES
0027&sid	Humedad Aire 10 cm	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0030&sid	Temp Aire 2 m	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0068&sid	Temp Max Aire 2 m	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0069&sid	Temp Min Aire 2 m	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0070&sid	Temp Aire 10 cm	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0075&sid	Temp Max Aire 10 cm	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0076&sid	Temp Min Aire 10 cm	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0077&sid	Velocidad Viento (10 min)	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0103&sid	Direccion Viento (10min)	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0104&sid	Vel Viento Max (1h)	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0105&sid	Dir Vel Max (1h)	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0107&sid	Temp Virtual (1h)	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0108&sid	Temp Max Virtual	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0109&sid	Temp Min Virtual	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0110&sid	Radiacion Visible	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0237&sid	Radiacion Global	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0239&sid	Precipitacion	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0240&sid	Temp Suelo 10 cm	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0241&sid	Temp Suelo 30 cm	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0242&sid	Temp Suelo 50 cm	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0243&sid	Humedad Suelo 10 cm	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0245&sid	Humedad Suelo 30 cm	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0246&sid	Humedad Suelo 50 cm	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0247&sid	Presi髇 Atmosferica (1h)	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0255&sid	Evaporaci髇	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0260&sid	Precipitacion Acumulada Diaria	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0310&sid	voltaje acumulador	0026055110&sid	LA INDEPENDENCIA JAMUNDI
9000&sid	Humedad aire 2 m	0026055110&sid	LA INDEPENDENCIA JAMUNDI
0027&sid	Temp Aire 2 m	0026055120&sid	UNI DEL VALLE
0068&sid	Temp Max Aire 2 m	0026055120&sid	UNI DEL VALLE
0069&sid	Temp Min Aire 2 m	0026055120&sid	UNI DEL VALLE
0070&sid	Velocidad Viento (10 min)	0026055120&sid	UNI DEL VALLE
0103&sid	Direccion Viento (10min)	0026055120&sid	UNI DEL VALLE
0104&sid	Vel Viento Max (1h)	0026055120&sid	UNI DEL VALLE
0105&sid	Dir Vel Max (1h)	0026055120&sid	UNI DEL VALLE
0107&sid	Radiacion Global	0026055120&sid	UNI DEL VALLE
0239&sid	Precipitacion	0026055120&sid	UNI DEL VALLE
0240&sid	Presi髇 Atmosferica (1h)	0026055120&sid	UNI DEL VALLE
0255&sid	voltaje acumulador	0026055120&sid	UNI DEL VALLE
9000&sid	Nivel Instantaneo	0026055120&sid	UNI DEL VALLE
0230&sid	precipitacion	0026067010&sid	JUANCHITO
0240&sid	voltaje acumulador	0026067010&sid	JUANCHITO
9000&sid	Humedad aire 2 m	0026067010&sid	JUANCHITO
0027&sid	Temp Aire 2 m	0026075120&sid	LA DIANA
0068&sid	Temp Max Aire 2 m	0026075120&sid	LA DIANA
0069&sid	Temp Min Aire 2 m	0026075120&sid	LA DIANA
0070&sid	Velocidad Viento (10 min)	0026075120&sid	LA DIANA
0103&sid	Direccion Viento (10min)	0026075120&sid	LA DIANA
0104&sid	Vel Viento Max (1h)	0026075120&sid	LA DIANA
0105&sid	Dir Vel Max (1h)	0026075120&sid	LA DIANA
0107&sid	Temp Virtual (1h)	0026075120&sid	LA DIANA
0108&sid	Temp Max Virtual	0026075120&sid	LA DIANA
0109&sid	Temp Min Virtual	0026075120&sid	LA DIANA
0110&sid	Radiacion Global	0026075120&sid	LA DIANA
0239&sid	Precipitacion	0026075120&sid	LA DIANA
0240&sid	Humedad Suelo 10 cm	0026075120&sid	LA DIANA
0245&sid	Humedad Suelo 30 cm	0026075120&sid	LA DIANA
0246&sid	Precipitacion Acumulada Diaria	0026075120&sid	LA DIANA
0310&sid	voltaje acumulador	0026075120&sid	LA DIANA
9000&sid	Humedad aire 2 m	0026075120&sid	LA DIANA
0027&sid	Temp Aire 2 m	0026085160&sid	SILOE
0068&sid	Temp Max Aire 2 m	0026085160&sid	SILOE
0069&sid	Temp Min Aire 2 m	0026085160&sid	SILOE
0070&sid	Velocidad Viento (10 min)	0026085160&sid	SILOE
0103&sid	Direccion Viento (10min)	0026085160&sid	SILOE
0104&sid	Vel Viento Max (1h)	0026085160&sid	SILOE
0105&sid	Dir Vel Max (1h)	0026085160&sid	SILOE
0107&sid	Temp Virtual (1h)	0026085160&sid	SILOE
0108&sid	Temp Max Virtual	0026085160&sid	SILOE
0109&sid	Temp Min Virtual	0026085160&sid	SILOE
0110&sid	Radiacion Global	0026085160&sid	SILOE
0239&sid	Precipitacion	0026085160&sid	SILOE
0240&sid	Humedad Suelo Largo	0026085160&sid	SILOE
0245&sid	Humedad Suelo Corto	0026085160&sid	SILOE
0246&sid	Precipitacion Acumulada Diaria	0026085160&sid	SILOE
0310&sid	voltaje acumulador	0026085160&sid	SILOE
9000&sid	Humedad aire 2 m	0026085160&sid	SILOE
0027&sid	Temp Aire 2 m	0026085170&sid	BASE AEREA MFS
0068&sid	Temp Max Aire 2 m	0026085170&sid	BASE AEREA MFS
0069&sid	Temp Min Aire 2 m	0026085170&sid	BASE AEREA MFS
0070&sid	Velocidad Viento (10 min)	0026085170&sid	BASE AEREA MFS
0103&sid	Direccion Viento (10min)	0026085170&sid	BASE AEREA MFS
0104&sid	Vel Viento Max (1h)	0026085170&sid	BASE AEREA MFS
0105&sid	Dir Vel Max (1h)	0026085170&sid	BASE AEREA MFS
0107&sid	Temp Virtual (1h)	0026085170&sid	BASE AEREA MFS
0108&sid	Temp Max Virtual	0026085170&sid	BASE AEREA MFS
0109&sid	Temp Min Virtual	0026085170&sid	BASE AEREA MFS
0110&sid	Radiacion Global	0026085170&sid	BASE AEREA MFS
0239&sid	Precipitacion	0026085170&sid	BASE AEREA MFS
0240&sid	Presi髇 Atmosferica (1h)	0026085170&sid	BASE AEREA MFS
0255&sid	Precipitacion Acumulada Diaria	0026085170&sid	BASE AEREA MFS
0310&sid	Voltaje Acumulador	0026085170&sid	BASE AEREA MFS
9000&sid	Nivel Instantaneo	0026085170&sid	BASE AEREA MFS
0230&sid	Precipitaci髇	0026087050&sid	MEDIACANOA
0240&sid	voltaje acumulador	0026087050&sid	MEDIACANOA
9000&sid	Humedad aire 2 m	0026087050&sid	MEDIACANOA
0027&sid	Humedad Aire 10 cm	0026095320&sid	EL VINCULO
0030&sid	Temp Aire 2 m	0026095320&sid	EL VINCULO
0068&sid	Temp Max Aire 2 m	0026095320&sid	EL VINCULO
0069&sid	Temp Min Aire 2 m	0026095320&sid	EL VINCULO
0070&sid	Temp Aire 10 cm	0026095320&sid	EL VINCULO
0075&sid	Temp Max Aire 10 cm	0026095320&sid	EL VINCULO
0076&sid	Temp Min Aire 10 cm	0026095320&sid	EL VINCULO
0077&sid	Velocidad Viento (10 min)	0026095320&sid	EL VINCULO
0103&sid	Direccion Viento (10min)	0026095320&sid	EL VINCULO
0104&sid	Vel Viento Max (1h)	0026095320&sid	EL VINCULO
0105&sid	Dir Vel Max (1h)	0026095320&sid	EL VINCULO
0107&sid	Temp Virtual (1h)	0026095320&sid	EL VINCULO
0108&sid	Temp Max Virtual	0026095320&sid	EL VINCULO
0109&sid	Temp Min Virtual	0026095320&sid	EL VINCULO
0110&sid	Radiacion Visible	0026095320&sid	EL VINCULO
0237&sid	Radiacion Global	0026095320&sid	EL VINCULO
0239&sid	Precipitacion	0026095320&sid	EL VINCULO
0240&sid	Temp Suelo 10 cm	0026095320&sid	EL VINCULO
0241&sid	Temp Suelo 30 cm	0026095320&sid	EL VINCULO
0242&sid	Temp Suelo 50 cm	0026095320&sid	EL VINCULO
0243&sid	Humedad Suelo 10 cm	0026095320&sid	EL VINCULO
0245&sid	Humedad Suelo 30 cm	0026095320&sid	EL VINCULO
0246&sid	Humedad Suelo 50 cm	0026095320&sid	EL VINCULO
0247&sid	Presi髇 Atmosferica (1h)	0026095320&sid	EL VINCULO
0255&sid	Evaporaci髇	0026095320&sid	EL VINCULO
0260&sid	voltaje acumulador	0026095320&sid	EL VINCULO
9000&sid	Humedad aire 2 m	0026095320&sid	EL VINCULO
0027&sid	Temp Aire 2 m	0026105240&sid	EL PLACER
0068&sid	Temp Max Aire 2 m	0026105240&sid	EL PLACER
0069&sid	Temp Min Aire 2 m	0026105240&sid	EL PLACER
0070&sid	Velocidad Viento (10 min)	0026105240&sid	EL PLACER
0103&sid	Direccion Viento (10min)	0026105240&sid	EL PLACER
0104&sid	Vel Viento Max (1h)	0026105240&sid	EL PLACER
0105&sid	Dir Vel Max (1h)	0026105240&sid	EL PLACER
0107&sid	Temp Virtual (1h)	0026105240&sid	EL PLACER
0108&sid	Temp Max Virtual	0026105240&sid	EL PLACER
0109&sid	Temp Min Virtual	0026105240&sid	EL PLACER
0110&sid	Radiacion Global	0026105240&sid	EL PLACER
0239&sid	Precipitacion	0026105240&sid	EL PLACER
0240&sid	Humedad Suelo 10 cm	0026105240&sid	EL PLACER
0245&sid	Humedad Suelo 30 cm	0026105240&sid	EL PLACER
0246&sid	Voltaje Acumulador	0026105240&sid	EL PLACER
9000&sid	Humedad aire 2 m	0026105240&sid	EL PLACER
0027&sid	Humedad Aire 10 cm	0026105250&sid	ZARAGOZA
0030&sid	Temp Aire 2 m	0026105250&sid	ZARAGOZA
0068&sid	Temp Max Aire 2 m	0026105250&sid	ZARAGOZA
0069&sid	Temp Min Aire 2 m	0026105250&sid	ZARAGOZA
0070&sid	Temp Aire 10 cm	0026105250&sid	ZARAGOZA
0075&sid	Temp Max Aire 10 cm	0026105250&sid	ZARAGOZA
0076&sid	Temp Min Aire 10 cm	0026105250&sid	ZARAGOZA
0077&sid	Velocidad Viento (10 min)	0026105250&sid	ZARAGOZA
0103&sid	Direccion Viento (10min)	0026105250&sid	ZARAGOZA
0104&sid	Vel Viento Max (1h)	0026105250&sid	ZARAGOZA
0105&sid	Dir Vel Max (1h)	0026105250&sid	ZARAGOZA
0107&sid	Temp Virtual (1h)	0026105250&sid	ZARAGOZA
0108&sid	Temp Max Virtual	0026105250&sid	ZARAGOZA
0109&sid	Temp Min Virtual	0026105250&sid	ZARAGOZA
0110&sid	Radiacion Visible	0026105250&sid	ZARAGOZA
0237&sid	Radiacion Global	0026105250&sid	ZARAGOZA
0239&sid	Precipitacion	0026105250&sid	ZARAGOZA
0240&sid	Temp Suelo 10 cm	0026105250&sid	ZARAGOZA
0241&sid	Temp Suelo 30 cm	0026105250&sid	ZARAGOZA
0242&sid	Temp Suelo 50 cm	0026105250&sid	ZARAGOZA
0243&sid	Humedad Suelo 10 cm	0026105250&sid	ZARAGOZA
0245&sid	Humedad Suelo 30 cm	0026105250&sid	ZARAGOZA
0246&sid	Humedad Suelo 50 cm	0026105250&sid	ZARAGOZA
0247&sid	Presi髇 Atmosferica (1h)	0026105250&sid	ZARAGOZA
0255&sid	Evaporaci髇	0026105250&sid	ZARAGOZA
0260&sid	voltaje acumulador	0026105250&sid	ZARAGOZA
9000&sid	Nivel Instantaneo	0026105250&sid	ZARAGOZA
0230&sid	precipitacion	0026107070&sid	LA VICTORIA
0240&sid	Precipitacion Acumulada Diaria	0026107070&sid	LA VICTORIA
0310&sid	Precipitacion Horaria	0026107070&sid	LA VICTORIA
0311&sid	voltaje acumulador	0026107070&sid	LA VICTORIA
9000&sid	Humedad aire 2 m	0026107070&sid	LA VICTORIA
