RCP	MODEL	PERIOD	GRID	MINIMUM	MAXIMUM	MEAN	STD	TOP	LEFT	RIGHT	BOTTOM	CELLSIZEX	CELLSIZEY	VALUETYPE	COLUMNCOUNT	ROWCOUNT
rcp60	bcc_csm1_1	2040_2069	bio_17	0	2498	75.7964169554184	99.8680171824936	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	bio_18	0	7572	213.526198302982	188.669859772695	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	bio_19	0	5356	141.455913119886	215.420603120734	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	bio_2	9	220	110.774939814748	32.8696238353626	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp60	bcc_csm1_1	2040_2069	bio_3	6	97	38.1489086281205	20.3681368147259	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp60	bcc_csm1_1	2040_2069	bio_4	60	21912	7949.05153841354	4840.32313512798	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	bio_5	-76	519	282.881175393203	104.134529229749	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	bio_6	-533	272	-58.8054893351851	187.252381581355	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	bio_9	-482	393	62.8629165413211	191.060017150926	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	cons_mths	0	12	9.5861659601825	3.55125129523549	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp60	bcc_csm1_1	2040_2069	prec_10	0	1292	62.194207013103	67.4187116427945	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	prec_11	0	1049	58.1294488494888	67.611153711823	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	prec_12	0	1049	57.5222456489185	75.0959152533409	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	prec_2	0	894	53.5096084558039	73.9262461475918	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	prec_3	0	842	58.5913766742042	77.9137030263965	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	prec_4	0	991	55.592558789902	69.6725581878656	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	prec_5	0	1309	58.7547747721904	74.3982615265757	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	prec_6	0	2882	64.5240985198035	78.869264598506	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	prec_9	0	1297	66.3374922185542	74.0183151354659	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmax_1	-459	437	64.7939517683622	218.280846886179	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmax_11	-356	426	118.708663869128	184.508313888646	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmax_12	-448	435	82.5699681728147	206.052787299306	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmax_2	-417	436	75.9316973249319	216.228651140873	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmax_3	-406	439	112.077664588321	196.959425377076	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmax_4	-322	452	160.408985954534	166.275788030976	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmax_5	-215	463	204.818099643467	136.020103512771	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmax_6	-116	489	242.039850725275	110.330727644345	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmax_8	-111	504	253.827186327806	100.959060900533	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmax_9	-134	477	221.732632418473	119.544404578134	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_1	-496	359	13.3140631491943	208.357956444127	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_10	-235	353	121.977463766685	134.537366534583	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_12	-483	352	32.0971227639397	195.263765410966	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_2	-467	353	21.5582615347928	207.994692338973	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_3	-421	354	54.9644611463823	190.348926642881	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_4	-345	361	102.102426534252	158.440523416941	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_5	-245	388	146.792621667746	124.96082998205	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_6	-179	411	183.165781230167	99.8538896352043	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_7	-179	422	202.350198194152	89.1773962674571	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_8	-180	411	196.103230854692	91.1181856245172	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmean_9	-166	385	166.153872875826	106.834207527396	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_1	-533	283	-38.6656897316481	199.545115107368	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_10	-257	297	70.03859984509	121.68142344679	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_12	-519	285	-18.8757624334724	185.734208407774	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_2	-518	283	-33.3148300549866	200.960840414888	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_3	-471	298	-2.64877314149487	185.109566556027	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_4	-375	302	43.2963197790149	152.036081252427	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_5	-275	322	88.2669999317754	115.780424542902	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_6	-242	347	123.792015474871	92.1022768047258	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_7	-242	335	143.31300085395	83.4414273946738	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_8	-249	338	137.879362156025	84.558338522138	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2040_2069	tmin_9	-243	336	110.075241895414	96.9468531633285	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_1	-234	345	115.410332152872	139.235993994457	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_10	-111	415	215.28364091115	96.249153060389	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_11	-467	313	13.6635868549795	189.697506282679	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_12	0	11974	749.515610825254	688.011630340804	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_13	0	3050	126.249935023769	117.312242765936	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_14	0	737	20.6910199878981	29.9118675831188	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_16	0	8131	327.769605819682	306.032703029729	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_17	0	2490	77.0577402177389	102.085622234953	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_18	0	6247	214.758766673139	190.962370607312	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_19	0	5503	146.281842794116	222.409529041382	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_2	9	222	110.48271742926	33.5258074026824	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_3	6	97	38.0958710818465	20.5011619769928	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_4	55	21544	7902.01603567803	4777.5188785078	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_5	-69	529	289.544210198259	104.549431548138	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_6	-524	275	-52.0329709769718	185.714167077447	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_7	54	710	341.577181175231	130.573095040565	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_8	-311	415	174.314875575265	108.790530024699	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	bio_9	-458	400	68.3391489015864	192.421698020731	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	cons_mths	0	12	9.56347498427694	3.57481235577586	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp60	bcc_csm1_1	2060_2089	prec_1	0	1051	58.107460374532	78.6746319385334	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	prec_10	0	1305	62.8714446029353	68.8002295118915	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	prec_11	0	1153	58.9428463904844	68.0007353326673	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp60	bcc_csm1_1	2060_2089	prec_2	0	890	54.0593679258714	73.8046814750827	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
