RCP	MODEL	PERIOD	GRID	MINIMUM	MAXIMUM	MEAN	STD	TOP	LEFT	RIGHT	BOTTOM	CELLSIZEX	CELLSIZEY	VALUETYPE	COLUMNCOUNT	ROWCOUNT
rcp45	bcc_csm1_1	2020_2049	bio_4	82	22002	8080.83118236401	4975.71178063664	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	bio_6	-536	269	-68.4301068960767	192.710598302458	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	bio_7	54	708	345.81614974315	133.935607312013	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	bio_8	-323	399	164.833454231561	108.592714353738	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	bio_9	-486	387	47.8259196195317	199.174514931759	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	cons_mths	0	12	9.60190785368004	3.55165444820133	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_1	0	1030	56.4016850952552	79.6855056847463	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_10	0	1276	60.3428130214419	67.1635028405561	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_11	0	1090	57.5393982671889	67.5349873944219	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_12	0	1044	55.5181124641472	73.215461958757	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_2	0	880	51.749572071094	74.2532797844427	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_3	0	801	56.7290181347303	76.9062391578399	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_4	0	1050	55.7474768868271	69.0676749088259	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_5	0	1331	57.6471405158287	72.5956408070527	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_6	0	2881	64.128597621267	79.7469729262942	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_7	0	2986	74.6026991896714	92.0367283675366	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_8	0	2229	73.4663744538906	84.5040021031371	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	prec_9	0	1294	66.2379336052155	76.0455470545965	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmax_1	-469	436	56.6130130708494	221.817714919726	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmax_10	-227	420	168.381161613407	151.035588703806	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmax_11	-221	423	113.552022390372	185.117621582032	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmax_3	-426	436	104.164148019616	200.296383245743	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmax_4	-336	450	154.956892522223	167.812507730344	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmax_5	-222	464	200.027950995738	136.53790757288	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmax_6	-124	482	236.302915928279	109.38979884319	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmax_7	-115	504	255.638137919965	97.2358221888876	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmax_8	-110	497	248.72759503289	100.861937160918	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmax_9	-139	468	216.352996675711	120.025242925133	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_1	-502	359	4.93742781730991	212.099943674281	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_10	-250	350	116.683039258223	136.30199373166	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_11	-394	346	63.4781740106125	172.295644131125	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_12	-489	349	24.8066645176462	197.339855191976	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_2	-484	354	12.7612012597956	213.249602100757	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_3	-440	351	46.6854236276612	194.157352600039	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_4	-352	361	96.5563379513038	160.265576949604	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_5	-250	382	142.185631680276	125.395131997897	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_6	-184	404	177.837495448919	99.1845758170747	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_7	-178	409	197.378237300575	88.3905759374169	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_8	-179	404	191.156193272335	90.9225450100808	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmean_9	-168	383	161.026289206803	107.321799505313	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_1	-536	284	-47.2382329313937	203.449132209903	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_10	-274	290	64.4846921272113	123.582971086481	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_11	-432	381	12.9043883530272	160.889940120953	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_12	-527	285	-26.0477012166519	187.583533180246	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_2	-536	281	-42.5657621458177	206.069182292841	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_3	-476	295	-11.2939074610692	189.356543985594	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_4	-385	298	37.6556338207753	154.06391669011	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_5	-278	317	83.8430932128804	116.077484445581	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_6	-244	341	118.871994579357	91.6845376682794	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_7	-242	336	138.618335965826	82.7097350433187	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_8	-249	330	133.08500636256	84.2599260027177	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2020_2049	tmin_9	-247	330	105.200044256003	97.4476836076668	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_1	-239	340	108.844799730438	140.89550266955	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_10	-117	404	209.79727103951	95.765860824356	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_11	-482	310	4.36656741210968	194.1831568421	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_12	0	12020	740.068618211561	685.783651036331	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_13	0	2987	126.15267726728	117.224232963639	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_14	0	777	20.0771876640434	29.2161898967459	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_15	0	304	61.8031718919788	34.5437450532809	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_16	0	8142	326.035432179581	304.977687101005	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_17	0	2583	74.8456079801934	100.570531256291	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_18	0	6148	212.872764500942	186.849474201228	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_19	0	5317	139.056039402093	217.247904797872	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_2	9	220	110.673087683655	33.1291779992676	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_3	6	96	37.945245367002	20.3531680846064	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_4	75	22120	8042.32657373922	4935.97055038316	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_5	-73	513	283.227894158505	104.14723268199	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_6	-531	272	-61.5432241030198	190.573686142263	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_7	53	715	344.771118261525	133.866729326404	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_8	-267	404	169.796900862254	107.582718146654	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	bio_9	-461	392	54.9741921906109	197.649055156397	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	cons_mths	0	12	9.58862744896549	3.55617119057673	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_1	0	996	56.3563311459412	78.4910173409326	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_10	0	1299	61.9554818019492	68.7170885167117	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_11	0	1140	58.7825378758519	68.3167592403314	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_12	0	1050	56.7987234316635	74.2346853942378	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_2	0	902	53.2449305222234	75.367156959543	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_3	0	823	57.4410902100985	77.4203974032831	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_4	0	996	55.8361757457595	68.3063161762589	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_5	0	1328	58.4048781537745	73.1994355870065	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_6	0	2943	64.1863298215814	79.0847930805576	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_7	0	2987	75.9162303319126	93.6051419442447	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_8	0	2212	74.1712848726245	84.9193879844451	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	prec_9	0	1299	66.9746242981807	75.7026053913493	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_1	-461	440	62.0407780335455	220.99740681897	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_10	-223	429	174.37705781686	150.828073525464	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_11	-342	427	119.90459183454	183.296124756918	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_12	-443	434	82.1677498265598	206.436587467292	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_2	-429	434	72.2598656117692	220.28238486138	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_4	-324	459	161.154841562465	166.993625603937	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_5	-216	469	204.685210545035	136.700054206967	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_6	-116	489	242.153223176501	109.674004657094	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_7	-115	513	260.543793916882	97.6513457274942	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_8	-110	502	254.337768396781	100.864889195439	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmax_9	-131	479	221.316709326683	121.18752579471	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_1	-495	362	10.8975634642134	210.882414985987	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_10	-244	358	122.635204694385	135.782871717476	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_11	-380	349	70.1895152361029	170.139129019646	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_12	-477	352	32.1645194841611	195.138712736274	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_2	-479	357	18.243265894346	211.70532893471	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_3	-417	355	54.0161367449037	191.242764226024	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_4	-350	364	102.672836784152	159.06649541737	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_5	-244	391	146.730304877367	125.426215951569	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_6	-178	410	183.201822936467	99.3151559797123	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_7	-177	416	202.237853206015	88.6116910875289	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmean_8	-179	409	196.688079874172	90.6301105675123	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_1	-530	287	-40.745791378553	201.869382878874	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_10	-266	297	70.3940200730394	122.785806145152	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_11	-419	287	19.9742904457873	158.462996693296	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_12	-512	287	-18.3388562876239	185.10124198267	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_2	-531	283	-36.2732218535807	204.348088130669	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_3	-464	300	-3.97291086389449	186.06174381302	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_4	-383	303	43.6906511458807	152.536596147641	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_5	-272	326	88.2755736674163	116.026723999711	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_6	-241	348	123.75082467444	91.7694315002849	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_7	-241	336	143.431835240829	82.8283103172646	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2040_2069	tmin_8	-249	339	138.538301432232	83.7496231297517	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_1	-237	342	112.516083142174	139.688028675932	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_10	-111	411	212.771716594558	95.6274768191353	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_11	-476	311	9.0393540328419	192.198241091874	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_12	0	12176	746.315713559865	687.19529947021	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_13	0	2968	126.922778363133	117.368989701921	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_14	0	769	20.0829885315917	29.038873713317	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_15	0	318	61.5016154390436	33.6277358508906	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_16	0	8093	328.129299982743	304.842762774564	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_17	0	2583	75.7716254233016	100.560162907489	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_18	0	6125	213.823455793199	184.893623797901	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_19	0	5364	143.185649030765	220.950521200136	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_2	9	221	110.421669553111	33.4894763325247	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp45	bcc_csm1_1	2060_2089	bio_3	6	96	38.0246356440135	20.3028735307326	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
