MODELS	PERIODS	VARIABLES	SIZE	TOP_ALL	LEF_ALL	RIG_ALL	BOT_ALL	CEX_ALL	CEY_ALL	ROW_ALL	COLUMN_ALL	MEAN_ALL	STD_ALL	MIN_ALL	MAX_ALL
bcc_csm1_1	2020_2049	prec_1	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	57.2357519299	81.4852600746	0.0	1093.0
bcc_csm1_1	2020_2049	prec_2	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	52.3161711424	74.818369761	0.0	942.0
bcc_csm1_1	2020_2049	prec_3	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	58.6437692563	81.1861906002	0.0	965.0
bcc_csm1_1	2020_2049	prec_4	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	55.3195597055	73.7025264547	0.0	1090.0
bcc_csm1_1	2020_2049	prec_5	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	59.0687708171	75.221037675	0.0	1312.0
bcc_csm1_1	2020_2049	prec_6	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	65.3782850542	79.953813874	0.0	2833.0
bcc_csm1_1	2020_2049	prec_7	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	75.1973208512	98.9214984374	0.0	3599.0
bcc_csm1_1	2020_2049	prec_8	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	74.7079892042	87.3911679646	0.0	2440.0
bcc_csm1_1	2020_2049	prec_9	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	68.2708056754	83.1155253831	0.0	1417.0
bcc_csm1_1	2020_2049	prec_10	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	60.757409324	70.1266129904	0.0	1387.0
bcc_csm1_1	2020_2049	prec_11	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	57.1548092273	69.029687067	0.0	1198.0
bcc_csm1_1	2020_2049	prec_12	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	57.5162606461	78.612503	0.0	1452.0
bcc_csm1_1	2020_2049	bio_1	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	101.573615909	142.342162368	-258.0	333.0
bcc_csm1_1	2020_2049	bio_2	240729088	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	110.792111766	32.5313200465	9.0	218.0
bcc_csm1_1	2020_2049	bio_3	240729088	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	37.9488880641	20.2350423956	6.0	96.0
bcc_csm1_1	2020_2049	bio_4	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	8058.17345727	4922.52539618	83.0	21954.0
bcc_csm1_1	2020_2049	bio_5	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	275.775394219	104.183246402	-78.0	511.0
bcc_csm1_1	2020_2049	bio_6	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	-68.8402876514	191.684476145	-537.0	268.0
bcc_csm1_1	2020_2049	bio_7	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	344.61568187	132.07071489	54.0	706.0
bcc_csm1_1	2020_2049	bio_8	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	165.161483237	108.374261014	-335.0	394.0
bcc_csm1_1	2020_2049	bio_9	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	49.0583535847	197.285128497	-487.0	386.0
bcc_csm1_1	2020_2049	bio_10	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	202.9055084	96.4056122354	-123.0	400.0
bcc_csm1_1	2020_2049	bio_11	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	-2.67090391903	195.217730514	-487.0	303.0
bcc_csm1_1	2020_2049	bio_12	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	741.566902834	704.509947318	0.0	12779.0
bcc_csm1_1	2020_2049	bio_13	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	130.473281946	127.782151719	0.0	3599.0
bcc_csm1_1	2020_2049	bio_14	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	19.8738313299	28.8813608014	0.0	707.0
bcc_csm1_1	2020_2049	bio_15	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	63.5674326001	36.0473392677	0.0	302.0
bcc_csm1_1	2020_2049	bio_16	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	331.079160693	321.503763471	0.0	8104.0
bcc_csm1_1	2020_2049	bio_17	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	72.8944844313	99.0841924195	0.0	2739.0
bcc_csm1_1	2020_2049	bio_18	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	213.561693961	186.617284447	0.0	7549.0
bcc_csm1_1	2020_2049	bio_19	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	139.419462879	223.994690289	0.0	6173.0
bcc_csm1_1	2020_2049	cons_mths	240729088	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	9.57710038569	3.56071140301	0.0	12.0
bcc_csm1_1	2040_2069	prec_1	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	56.681791334	82.4708775182	0.0	1143.0
bcc_csm1_1	2040_2069	prec_2	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	52.8026675906	76.6378953745	0.0	949.0
bcc_csm1_1	2040_2069	prec_3	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	58.1482072157	79.0806360053	0.0	932.0
bcc_csm1_1	2040_2069	prec_4	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	56.5067205588	73.0156226227	0.0	1127.0
bcc_csm1_1	2040_2069	prec_5	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	58.6369232307	72.7476771681	0.0	1419.0
bcc_csm1_1	2040_2069	prec_6	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	66.2289319362	82.7524408248	0.0	2775.0
bcc_csm1_1	2040_2069	prec_7	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	77.1174106012	99.8434325517	0.0	3332.0
bcc_csm1_1	2040_2069	prec_8	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	75.884606168	88.06618567	0.0	2419.0
bcc_csm1_1	2040_2069	prec_9	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	68.1883158213	83.1386167933	0.0	1536.0
bcc_csm1_1	2040_2069	prec_10	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	60.8744035185	69.6878790455	0.0	1399.0
bcc_csm1_1	2040_2069	prec_11	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	57.6070388659	71.0453822322	0.0	1342.0
bcc_csm1_1	2040_2069	prec_12	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	56.653179724	76.3114641836	0.0	1507.0
bcc_csm1_1	2040_2069	bio_1	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	102.633244976	142.460157544	-257.0	336.0
bcc_csm1_1	2040_2069	bio_2	240729088	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	110.776720308	32.7480504943	9.0	219.0
bcc_csm1_1	2040_2069	bio_3	240729088	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	37.9866384662	20.3659742317	6.0	96.0
bcc_csm1_1	2040_2069	bio_4	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	8066.71120946	4956.78023172	69.0	21970.0
bcc_csm1_1	2040_2069	bio_5	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	276.697677512	103.660855332	-78.0	508.0
bcc_csm1_1	2040_2069	bio_6	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	-68.155225186	192.125835175	-536.0	270.0
bcc_csm1_1	2040_2069	bio_7	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	344.852902699	132.788045623	53.0	706.0
bcc_csm1_1	2040_2069	bio_8	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	167.647832457	110.22101617	-326.0	396.0
bcc_csm1_1	2040_2069	bio_9	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	48.7701524602	196.872128669	-475.0	386.0
bcc_csm1_1	2040_2069	bio_10	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	204.106564293	95.8750948324	-123.0	402.0
bcc_csm1_1	2040_2069	bio_11	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	-1.61874647171	195.593350232	-486.0	305.0
bcc_csm1_1	2040_2069	bio_12	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	745.330196565	705.812155114	0.0	12723.0
bcc_csm1_1	2040_2069	bio_13	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	130.388533937	127.576664146	0.0	3332.0
bcc_csm1_1	2040_2069	bio_14	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	19.8601523755	28.9096371629	0.0	722.0
bcc_csm1_1	2040_2069	bio_15	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	63.2682919339	34.4386411073	0.0	298.0
bcc_csm1_1	2040_2069	bio_16	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	333.776165432	323.870442173	0.0	8526.0
bcc_csm1_1	2040_2069	bio_17	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	73.0886025779	100.306512814	0.0	2607.0
bcc_csm1_1	2040_2069	bio_18	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	216.864763462	191.657392666	0.0	8526.0
bcc_csm1_1	2040_2069	bio_19	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	139.283670583	225.467439288	0.0	6158.0
bcc_csm1_1	2040_2069	cons_mths	240729088	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	9.55385856054	3.58547308666	0.0	12.0
bcc_csm1_1	2060_2089	prec_1	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	56.2959268577	80.7434979288	0.0	1123.0
bcc_csm1_1	2060_2089	prec_2	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	52.6175755972	75.897016743	0.0	911.0
bcc_csm1_1	2060_2089	prec_3	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	58.1065774725	78.326180296	0.0	862.0
bcc_csm1_1	2060_2089	prec_4	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	55.816865284	70.0296089991	0.0	1100.0
bcc_csm1_1	2060_2089	prec_5	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	59.3075797028	76.2537385762	0.0	1322.0
bcc_csm1_1	2060_2089	prec_6	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	66.0668494202	83.4861797322	0.0	3354.0
bcc_csm1_1	2060_2089	prec_7	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	77.3202083431	98.2000545608	0.0	3598.0
bcc_csm1_1	2060_2089	prec_8	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	75.9742536925	87.0180079321	0.0	2338.0
bcc_csm1_1	2060_2089	prec_9	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	69.3302445298	82.0128992804	0.0	1256.0
bcc_csm1_1	2060_2089	prec_10	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	61.0763964405	68.0686915628	0.0	1312.0
bcc_csm1_1	2060_2089	prec_11	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	56.7641330187	68.7345099027	0.0	1264.0
bcc_csm1_1	2060_2089	prec_12	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	56.4025428292	74.9712712154	0.0	1167.0
bcc_csm1_1	2060_2089	bio_1	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	102.790077699	141.555066454	-251.0	335.0
bcc_csm1_1	2060_2089	bio_2	240729088	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	110.7879092	32.4991582863	9.0	218.0
bcc_csm1_1	2060_2089	bio_3	240729088	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	38.0073485808	20.3456438044	6.0	96.0
bcc_csm1_1	2060_2089	bio_4	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	8072.87241934	4965.06205689	69.0	22142.0
bcc_csm1_1	2060_2089	bio_5	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	276.671599115	103.038689387	-81.0	509.0
bcc_csm1_1	2060_2089	bio_6	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	-68.1206071926	191.932602366	-539.0	269.0
bcc_csm1_1	2060_2089	bio_7	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	344.792206308	133.096988307	53.0	712.0
bcc_csm1_1	2060_2089	bio_8	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	166.782881934	110.055415317	-328.0	397.0
bcc_csm1_1	2060_2089	bio_9	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	47.7996512258	197.914343404	-485.0	386.0
bcc_csm1_1	2060_2089	bio_10	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	203.980565566	95.3113834122	-121.0	401.0
bcc_csm1_1	2060_2089	bio_11	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	-1.8434716432	195.032396324	-492.0	305.0
bcc_csm1_1	2060_2089	bio_12	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	745.079153188	696.950821181	0.0	12862.0
bcc_csm1_1	2060_2089	bio_13	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	131.167018105	125.99760459	0.0	3598.0
bcc_csm1_1	2060_2089	bio_14	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	19.8936173437	28.8428100567	0.0	669.0
bcc_csm1_1	2060_2089	bio_15	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	63.7055596951	34.5917735857	0.0	294.0
bcc_csm1_1	2060_2089	bio_16	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	333.131984313	318.137368253	0.0	9262.0
bcc_csm1_1	2060_2089	bio_17	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	73.3171654785	100.401084872	0.0	2335.0
bcc_csm1_1	2060_2089	bio_18	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	218.581386275	194.316503925	0.0	6957.0
bcc_csm1_1	2060_2089	bio_19	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	137.098914879	217.083630901	0.0	5947.0
bcc_csm1_1	2060_2089	cons_mths	240729088	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	9.49990407885	3.58859235439	0.0	12.0
bcc_csm1_1	2070_2099	prec_1	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	56.0511942201	80.0544239849	0.0	1073.0
bcc_csm1_1	2070_2099	prec_2	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	51.8374228017	73.3582217342	0.0	882.0
bcc_csm1_1	2070_2099	prec_3	-55412736	90.0000078231096	-180	180.000018775463	-60	0.00833333376795	0.00833333376795	18000	43200	58.6776047087	79.3604937545	0.0	837.0
