RCP	MODEL	PERIOD	GRID	MINIMUM	MAXIMUM	MEAN	STD	TOP	LEFT	RIGHT	BOTTOM	CELLSIZEX	CELLSIZEY	VALUETYPE	COLUMNCOUNT	ROWCOUNT
rcp85	bcc_csm1_1	2020_2049	bio_1	-248	336	106.073295740338	141.451834742781	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp85	bcc_csm1_1	2020_2049	bio_10	-116	404	207.120426118473	96.2068110936905	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp85	bcc_csm1_1	2020_2049	bio_11	-482	306	2.43166500412056	194.055396079549	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp85	bcc_csm1_1	2020_2049	bio_12	0	11956	734.14138626362	683.430059630974	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp85	bcc_csm1_1	2020_2049	bio_13	0	2964	124.84146488387	116.270853429168	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp85	bcc_csm1_1	2020_2049	bio_14	0	726	19.7745908040627	29.6407537652106	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp85	bcc_csm1_1	2020_2049	bio_15	0	322	61.8917325560685	33.6471010087193	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp85	bcc_csm1_1	2020_2049	bio_16	0	8036	322.910699816236	302.929735396001	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp85	bcc_csm1_1	2020_2049	bio_17	0	2509	74.2781027419178	101.208349148664	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp85	bcc_csm1_1	2020_2049	bio_18	0	6129	214.120735779337	187.364115295212	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp85	bcc_csm1_1	2020_2049	bio_19	0	5320	138.818261889757	218.155173026878	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
