"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"rcp60","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"rcp60","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"rcp60","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"rcp60","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"rcp60","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp60","giss_e2_h","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_h","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_h","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_h","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_h","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_h","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_r","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_r","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_r","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_r","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_r","2.5","2","144","90","-180","180","-90","90"
"rcp60","giss_e2_r","2.5","2","144","90","-180","180","-90","90"
"rcp60","hadgem2_ao","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_ao","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_ao","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_ao","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_ao","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_ao","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_es","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_es","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_es","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_es","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_es","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","hadgem2_es","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp60","ipsl_cm5a_lr","3.75","1.89473684210526","96","96","-181.875","178.125","-90.9473684210526","90.9473684210526"
"rcp60","ipsl_cm5a_lr","3.75","1.89473684210526","96","96","-181.875","178.125","-90.9473684210526","90.9473684210526"
"rcp60","ipsl_cm5a_lr","3.75","1.89473684210526","96","96","-181.875","178.125","-90.9473684210526","90.9473684210526"
"rcp60","ipsl_cm5a_lr","3.75","1.89473684210526","96","96","-181.875","178.125","-90.9473684210526","90.9473684210526"
"rcp60","ipsl_cm5a_lr","3.75","1.89473684210526","96","96","-181.875","178.125","-90.9473684210526","90.9473684210526"
"rcp60","ipsl_cm5a_lr","3.75","1.89473684210526","96","96","-181.875","178.125","-90.9473684210526","90.9473684210526"
"rcp60","miroc5","1.40625","1.40043677720151","256","128","-180.703125","179.296875","-89.6279537408967","89.6279537408967"
"rcp60","miroc5","1.40625","1.40043677720151","256","128","-180.703125","179.296875","-89.6279537408967","89.6279537408967"
"rcp60","miroc5","1.40625","1.40043677720151","256","128","-180.703125","179.296875","-89.6279537408967","89.6279537408967"
"rcp60","miroc5","1.40625","1.40043677720151","256","128","-180.703125","179.296875","-89.6279537408967","89.6279537408967"
"rcp60","miroc5","1.40625","1.40043677720151","256","128","-180.703125","179.296875","-89.6279537408967","89.6279537408967"
"rcp60","miroc5","1.40625","1.40043677720151","256","128","-180.703125","179.296875","-89.6279537408967","89.6279537408967"
"rcp60","miroc_esm","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm_chem","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm_chem","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm_chem","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm_chem","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm_chem","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","miroc_esm_chem","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp60","mri_cgcm3","1.125","1.12127698113208","320","160","-180.5625","179.4375","-89.702158490566","89.702158490566"
"rcp60","mri_cgcm3","1.125","1.12127698113208","320","160","-180.5625","179.4375","-89.702158490566","89.702158490566"
"rcp60","mri_cgcm3","1.125","1.12127698113208","320","160","-180.5625","179.4375","-89.702158490566","89.702158490566"
"rcp60","mri_cgcm3","1.125","1.12127698113208","320","160","-180.5625","179.4375","-89.702158490566","89.702158490566"
"rcp60","mri_cgcm3","1.125","1.12127698113208","320","160","-180.5625","179.4375","-89.702158490566","89.702158490566"
"rcp60","mri_cgcm3","1.125","1.12127698113208","320","160","-180.5625","179.4375","-89.702158490566","89.702158490566"
"rcp60","noresm1_m","2.5","1.89473684210526","144","96","-181.25","178.75","-90.9473684210526","90.9473684210526"
"rcp60","noresm1_m","2.5","1.89473684210526","144","96","-181.25","178.75","-90.9473684210526","90.9473684210526"
"rcp60","noresm1_m","2.5","1.89473684210526","144","96","-181.25","178.75","-90.9473684210526","90.9473684210526"
"rcp60","noresm1_m","2.5","1.89473684210526","144","96","-181.25","178.75","-90.9473684210526","90.9473684210526"
"rcp60","noresm1_m","2.5","1.89473684210526","144","96","-181.25","178.75","-90.9473684210526","90.9473684210526"
"rcp60","noresm1_m","2.5","1.89473684210526","144","96","-181.25","178.75","-90.9473684210526","90.9473684210526"
