RCP	MODEL	PERIOD	GRID	MINIMUM	MAXIMUM	MEAN	STD	TOP	LEFT	RIGHT	BOTTOM	CELLSIZEX	CELLSIZEY	VALUETYPE	COLUMNCOUNT	ROWCOUNT
rcp26	bcc_csm1_1	2020_2049	bio_1	-258	333	101.573615909048	142.342162367629	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_10	-123	400	202.905508399579	96.4056122353582	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_11	-487	303	-2.6709039190312	195.217730514492	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_12	0	11993	731.468665781613	686.182111405066	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_13	0	2930	125.434715835752	117.299675996859	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_14	0	734	19.6921594879704	29.1300274035052	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_15	0	318	62.4195869017996	34.5098596466905	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_16	0	8039	322.790897368095	304.275143479218	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_17	0	2576	73.6911656782679	99.5876303493633	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_18	0	7490	211.456448095405	184.984771943102	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_19	0	5437	137.310675668749	216.164013333179	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_2	9	218	110.792111766291	32.5313200465355	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_3	6	96	37.9488880641484	20.2350423955702	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_4	83	21954	8058.17345727141	4922.52539617532	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_5	-78	511	275.775394218873	104.183246402152	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_6	-537	268	-68.8402876513941	191.684476144623	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_7	54	706	344.615681870267	132.070714889756	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_8	-281	391	164.959464664553	105.772069196515	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	bio_9	-487	386	49.3499144173428	197.714594337908	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	cons_mths	0	12	9.62650125373262	3.54195485221917	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	3	43200	18000
rcp26	bcc_csm1_1	2020_2049	prec_1	0	1036	56.6444421575938	80.1254337790053	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	prec_10	0	1304	60.5034313676882	68.5668641668392	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	prec_11	0	1134	57.073455534959	67.7890361280955	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	prec_12	0	1098	56.3317369495451	74.3528509308214	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	prec_2	0	876	51.7312641923485	74.1279197688916	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	prec_3	0	814	57.631685584939	78.2486849152411	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
rcp26	bcc_csm1_1	2020_2049	prec_4	0	1021	55.1690856103104	70.9154093129201	90.0000078231096	-180	180.000018775463	-60	8.33333376795053E-03	8.33333376795053E-03	6	43200	18000
