"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"rcp","model","xRes","yRes","nCols","nRows","xMin","xMax","yMin","yMax"
"rcp45","access1_0","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_0","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_0","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_0","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_0","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_0","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_3","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_3","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_3","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_3","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_3","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","access1_3","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"rcp45","bcc_csm1_1","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp45","bcc_csm1_1","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp45","bcc_csm1_1","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp45","bcc_csm1_1","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp45","bcc_csm1_1","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp45","bcc_csm1_1","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"rcp45","bcc_csm1_1_m","1.125","1.12127697391775","320","160","-180.5625","179.4375","-89.70215791342","89.70215791342"
"rcp45","bcc_csm1_1_m","1.125","1.12127697391775","320","160","-180.5625","179.4375","-89.70215791342","89.70215791342"
"rcp45","bcc_csm1_1_m","1.125","1.12127697391775","320","160","-180.5625","179.4375","-89.70215791342","89.70215791342"
"rcp45","bcc_csm1_1_m","1.125","1.12127697391775","320","160","-180.5625","179.4375","-89.70215791342","89.70215791342"
"rcp45","bcc_csm1_1_m","1.125","1.12127697391775","320","160","-180.5625","179.4375","-89.70215791342","89.70215791342"
"rcp45","bcc_csm1_1_m","1.125","1.12127697391775","320","160","-180.5625","179.4375","-89.70215791342","89.70215791342"
"rcp45","bnu_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","bnu_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","bnu_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","bnu_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","bnu_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","bnu_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","canesm2","2.8125","2.78932702678447","128","64","-181.40625","178.59375","-89.258464857103","89.258464857103"
"rcp45","canesm2","2.8125","2.78932702678447","128","64","-181.40625","178.59375","-89.258464857103","89.258464857103"
"rcp45","canesm2","2.8125","2.78932702678447","128","64","-181.40625","178.59375","-89.258464857103","89.258464857103"
"rcp45","canesm2","2.8125","2.78932702678447","128","64","-181.40625","178.59375","-89.258464857103","89.258464857103"
"rcp45","canesm2","2.8125","2.78932702678447","128","64","-181.40625","178.59375","-89.258464857103","89.258464857103"
"rcp45","canesm2","2.8125","2.78932702678447","128","64","-181.40625","178.59375","-89.258464857103","89.258464857103"
"rcp45","ccsm4","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","ccsm4","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","ccsm4","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","ccsm4","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","ccsm4","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","ccsm4","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_bgc","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_bgc","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_bgc","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_bgc","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_bgc","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_bgc","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_cam5","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_cam5","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_cam5","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_cam5","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_cam5","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cesm1_cam5","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"rcp45","cmcc_cm","0.75","0.748343800636297","480","240","-180.375","179.625","-89.8012560763557","89.8012560763557"
"rcp45","cmcc_cm","0.75","0.748343800636297","480","240","-180.375","179.625","-89.8012560763557","89.8012560763557"
"rcp45","cmcc_cm","0.75","0.748343800636297","480","240","-180.375","179.625","-89.8012560763557","89.8012560763557"
"rcp45","cmcc_cm","0.75","0.748343800636297","480","240","-180.375","179.625","-89.8012560763557","89.8012560763557"
"rcp45","cmcc_cm","0.75","0.748343800636297","480","240","-180.375","179.625","-89.8012560763557","89.8012560763557"
"rcp45","cmcc_cm","0.75","0.748343800636297","480","240","-180.375","179.625","-89.8012560763557","89.8012560763557"
"rcp45","cmcc_cms","1.875","1.86467723187384","192","96","-180.9375","179.0625","-89.5045071299442","89.5045071299442"
"rcp45","cmcc_cms","1.875","1.86467723187384","192","96","-180.9375","179.0625","-89.5045071299442","89.5045071299442"
"rcp45","cmcc_cms","1.875","1.86467723187384","192","96","-180.9375","179.0625","-89.5045071299442","89.5045071299442"
"rcp45","cmcc_cms","1.875","1.86467723187384","192","96","-180.9375","179.0625","-89.5045071299442","89.5045071299442"
"rcp45","cmcc_cms","1.875","1.86467723187384","192","96","-180.9375","179.0625","-89.5045071299442","89.5045071299442"
"rcp45","cmcc_cms","1.875","1.86467723187384","192","96","-180.9375","179.0625","-89.5045071299442","89.5045071299442"
"rcp45","cnrm_cm5","1.40625","1.40043676181102","256","128","-180.703125","179.296875","-89.6279527559055","89.6279527559055"
"rcp45","cnrm_cm5","1.40625","1.40043676181102","256","128","-180.703125","179.296875","-89.6279527559055","89.6279527559055"
"rcp45","cnrm_cm5","1.40625","1.40043676181102","256","128","-180.703125","179.296875","-89.6279527559055","89.6279527559055"
"rcp45","cnrm_cm5","1.40625","1.40043676181102","256","128","-180.703125","179.296875","-89.6279527559055","89.6279527559055"
"rcp45","cnrm_cm5","1.40625","1.40043676181102","256","128","-180.703125","179.296875","-89.6279527559055","89.6279527559055"
"rcp45","cnrm_cm5","1.40625","1.40043676181102","256","128","-180.703125","179.296875","-89.6279527559055","89.6279527559055"
"rcp45","csiro_mk3_6_0","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"rcp45","csiro_mk3_6_0","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"rcp45","csiro_mk3_6_0","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"rcp45","csiro_mk3_6_0","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"rcp45","csiro_mk3_6_0","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"rcp45","csiro_mk3_6_0","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"rcp45","fgoals_g2","2.8125","3.05084745762712","128","60","-181.40625","178.59375","-91.5254237288136","91.5254237288136"
"rcp45","fgoals_g2","2.8125","3.05084745762712","128","60","-181.40625","178.59375","-91.5254237288136","91.5254237288136"
"rcp45","fgoals_g2","2.8125","3.05084745762712","128","60","-181.40625","178.59375","-91.5254237288136","91.5254237288136"
"rcp45","fgoals_g2","2.8125","3.05084745762712","128","60","-181.40625","178.59375","-91.5254237288136","91.5254237288136"
"rcp45","fgoals_g2","2.8125","3.05084745762712","128","60","-181.40625","178.59375","-91.5254237288136","91.5254237288136"
"rcp45","fgoals_g2","2.8125","3.05084745762712","128","60","-181.40625","178.59375","-91.5254237288136","91.5254237288136"
"rcp45","fio_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","fio_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","fio_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","fio_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","fio_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","fio_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"rcp45","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"rcp45","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"rcp45","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"rcp45","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"rcp45","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"rcp45","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"rcp45","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"rcp45","giss_e2_h_cc","2.5","2","144","90","-180","180","-90","90"
"rcp45","giss_e2_h_cc","2.5","2","144","90","-180","180","-90","90"
"rcp45","giss_e2_h_cc","2.5","2","144","90","-180","180","-90","90"
