"id","data_provider_id","data_resource_id","institution_code_id","collection_code_id","caralogue_number_id","rank_name","specie_name","genus_name","family_name","order_name","class_name","phylum_name","kingdom_name","specie_id","genus_id","family_id","order_id","class_id","phylum_id","kingdom_id","rank_id","latitude","longitude","iso_country_code","year_created","month_created","occurrence_date","basis_of_record","basis_of_record_name","altitude_metres","IsInRangeLongitude","IsInRangeLatitude","IsInRange","IsWithin","IsIndian","UID","IS_UNIQUE"
47530238,92,1430,7973,801126,40493376,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.61999989,79.41000366,"IN","null","null","null",0,"unknown","182",1,1,1,1,1,200,TRUE
47509146,92,1430,7973,801126,40489468,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.63000011,78.62999725,"IN","null","null","null",0,"unknown","540",1,1,1,1,1,201,TRUE
47516985,92,1430,7973,801126,40491504,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.67000008,79.5,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,202,TRUE
47530261,92,1430,7973,801126,40493391,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.71000004,77.37999725,"IN","null","null","null",0,"unknown","515",1,1,1,1,1,203,TRUE
47527153,92,1430,7973,801126,40492841,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.72000027,76.08999634,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,204,TRUE
47530148,92,1430,7973,801126,40493318,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.75,75.75,"IN","null","null","null",0,"unknown","650",1,1,1,1,1,205,TRUE
47530150,92,1430,7973,801126,40493319,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.75,75.75,"IN","null","null","null",0,"unknown","740",1,1,1,1,1,206,FALSE
47530119,92,1430,7973,801126,40493299,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.75,76.25,"IN","null","null","null",0,"unknown","790",1,1,1,1,1,207,TRUE
47516600,92,1430,7973,801126,40491209,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.75,77.5,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,208,TRUE
47516601,92,1430,7973,801126,40491210,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.75,77.5,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,209,FALSE
47516975,92,1430,7973,801126,40491498,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.75,78.75,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,210,TRUE
47516980,92,1430,7973,801126,40491501,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.75,78.5,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,211,TRUE
47516982,92,1430,7973,801126,40491502,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.75,79.25,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,212,TRUE
47516986,92,1430,7973,801126,40491505,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.75,79.5,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,213,TRUE
47530146,92,1430,7973,801126,40493316,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.82999992,75.66999817,"IN","null","null","null",0,"unknown","590",1,1,1,1,1,214,TRUE
47530147,92,1430,7973,801126,40493317,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.82999992,75.66999817,"IN","null","null","null",0,"unknown","600",1,1,1,1,1,215,FALSE
47530110,92,1430,7973,801126,40493294,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.82999992,76.5,"IN","null","null","null",0,"unknown","640",1,1,1,1,1,216,TRUE
47530121,92,1430,7973,801126,40493301,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.82999992,76.16999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,217,TRUE
47530114,92,1430,7973,801126,40493296,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.92000008,76.91999817,"IN","null","null","null",0,"unknown","700",1,1,1,1,1,218,TRUE
47530109,92,1430,7973,801126,40493293,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,13.93999958,76.61000061,"IN","null","null","null",0,"unknown","640",1,1,1,1,1,219,TRUE
47530115,92,1430,7973,801126,40493297,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14,76.16999817,"IN","null","null","null",0,"unknown","770",1,1,1,1,1,220,TRUE
47530123,92,1430,7973,801126,40493302,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.07999992,75.91999817,"IN","null","null","null",0,"unknown","650",1,1,1,1,1,221,TRUE
47530125,92,1430,7973,801126,40493303,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.07999992,75.91999817,"IN","null","null","null",0,"unknown","650",1,1,1,1,1,222,FALSE
47530144,92,1430,7973,801126,40493315,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.07999992,75,"IN","null","null","null",0,"unknown","630",1,1,1,1,1,223,TRUE
47530259,92,1430,7973,801126,40493390,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.07999992,77.59999847,"IN","null","null","null",0,"unknown","505",1,1,1,1,1,224,TRUE
47516957,92,1430,7973,801126,40491486,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.07999992,78,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,225,TRUE
47516991,92,1430,7973,801126,40491508,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.07999992,80,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,226,TRUE
47530249,92,1430,7973,801126,40493383,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.10999966,79.70999908,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,227,TRUE
47530128,92,1430,7973,801126,40493305,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.17000008,75.66999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,228,TRUE
47530129,92,1430,7973,801126,40493306,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.17000008,75.66999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,229,FALSE
47516967,92,1430,7973,801126,40491493,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.17000008,78.19999695,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,230,TRUE
47516969,92,1430,7973,801126,40491494,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.17000008,78.16999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,231,FALSE
47530251,92,1430,7973,801126,40493385,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.18000031,77.62999725,"IN","null","null","null",0,"unknown","365",1,1,1,1,1,232,TRUE
47530252,92,1430,7973,801126,40493386,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.18000031,77.62999725,"IN","null","null","null",0,"unknown","365",1,1,1,1,1,233,FALSE
42261494,92,1430,7973,801126,40483532,"subspecies","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,8000,14.22000027,76.38999939,"IN","null","null","null",0,"unknown","700",1,1,1,1,1,234,TRUE
47530126,92,1430,7973,801126,40493304,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.25,75.66999817,"IN","null","null","null",0,"unknown","590",1,1,1,1,1,235,TRUE
47530131,92,1430,7973,801126,40493307,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.25,75.83000183,"IN","null","null","null",0,"unknown","580",1,1,1,1,1,236,TRUE
47530133,92,1430,7973,801126,40493308,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.25,75.83000183,"IN","null","null","null",0,"unknown","580",1,1,1,1,1,237,FALSE
47530134,92,1430,7973,801126,40493309,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.25,75.83000183,"IN","null","null","null",0,"unknown","600",1,1,1,1,1,238,FALSE
47530137,92,1430,7973,801126,40493310,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.25,75.83000183,"IN","null","null","null",0,"unknown","600",1,1,1,1,1,239,FALSE
42261495,92,1430,7973,801126,40483533,"subspecies","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,8000,14.25,76.40000153,"IN","null","null","null",0,"unknown","680",1,1,1,1,1,240,TRUE
47530092,92,1430,7973,801126,40493282,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.25,76.25,"IN","null","null","null",0,"unknown","700",1,1,1,1,1,241,TRUE
47516940,92,1430,7973,801126,40491475,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.25,78.66999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,242,TRUE
47516945,92,1430,7973,801126,40491478,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.25,78.5,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,243,TRUE
47516958,92,1430,7973,801126,40491487,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.25,78,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,244,TRUE
47516966,92,1430,7973,801126,40491492,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.25,78.16999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,245,TRUE
42261496,92,1430,7973,801126,40483534,"subspecies","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,8000,14.27999973,76.58000183,"IN","null","null","null",0,"unknown","560",1,1,1,1,1,246,TRUE
47530106,92,1430,7973,801126,40493291,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.32999992,76.25,"IN","null","null","null",0,"unknown","750",1,1,1,1,1,247,TRUE
47516782,92,1430,7973,801126,40491365,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.36999989,75.08000183,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,248,TRUE
47530143,92,1430,7973,801126,40493314,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.36999989,75.08000183,"IN","null","null","null",0,"unknown","590",1,1,1,1,1,249,FALSE
47530139,92,1430,7973,801126,40493312,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.38000011,75.23999786,"IN","null","null","null",0,"unknown","690",1,1,1,1,1,250,TRUE
42261497,92,1430,7973,801126,40483535,"subspecies","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,8000,14.38000011,76.81999969,"IN","null","null","null",0,"unknown","470",1,1,1,1,1,251,TRUE
47530095,92,1430,7973,801126,40493284,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.39999962,76.05000305,"IN","null","null","null",0,"unknown","690",1,1,1,1,1,252,TRUE
47516994,92,1430,7973,801126,40491510,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.39999962,79.66000366,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,253,TRUE
47530107,92,1430,7973,801126,40493292,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.42000008,76.33000183,"IN","null","null","null",0,"unknown","740",1,1,1,1,1,254,TRUE
47530254,92,1430,7973,801126,40493387,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.42000008,77.66999817,"IN","null","null","null",0,"unknown","500",1,1,1,1,1,255,TRUE
47530256,92,1430,7973,801126,40493388,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.42000008,77.66999817,"IN","null","null","null",0,"unknown","500",1,1,1,1,1,256,FALSE
47527133,92,1430,7973,801126,40492821,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,75.25,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,257,TRUE
47530097,92,1430,7973,801126,40493285,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,75.83000183,"IN","null","null","null",0,"unknown","640",1,1,1,1,1,258,TRUE
47530098,92,1430,7973,801126,40493286,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,75.83000183,"IN","null","null","null",0,"unknown","600",1,1,1,1,1,259,FALSE
47530141,92,1430,7973,801126,40493313,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,75.08000183,"IN","null","null","null",0,"unknown","620",1,1,1,1,1,260,TRUE
47516905,92,1430,7973,801126,40491452,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,77.58000183,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,261,TRUE
47516907,92,1430,7973,801126,40491453,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,77.58000183,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,262,FALSE
47516947,92,1430,7973,801126,40491479,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,78.75,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,263,TRUE
47516949,92,1430,7973,801126,40491480,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,78.75,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,264,FALSE
47516950,92,1430,7973,801126,40491481,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,78.75,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,265,FALSE
47516952,92,1430,7973,801126,40491482,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,78.5,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,266,TRUE
47516964,92,1430,7973,801126,40491491,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.5,78,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,267,TRUE
42254083,92,1430,7973,801126,40482500,"subspecies","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,8000,14.52000046,76.33999634,"IN","null","null","null",0,"unknown","560",1,1,1,1,1,268,TRUE
47516925,92,1430,7973,801126,40491464,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.57999992,77.58000183,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,269,TRUE
42254077,92,1430,7973,801126,40482496,"subspecies","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,8000,14.64999962,76.30000305,"IN","null","null","null",0,"unknown","560",1,1,1,1,1,270,TRUE
47527121,92,1430,7973,801126,40492809,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.67000008,74.33000183,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,271,TRUE
47527122,92,1430,7973,801126,40492810,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.67000008,74.41999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,272,TRUE
47527132,92,1430,7973,801126,40492820,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.67000008,74.33000183,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,273,FALSE
47516992,92,1430,7973,801126,40491509,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.67000008,79.83000183,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,274,TRUE
42304961,92,1430,7973,801126,40487627,"subspecies","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,8000,14.68000031,77.58999634,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,275,TRUE
47516955,92,1430,7973,801126,40491485,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.68000031,77.58999634,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,276,FALSE
47530578,92,1430,7973,801126,40493623,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.68000031,77.58999634,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,277,FALSE
42254082,92,1430,7973,801126,40482499,"subspecies","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,8000,14.72000027,76.27999878,"IN","null","null","null",0,"unknown","570",1,1,1,1,1,278,TRUE
47527124,92,1430,7973,801126,40492812,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,74.33000183,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,279,TRUE
47527125,92,1430,7973,801126,40492813,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,74.33000183,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,280,FALSE
47527126,92,1430,7973,801126,40492814,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,74.33000183,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,281,FALSE
47530099,92,1430,7973,801126,40493287,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,75.75,"IN","null","null","null",0,"unknown","570",1,1,1,1,1,282,TRUE
47530101,92,1430,7973,801126,40493288,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,75.75,"IN","null","null","null",0,"unknown","570",1,1,1,1,1,283,FALSE
47530104,92,1430,7973,801126,40493290,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,75.75,"IN","null","null","null",0,"unknown","570",1,1,1,1,1,284,FALSE
47516900,92,1430,7973,801126,40491449,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,77.66999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,285,TRUE
47516902,92,1430,7973,801126,40491450,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,77.66999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,286,FALSE
47516911,92,1430,7973,801126,40491456,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,77.75,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,287,TRUE
47516923,92,1430,7973,801126,40491463,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,77.75,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,288,FALSE
47516926,92,1430,7973,801126,40491465,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,77.66999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,289,FALSE
47516937,92,1430,7973,801126,40491473,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,78.16999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,290,TRUE
47516942,92,1430,7973,801126,40491476,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,78.75,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,291,TRUE
47516963,92,1430,7973,801126,40491490,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.75,78,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,292,TRUE
47530175,92,1430,7973,801126,40493335,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.76000023,75.12000275,"IN","null","null","null",0,"unknown","750",1,1,1,1,1,293,TRUE
47516781,92,1430,7973,801126,40491364,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.77999973,75.98000336,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,294,TRUE
47527204,92,1430,7973,801126,40492896,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.82999992,75.91999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,295,TRUE
47527205,92,1430,7973,801126,40492897,"genus","null","Arachis","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","null",16118362,13146161,"13141681",13140929,13140814,13140804,6000,14.82999992,75.91999817,"IN","null","null","null",0,"unknown","0",1,1,1,1,1,296,FALSE
