1966	   23.00	  -72.00	175	  4	 20.73	  2.64	  586.	 1844.	210.18	  0.32	 39.3	 18.6	  0.95	  0.13	  0.13	  0.31	   0.42	   0.13	   0.00	   6.41	   0.13	  41.70	   0.00	   0.00	   0.30	  23.86	  12.44	  14.55	  19.01	 174.10	  65.87	   0.00	  0.95	 716.27826	106.0	   2.12012	1574.3	 0.57	 0.57	 1.00	30.82
1967	   23.00	  -72.00	172	  4	 27.20	  3.66	  418.	 2517.	174.29	  0.17	 97.9	 18.5	 16.75	  0.18	  0.18	  0.31	   0.59	   0.18	   0.00	  23.15	   0.18	  86.36	   0.00	  17.09	   0.30	  24.40	  16.99	  17.32	  23.11	 228.45	  62.43	   0.00	 16.75	 800.40540	106.0	   1.94421	1529.6	 0.30	 0.30	 1.00	30.50
1968	   23.00	  -72.00	187	  4	 22.68	  2.98	  595.	 1574.	304.33	  0.38	 31.9	 18.8	  0.02	  0.01	  0.01	  0.31	   0.02	   0.01	   0.00	   5.51	   0.01	  44.09	   0.00	   0.00	   0.30	  22.83	   8.75	  10.00	  15.95	 190.51	  63.95	   0.00	  0.02	 757.60211	105.0	   2.15647	1740.1	 1.00	 1.00	 1.00	30.60
1969	   23.00	  -72.00	197	  4	 17.20	  2.26	  508.	 1320.	278.64	  0.38	 42.2	 18.4	  7.67	  0.14	  0.14	  0.30	   0.48	   0.14	   0.00	  10.56	   0.14	  15.05	   0.00	   0.00	   0.30	  21.24	  10.76	  12.31	  12.82	 144.51	  63.86	   0.00	  7.67	 659.69000	100.0	   2.06657	1814.5	 1.00	 1.00	 1.00	30.56
1970	   23.00	  -72.00	176	  4	 25.51	  3.40	  949.	 2587.	207.30	  0.37	 72.1	 18.7	 22.00	  0.30	  0.31	  0.31	   1.00	   0.31	   0.00	  10.93	   4.23	 227.44	   0.00	   0.00	   0.30	  24.02	  15.23	  15.35	  23.16	 214.32	  63.13	   0.00	 22.00	 782.52710	106.0	   1.91268	1589.3	 0.66	 0.66	 1.00	30.57
1971	   23.00	  -72.00	178	  4	 26.41	  3.50	  805.	 2053.	280.55	  0.39	 34.1	 18.8	  0.00	  0.00	  0.00	  0.30	   0.00	   0.00	   0.00	   5.11	   0.00	  75.77	   0.00	   0.00	   0.30	  24.23	   9.58	  10.59	  18.91	 221.80	  63.35	   0.00	  0.00	 810.46222	107.0	   1.79208	1634.3	 0.83	 0.83	 1.00	29.70
1972	   23.00	  -72.00	181	  4	 17.83	  2.15	  382.	  958.	372.67	  0.40	 20.0	 19.0	  0.00	  0.00	  0.00	  0.30	   0.00	   0.00	   0.00	   3.22	   0.00	   9.48	   0.00	   0.00	   0.30	  23.22	   5.93	   6.40	   8.66	 149.75	  69.76	   0.00	  0.00	 669.96948	108.0	   2.16447	1694.8	 0.99	 0.99	 1.00	30.28
1973	   23.00	  -72.00	189	  4	 26.43	  3.41	  668.	 1617.	359.27	  0.41	 33.6	 18.3	  0.00	  0.00	  0.00	  0.30	   0.00	   0.00	   0.00	   5.59	   0.00	  18.00	   0.00	   0.00	   0.30	  24.77	  13.65	  15.46	  12.63	 222.00	  65.09	   0.00	  0.00	 875.31384	110.0	   1.79208	1843.8	 1.00	 1.00	 1.00	29.42
1974	   23.00	  -72.00	191	  4	  6.27	  0.38	   56.	  145.	423.22	  0.38	  8.4	 18.5	  0.00	  0.00	  0.00	  0.10	   0.00	   0.00	   0.00	   0.28	   0.00	   1.01	   0.00	   0.00	   0.08	   6.99	   6.52	  12.56	   0.68	  52.68	 140.05	   0.00	  0.00	 206.87523	105.0	   2.13882	1799.8	 1.00	 1.00	 1.00	30.38
1975	   23.00	  -72.00	176	  4	 24.29	  3.11	 1085.	 2673.	196.11	  0.41	 39.4	 18.8	  0.89	  0.30	  0.31	  0.31	   1.00	   0.31	   0.00	   3.28	   0.49	 132.56	   0.00	   0.00	   0.30	  24.15	  12.10	  12.87	  21.86	 204.00	  65.52	   0.00	  0.89	 781.21185	109.0	   1.75850	1634.3	 0.70	 0.70	 1.00	29.74
1976	   23.00	  -72.00	173	  4	 13.58	  1.51	  380.	 1732.	111.41	  0.22	 33.3	 18.6	  2.86	  0.30	  0.31	  0.31	   1.00	   0.31	   0.00	   4.15	   0.69	  82.71	   0.00	   0.00	   0.30	  16.68	  10.44	  12.78	  15.35	 114.09	  75.74	   0.00	  2.86	 459.71356	107.0	   1.86527	1559.4	 0.38	 0.38	 1.00	30.15
1977	   23.00	  -72.00	183	  4	 26.54	  3.49	  984.	 2466.	235.44	  0.40	 45.8	 18.9	  0.09	  0.05	  0.05	  0.30	   0.16	   0.05	   0.00	  10.66	   0.05	 119.97	   0.00	   0.00	   0.30	  24.59	  11.16	  12.41	  21.54	 222.94	  63.89	   0.00	  0.09	 844.70557	108.0	   1.70226	1725.1	 1.00	 1.00	 1.00	29.59
1978	   23.00	  -72.00	169	  4	 25.92	  3.43	  148.	 2505.	145.33	  0.06	 41.7	 18.5	  0.32	  0.15	  0.15	  0.34	   0.51	   0.15	   0.00	   5.46	   0.15	  99.24	   0.00	   0.00	   0.30	  24.93	  12.92	  14.07	  22.20	 217.71	  63.56	   0.00	  0.32	 803.62463	107.0	   1.71550	1500.0	 0.11	 0.11	 1.00	30.37
1979	   23.00	  -72.00	174	  4	 23.14	  3.05	  656.	 2139.	205.82	  0.31	 64.3	 18.6	 16.70	  0.23	  0.23	  0.31	   0.78	   0.23	   0.00	  14.74	   0.23	  88.71	   0.00	   0.00	   0.30	  23.57	  10.45	  11.29	  21.54	 194.35	  63.69	   0.00	 16.70	 735.72968	105.0	   2.08175	1544.5	 0.57	 0.57	 1.00	31.07
1980	   23.00	  -72.00	176	  4	 19.17	  2.52	  512.	 1475.	261.44	  0.35	 56.0	 18.6	 17.36	  0.12	  0.12	  0.31	   0.39	   0.12	   0.00	  11.83	   0.12	  17.11	   0.00	   1.93	   0.30	  23.31	   9.21	  11.01	  14.45	 161.01	  63.96	   0.00	 17.36	 688.54846	103.0	   1.91178	1544.5	 0.65	 0.65	 1.00	31.05
1981	   23.00	  -72.00	180	  4	 27.03	  3.71	  883.	 2380.	247.62	  0.37	 48.9	 18.8	  1.38	  0.30	  0.31	  0.31	   1.00	   0.31	   0.00	  10.09	   0.51	 127.61	   0.00	   0.00	   0.30	  23.92	  13.05	  13.05	  23.92	 227.04	  61.25	   0.00	  1.38	 809.14825	104.0	   1.91792	1619.2	 0.92	 0.92	 1.00	30.73
1982	   23.00	  -72.00	197	  4	 19.91	  2.66	  464.	 1185.	369.46	  0.39	 27.9	 18.3	  0.00	  0.00	  0.00	  0.30	   0.00	   0.00	   0.00	   2.67	   0.00	  31.63	   0.00	   0.00	   0.30	  21.78	  10.33	  11.30	  10.93	 167.22	  62.84	   0.00	  0.00	 717.79608	102.0	   2.07128	1843.8	 1.00	 1.00	 1.00	30.17
1983	   23.00	  -72.00	173	  4	 26.54	  3.59	  529.	 2508.	181.55	  0.21	 65.2	 18.5	 11.41	  0.30	  0.30	  0.31	   1.00	   0.30	   0.00	  13.55	   0.47	 127.28	   0.00	   0.00	   0.30	  23.87	  16.03	  16.36	  23.21	 222.95	  62.07	   0.00	 11.41	 779.00684	105.0	   1.95288	1529.6	 0.38	 0.38	 1.00	30.91
