id,data_provider_id,data_resource_id,institution_code_id,collection_code_id,caralogue_number_id,rank_name,specie_name,genus_name,family_name,order_name,class_name,phylum_name,kingdom_name,specie_id,genus_id,family_id,order_id,class_id,phylum_id,kingdom_id,rank_id,latitude,longitude,iso_country_code,year_created,month_created,occurrence_date,basis_of_record,basis_of_record_name,altitude_metres,IsInRangeLongitude,IsInRangeLatitude,IsInRange
40138771,199,1429,25216,894252,2563573,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,6.333330154,1.716670036,TG,0,0,null,4,germplasm,null,1,1,1
40138774,199,1429,25216,894252,2563574,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,6.333330154,1.616670012,TG,0,0,null,4,germplasm,null,1,1,1
250714288,331,11520,8116,809865,19575739,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,7.050000191,2.116669893,BJ,2001,5,37018,2,specimen,91,1,1,1
250714289,331,11520,8116,809865,19663059,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,7.050000191,2.116669893,BJ,2001,5,37018,2,specimen,91,1,1,1
40138761,199,1429,25216,894252,2563570,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,7.199999809,0.699999988,TG,0,0,null,4,germplasm,null,1,1,1
250714283,331,11520,8116,809865,17033928,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,7.199999809,2.066669941,BJ,2000,10,36809,2,specimen,0,1,1,1
250714286,331,11520,8116,809865,17365087,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,7.199999809,2.066669941,BJ,2000,10,36809,2,specimen,0,1,1,1
40138754,199,1429,25216,894252,2563568,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,7.316669941,1.166669965,TG,0,0,null,4,germplasm,null,1,1,1
250714284,331,11520,8116,809865,17048400,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,7.5,2.066669941,BJ,2001,8,37128,2,specimen,142,1,1,1
250714285,331,11520,8116,809865,17270705,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,7.5,2.066669941,BJ,2001,8,37128,2,specimen,142,1,1,1
40138756,199,1429,25216,894252,2563569,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,7.800000191,1.283329964,TG,0,0,null,4,germplasm,null,1,1,1
40138751,199,1429,25216,894252,2563567,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,8,1.083330035,TG,0,0,null,4,germplasm,null,1,1,1
373353519,365,13459,65813,2257910,29057326,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,8.416669846,1.883329988,BJ,1998,null,null,2,specimen,null,1,1,1
250714278,331,11520,8116,809865,1659148,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,8.416669846,1.883329988,BJ,1998,7,7/21/1998,2,specimen,null,1,1,1
250714279,331,11520,8116,809865,1659161,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,8.416669846,1.883329988,BJ,1998,7,35997,2,specimen,null,1,1,1
40138745,199,1429,25216,894252,2563566,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,8.966670036,1.283329964,TG,0,0,null,4,germplasm,null,1,1,1
250714292,331,11520,8116,809865,25609848,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.130000114,42.13000107,ET,1967,8,24687,2,specimen,1425,1,1,1
250714293,331,11520,8116,809865,25609859,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.130000114,42.13000107,ET,1967,8,24687,2,specimen,1425,1,1,1
250714294,331,11520,8116,809865,25609870,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.130000114,42.13000107,ET,1967,8,24687,2,specimen,1425,1,1,1
250714295,331,11520,8116,809865,25609917,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.130000114,42.13000107,ET,1967,8,24687,2,specimen,1425,1,1,1
250714296,331,11520,8116,809865,25609928,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.130000114,42.13000107,ET,1967,8,24687,2,specimen,1425,1,1,1
250714290,331,11520,8116,809865,23576606,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.180000305,42.08000183,ET,1975,8,27635,2,specimen,1700,1,1,1
250714291,331,11520,8116,809865,23576617,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.180000305,42.08000183,ET,1975,8,27635,2,specimen,1700,1,1,1
40138742,199,1429,25216,894252,2563565,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.316670418,0.583329976,TG,0,0,null,4,germplasm,null,1,1,1
40138736,199,1429,25216,894252,2563564,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.466670036,0.800000012,TG,0,0,null,4,germplasm,null,1,1,1
205435775,199,1429,25216,894252,1744938,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.5,-5.166669846,CI,null,null,null,0,unknown,null,1,1,1
40138727,199,1429,25216,894252,2563562,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.516670227,1.049999952,TG,0,0,null,4,germplasm,null,1,1,1
40138724,199,1429,25216,894252,2563549,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.633330345,1.016669989,TG,0,0,null,4,germplasm,null,1,1,1
40138730,199,1429,25216,894252,2563563,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.783329964,0.466670007,TG,0,0,null,4,germplasm,null,1,1,1
40138720,199,1429,25216,894252,2563548,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.916669846,1.083330035,TG,0,0,null,4,germplasm,null,1,1,1
40138713,199,1429,25216,894252,2563547,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,9.983329773,1.200000048,TG,0,0,null,4,germplasm,null,1,1,1
40160229,199,1429,25216,894252,3533477,subspecies,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,8000,10.0333004,77.75,IN,0,0,null,4,germplasm,null,1,1,1
40160073,199,1429,25216,894252,3533304,subspecies,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,8000,10.05000019,77.05000305,IN,0,0,null,4,germplasm,null,1,1,1
40160314,199,1429,25216,894252,3533577,subspecies,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,8000,10.05000019,77.05000305,IN,0,0,null,4,germplasm,null,1,1,1
40114302,199,1429,25216,894252,2513466,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,10.36670017,-4.966670036,BF,0,0,null,4,germplasm,null,1,1,1
250714299,331,11520,8116,809865,26080504,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,10.36999989,13.34000015,CM,1972,10,26581,2,specimen,1000,1,1,1
250714300,331,11520,8116,809865,26080516,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,10.36999989,13.34000015,CM,1972,10,26581,2,specimen,1000,1,1,1
250714301,331,11520,8116,809865,26080528,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,10.36999989,13.34000015,CM,1972,10,26581,2,specimen,1000,1,1,1
250714302,331,11520,8116,809865,26080540,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,10.36999989,13.34000015,CM,1972,10,26581,2,specimen,1000,1,1,1
40138710,199,1429,25216,894252,2563546,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,10.55000019,0.200000003,TG,0,0,null,4,germplasm,null,1,1,1
40138698,199,1429,25216,894252,2563544,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,10.75,0.583329976,TG,0,0,null,4,germplasm,null,1,1,1
40160068,199,1429,25216,894252,3533299,subspecies,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,8000,10.75,78.05000305,IN,0,0,null,4,germplasm,null,1,1,1
40114324,199,1429,25216,894252,2513605,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,10.83329964,-4.616670132,BF,0,0,null,4,germplasm,null,1,1,1
40138704,199,1429,25216,894252,2563545,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,10.83329964,0.133330002,TG,0,0,null,4,germplasm,null,1,1,1
91201100,199,1429,25216,894252,2147641,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,11.01669979,7.733329773,NG,0,0,null,0,unknown,null,1,1,1
40138689,199,1429,25216,894252,2563542,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,11.10000038,0.100000001,TG,0,0,null,4,germplasm,null,1,1,1
40138692,199,1429,25216,894252,2563543,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,11.10000038,0.100000001,TG,0,0,null,4,germplasm,null,1,1,1
345763275,155,8311,7789,781176,211580496,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,11.20720005,1.30061996,BF,2008,11,39754,2,specimen,null,1,1,1
47725450,69,224,71,781163,41394316,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,11.7159996,-0.333000004,BF,1996,9,35334,2,specimen,300,1,1,1
40160302,199,1429,25216,894252,3533566,subspecies,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,8000,12.01669979,79,IN,0,0,null,4,germplasm,null,1,1,1
250714282,331,11520,8116,809865,11865423,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,12.23849964,2.902499914,BJ,2001,10,10/5/2001,2,specimen,228,1,1,1
250714287,331,11520,8116,809865,19348967,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,12.23849964,2.902499914,BJ,2001,10,37169,2,specimen,228,1,1,1
373363952,365,13459,65813,2257910,3221622,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,12.23849964,2.902499914,BJ,2001,null,null,2,specimen,null,1,1,1
40113491,199,1429,25216,894252,953742,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,13.33329964,-2.383330107,BF,0,0,null,4,germplasm,null,1,1,1
250714315,331,11520,8116,809865,26935296,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,13.43000031,38.11999893,ET,1973,8,8/30/1973,2,specimen,900,1,1,1
40160203,199,1429,25216,894252,3533451,subspecies,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,8000,14.06669998,77.0667038,IN,0,0,null,4,germplasm,null,1,1,1
91198055,199,1429,25216,894252,1744804,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,14.80000019,-15.91670036,SN,0,0,null,0,unknown,null,1,1,1
40126147,199,1429,25216,894252,2486795,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,15.85000038,-4.333330154,ML,0,0,null,4,germplasm,null,1,1,1
40126148,199,1429,25216,894252,2486797,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,15.93330002,-4,ML,0,0,null,4,germplasm,null,1,1,1
40160204,199,1429,25216,894252,3533452,subspecies,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,8000,16,79.75,IN,0,0,null,4,germplasm,null,1,1,1
40126149,199,1429,25216,894252,2486798,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,16.51670074,-3.716670036,ML,0,0,null,4,germplasm,null,1,1,1
40126152,199,1429,25216,894252,2486800,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,16.66670036,-4.150000095,ML,0,0,null,4,germplasm,null,1,1,1
40125847,199,1429,25216,894252,2157368,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,26.45000076,80.23329926,IN,0,0,null,4,germplasm,null,1,1,1
217773664,57,9090,29876,1570999,4293856,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,36.09999847,-4.099999905,ES,null,null,null,0,unknown,null,1,1,1
615464,169,1028,8126,767789,29635712,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,37.04999924,25.26670074,GR,1967,7,24657,2,specimen,null,1,1,1
210069962,92,1905,7742,764834,122715447,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,37.53030014,-3.943609953,ES,null,null,null,0,unknown,688,1,1,1
217774030,57,9090,29876,1570999,31581374,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,38.09999847,-0.100000001,ES,null,null,null,0,unknown,null,1,1,1
217773661,57,9090,29876,1570999,4285261,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,39.09999847,-0.100000001,ES,null,null,null,0,unknown,null,1,1,1
217774440,57,9090,29876,1570999,33305382,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,40.09999847,0.899999976,ES,null,null,null,0,unknown,null,1,1,1
217774442,57,9090,29876,1570999,33335491,species,Arachis hypogaea,Arachis,Leguminosae,null,Dicotyledons,Angiospermae,Unknown,13637149,13178451,16198321,null,21655048,16252707,14719007,7000,40.09999847,0.899999976,ES,null,null,null,0,unknown,null,1,1,1
93071579,119,1506,8240,828007,71608574,species,Arachis hypogea,Arachis,Papilionaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,16090569,16090288,16090245,13141681,13140929,13140814,13140804,7000,-24.98329926,46.98329926,MG,0,0,null,2,specimen,null,1,1,1
93071588,119,1506,8240,828007,71608673,species,Arachis hypogea,Arachis,Papilionaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,16090569,16090288,16090245,13141681,13140929,13140814,13140804,7000,-24.08329964,45.70000076,MG,1943,4,null,2,specimen,null,1,1,1
93071583,119,1506,8240,828007,71608618,species,Arachis hypogea,Arachis,Papilionaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,16090569,16090288,16090245,13141681,13140929,13140814,13140804,7000,-23.36669922,44.33330154,MG,1898,8,1898-08-02,2,specimen,null,1,1,1
93071581,119,1506,8240,828007,71608596,species,Arachis hypogea,Arachis,Papilionaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,16090569,16090288,16090245,13141681,13140929,13140814,13140804,7000,-18.93330002,47.66669846,MG,1917,3,3/18/1917,2,specimen,null,1,1,1
93071578,119,1506,8240,828007,71608563,species,Arachis hypogea,Arachis,Papilionaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,16090569,16090288,16090245,13141681,13140929,13140814,13140804,7000,-18.91670036,47.53329849,MG,1889,4,1889-04-17,2,specimen,null,1,1,1
93071574,119,1506,8240,828007,71608519,species,Arachis hypogea,Arachis,Papilionaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,16090569,16090288,16090245,13141681,13140929,13140814,13140804,7000,-18.88330078,47.56669998,MG,1905,10,null,2,specimen,null,1,1,1
93071577,119,1506,8240,828007,71608552,species,Arachis hypogea,Arachis,Papilionaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,16090569,16090288,16090245,13141681,13140929,13140814,13140804,7000,-16.91670036,49.90000153,MG,1849,12,null,2,specimen,null,1,1,1
93071582,119,1506,8240,828007,71608607,species,Arachis hypogea,Arachis,Papilionaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,16090569,16090288,16090245,13141681,13140929,13140814,13140804,7000,-16.10000038,46.65000153,MG,0,0,null,2,specimen,null,1,1,1
93071576,119,1506,8240,828007,71608541,species,Arachis hypogea,Arachis,Papilionaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,16090569,16090288,16090245,13141681,13140929,13140814,13140804,7000,-13.38329983,48.20000076,MG,1851,3,null,2,specimen,null,1,1,1
93071584,119,1506,8240,828007,71608629,species,Arachis hypogea,Arachis,Papilionaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,16090569,16090288,16090245,13141681,13140929,13140814,13140804,7000,-13.33329964,48.26670074,MG,1879,9,null,2,specimen,null,1,1,1
47544515,92,1430,7973,801126,40495839,genus,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,6000,-24.96999931,33.20999908,MZ,null,null,null,0,unknown,0,1,1,1
42246580,92,1430,7973,801126,40481823,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-23.12999916,44.15000153,MG,null,null,null,0,unknown,480,1,1,1
42250395,92,1430,7973,801126,40482282,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-22.76000023,35.04999924,MZ,null,null,null,0,unknown,0,1,1,1
47544474,92,1430,7973,801126,40495814,genus,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,6000,-22.76000023,35.15999985,MZ,null,null,null,0,unknown,150,1,1,1
42250538,92,1430,7973,801126,40482371,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,28.46999931,ZW,null,null,null,0,unknown,1300,1,1,1
42257969,92,1430,7973,801126,40482977,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,28.46999931,ZW,null,null,null,0,unknown,1200,1,1,1
42257976,92,1430,7973,801126,40482984,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,28.46999931,ZW,null,null,null,0,unknown,1300,1,1,1
42258414,92,1430,7973,801126,40483169,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,28.5,ZW,null,null,null,0,unknown,1200,1,1,1
42258420,92,1430,7973,801126,40483171,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,28.5,ZW,null,null,null,0,unknown,1200,1,1,1
42258422,92,1430,7973,801126,40483172,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,28.5,ZW,null,null,null,0,unknown,1200,1,1,1
42258426,92,1430,7973,801126,40483173,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,28.5,ZW,null,null,null,0,unknown,1200,1,1,1
42257970,92,1430,7973,801126,40482978,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,29,ZW,null,null,null,0,unknown,1200,1,1,1
42257971,92,1430,7973,801126,40482979,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,29,ZW,null,null,null,0,unknown,1200,1,1,1
42257972,92,1430,7973,801126,40482980,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,29,ZW,null,null,null,0,unknown,1200,1,1,1
42258428,92,1430,7973,801126,40483174,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,29,ZW,null,null,null,0,unknown,1200,1,1,1
42258431,92,1430,7973,801126,40483175,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,29,ZW,null,null,null,0,unknown,1200,1,1,1
42258435,92,1430,7973,801126,40483176,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,29,ZW,null,null,null,0,unknown,1200,1,1,1
42258481,92,1430,7973,801126,40483191,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.92000008,31.67000008,ZW,null,null,null,0,unknown,1300,1,1,1
42253982,92,1430,7973,801126,40482419,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.87000084,29.02000046,ZW,null,null,null,0,unknown,1200,1,1,1
42253983,92,1430,7973,801126,40482420,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.54000092,29.28000069,ZW,null,null,null,0,unknown,1200,1,1,1
42257973,92,1430,7973,801126,40482981,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.54000092,29.28000069,ZW,null,null,null,0,unknown,1200,1,1,1
42257975,92,1430,7973,801126,40482983,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.54000092,29.28000069,ZW,null,null,null,0,unknown,1200,1,1,1
42257977,92,1430,7973,801126,40482985,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.54000092,29.28000069,ZW,null,null,null,0,unknown,1200,1,1,1
42258000,92,1430,7973,801126,40483000,subspecies,null,Arachis,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,null,16118362,13146161,13141681,13140929,13140814,13140804,8000,-20.54000092,29.28000069,ZW,null,null,null,0,unknown,1200,1,1,1
